name,age,years_played,games_played,avg_rec,avg_tgt,avg_yds,avg_ypr,avg_lg,avg_TD,avg_rush,avg_ryds,avg_rypa,avg_rlg,avg_rTD,TM TGT %,ADP
christian-mccaffrey,23,2,16,7.25,8.875,62.8125,8.65625,17.9375,0.25,17.9375,86.6875,4.80625,26.3125,0.9375,22.3,1.0
aaron-jones,24,2,16,3.0625,4.25,29.625,6.2625,13.5625,0.1875,14.75,67.75,4.33125,17.3125,1.0,11.9,21.0
derrick-henry,25,3,15,1.2,1.6,13.733333333333333,10.88,12.333333333333334,0.1333333333333333,20.2,102.66666666666669,4.953333333333333,28.466666666666665,1.0666666666666669,5.4,5.0
ezekiel-elliott,23,3,16,3.375,4.4375,26.25,7.768750000000001,13.6875,0.125,18.8125,84.8125,4.512499999999999,16.75,0.75,11.9,3.0
dalvin-cook,23,2,14,3.7857142857142856,4.5,37.07142857142857,9.042857142857144,16.714285714285715,0.0,17.857142857142858,81.07142857142857,4.314285714285714,20.428571428571427,0.9285714285714286,13.5,7.0
austin-ekeler,24,2,16,5.75,6.75,62.0625,11.6375,27.5625,0.5,8.25,34.8125,3.89375,12.3125,0.1875,18.1,22.0
nick-chubb,23,1,16,2.25,3.0625,17.375,7.362500000000001,11.375,0.0,18.625,93.375,5.018750000000001,28.375,0.5,9.1,13.0
leonard-fournette,24,2,15,5.066666666666666,6.666666666666667,34.8,7.186666666666668,14.8,0.0,17.666666666666668,76.8,4.08,28.4,0.2,17.0,58.0
saquon-barkley,22,1,13,4.0,5.615384615384615,33.69230769230769,7.753846153846154,21.76923076923077,0.1538461538461538,16.692307692307693,77.15384615384616,4.469230769230769,25.53846153846154,0.4615384615384615,12.0,2.0
chris-carson,24,1,15,2.466666666666667,3.1333333333333333,17.733333333333334,6.7733333333333325,9.333333333333334,0.1333333333333333,18.53333333333333,82.0,4.4,19.6,0.4666666666666667,9.1,31.0
alvin-kamara,23,2,14,5.785714285714286,6.928571428571429,38.07142857142857,7.1,16.0,0.0714285714285714,12.214285714285714,56.92857142857143,4.792857142857143,18.214285714285715,0.3571428571428571,16.7,4.0
joe-mixon,22,2,16,2.1875,2.8125,17.9375,9.18125,13.3125,0.1875,17.375,71.0625,3.63125,15.9375,0.3125,7.3,11.0
miles-sanders,22,0,16,3.125,3.9375,31.8125,9.825,16.875,0.1875,11.1875,51.125,5.293749999999999,20.0625,0.1875,10.3,23.0
kenyan-drake,25,3,14,3.571428571428572,4.857142857142857,24.642857142857142,7.892857142857143,13.5,0.0,12.142857142857142,58.35714285714285,4.335714285714286,18.928571428571427,0.5714285714285714,12.3,17.0
leveon-bell,27,5,15,4.4,5.2,30.73333333333333,6.886666666666666,12.333333333333334,0.0666666666666666,16.333333333333332,52.6,3.246666666666667,10.8,0.2,15.0,45.0
phillip-lindsay,24,1,16,2.1875,3.0,12.25,4.1000000000000005,8.0625,0.0,14.0,63.1875,4.68125,17.1875,0.4375,9.5,105.0
devonta-freeman,27,4,14,4.214285714285714,5.0,29.285714285714285,6.5,11.928571428571429,0.2857142857142857,13.142857142857142,46.85714285714285,3.392857142857143,12.714285714285714,0.1428571428571428,10.2,188.0
james-white,27,4,15,4.8,6.333333333333333,43.0,9.106666666666666,21.0,0.3333333333333333,4.466666666666667,17.533333333333335,3.0933333333333333,8.266666666666667,0.0666666666666666,15.3,107.0
raheem-mostert,27,4,16,0.875,1.375,11.25,6.48125,8.5625,0.125,8.5625,48.25,4.60625,15.0625,0.5,4.6,47.0
david-montgomery,22,0,16,1.5625,2.1875,11.5625,7.275,9.75,0.0625,15.125,55.5625,3.4875000000000003,14.4375,0.375,6.0,74.0
carlos-hyde,28,4,16,0.625,1.0,2.625,2.1875,2.5,0.0,15.3125,66.875,4.3625,19.5,0.375,3.0,183.0
sony-michel,24,1,16,0.75,1.25,5.875,3.35625,4.375,0.0,15.4375,57.0,3.54375,13.75,0.4375,3.2,111.0
latavius-murray,29,5,16,2.125,2.6875,14.6875,6.1875,8.9375,0.0625,9.125,39.8125,4.08125,12.625,0.3125,7.4,142.0
adrian-peterson-min,34,11,16,1.0625,1.4375,8.875,5.45625,7.1875,0.0,13.1875,56.125,3.79375,15.1875,0.3125,4.8,174.0
devin-singletary,21,0,12,2.4166666666666665,3.4166666666666665,16.166666666666668,5.275,12.583333333333334,0.1666666666666666,12.583333333333334,64.58333333333333,6.166666666666665,18.25,0.1666666666666666,8.0,63.0
james-conner,24,2,10,3.4,3.8,25.1,5.0,11.0,0.3,11.6,46.4,3.8,13.8,0.4,7.5,25.0
tevin-coleman,26,4,14,1.5,2.142857142857143,12.857142857142858,5.857142857142857,10.071428571428571,0.0714285714285714,9.785714285714286,38.85714285714285,4.142857142857143,14.571428571428571,0.4285714285714285,6.3,137.0
david-johnson-rb,27,4,13,2.769230769230769,3.615384615384616,28.46153846153846,7.138461538461538,13.076923076923077,0.3076923076923077,7.230769230769231,26.53846153846154,2.907692307692308,9.0,0.1538461538461538,8.5,52.0
jordan-howard,24,3,10,1.0,1.4,6.9,4.18,5.9,0.1,11.9,52.5,4.039999999999999,13.2,0.6,2.3,87.0
lesean-mccoy,31,8,13,2.1538461538461537,2.6153846153846154,13.923076923076923,6.015384615384615,9.538461538461538,0.0769230769230769,7.769230769230769,35.76923076923077,4.046153846153846,14.846153846153848,0.3076923076923077,5.9,151.0
matt-breida,24,2,13,1.4615384615384617,1.6923076923076923,9.23076923076923,5.1,6.846153846153846,0.0769230769230769,9.461538461538462,47.92307692307692,4.699999999999999,20.07692307692308,0.0769230769230769,4.6,100.0
boston-scott,24,1,11,2.1818181818181817,2.363636363636364,18.545454545454547,4.027272727272727,7.272727272727272,0.0,5.545454545454546,22.27272727272728,3.090909090909091,8.818181818181818,0.4545454545454545,4.2,191.0
kareem-hunt,23,2,9,4.111111111111111,4.888888888888889,31.666666666666668,7.677777777777779,14.22222222222222,0.1111111111111111,4.777777777777778,19.88888888888889,3.622222222222222,7.222222222222222,0.2222222222222222,8.2,69.0
tony-pollard,22,0,15,1.0,1.3333333333333333,7.133333333333334,3.02,4.4,0.0666666666666666,5.733333333333333,30.33333333333333,3.939999999999999,10.2,0.1333333333333333,3.4,167.0
kerryon-johnson,22,0,8,1.25,1.875,15.875,8.4375,11.625,0.125,14.125,50.375,3.6625,10.625,0.375,2.6,138.0
chase-edmonds,23,1,13,0.9230769230769232,1.6153846153846154,8.076923076923077,4.1923076923076925,6.0,0.0769230769230769,4.615384615384615,23.307692307692307,3.6384615384615375,8.461538461538462,0.3076923076923077,3.8,172.0
chris-thompson,28,4,11,3.8181818181818175,5.2727272727272725,34.36363636363637,9.009090909090908,15.909090909090908,0.0,3.363636363636364,12.545454545454543,2.9,7.181818181818182,0.0,12.1,170.0
alexander-mattison,21,0,13,0.7692307692307693,0.9230769230769232,6.307692307692308,2.5615384615384613,3.076923076923077,0.0,7.6923076923076925,35.53846153846154,4.4,15.461538461538462,0.0769230769230769,2.6,139.0
darrel-williams,24,1,12,1.25,1.6666666666666667,13.916666666666666,7.85,10.0,0.0833333333333333,3.4166666666666665,11.75,1.95,7.083333333333333,0.25,3.3,165.0
derrius-guice,22,-2,5,1.4,1.8,15.8,12.34,12.6,0.2,8.4,49.0,5.94,21.6,0.4,1.9,91.0
justin-jackson-rb,23,1,7,1.2857142857142858,1.5714285714285714,3.142857142857143,2.571428571428572,4.285714285714286,0.0,4.142857142857143,28.571428571428573,6.985714285714286,15.714285714285714,0.0,1.8,198.0
