name,age,years_played,games_played,avg_rec,avg_tgt,avg_yds,avg_ypr,avg_lg,avg_TD,avg_rush,avg_ryds,avg_rypa,avg_rlg,avg_rTD,TM TGT %,ADP
travis-kelce,32,9,17,6.470588235294118,8.941176470588236,78.70588235294117,12.617647058823527,27.058823529411764,0.7058823529411765,0.1176470588235294,0.2941176470588235,0.2941176470588235,0.2941176470588235,0.0,23.3,5.3
tj-hockenson,25,3,17,5.0588235294117645,7.588235294117647,53.76470588235294,10.92941176470588,20.88235294117647,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,19.2,44.3
george-kittle,28,5,15,4.0,5.733333333333333,51.0,12.880000000000004,23.133333333333333,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,16.8,58.0
mark-andrews,26,4,15,4.866666666666666,7.533333333333333,56.46666666666667,10.6,18.866666666666667,0.3333333333333333,0.2,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,23.2,32.7
taysom-hill,31,5,16,0.5625,0.8125,4.8125,3.71875,4.5,0.125,6.0,35.9375,5.91875,16.6875,0.4375,2.5,217.0
evan-engram,27,5,17,4.294117647058823,5.764705882352941,45.05882352941177,10.164705882352942,15.764705882352942,0.2352941176470588,0.1176470588235294,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.0,16.4,93.3
cole-kmet,23,2,17,2.9411764705882355,4.0588235294117645,32.0,10.117647058823527,16.823529411764707,0.4117647058823529,0.1176470588235294,0.5294117647058824,0.2647058823529412,0.4705882352941176,0.0,18.3,136.7
pat-freiermuth,23,1,15,4.2,6.533333333333333,48.8,11.493333333333336,20.2,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,17.2,102.0
tyler-higbee,29,6,16,4.5,6.75,38.75,7.73125,12.9375,0.1875,0.0,0.0,0.0,0.0,0.0,20.3,137.0
dalton-schultz,26,4,15,3.8,5.933333333333334,38.46666666666667,8.88,14.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,16.0,120.3
juwan-johnson,25,2,16,2.625,4.0625,31.75,11.49375,17.3125,0.4375,0.0,0.0,0.0,0.0,0.0,12.7,151.3
dallas-goedert,27,4,12,4.583333333333333,5.75,58.5,13.191666666666665,21.25,0.25,0.0,0.0,0.0,0.0,0.0,12.9,72.7
david-njoku,26,5,14,4.142857142857143,5.714285714285714,44.85714285714285,11.2,19.0,0.2857142857142857,0.1428571428571428,-0.5714285714285714,-0.5714285714285714,-0.5714285714285714,0.0,14.8,105.7
dawson-knox,25,3,15,3.2,4.333333333333333,34.46666666666667,9.273333333333332,17.066666666666666,0.4,0.0,0.0,0.0,0.0,0.0,11.3,172.3
gerald-everett,28,5,15,3.866666666666666,5.8,37.0,9.193333333333332,15.0,0.2666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,12.2,159.3
tyler-conklin,26,4,17,3.411764705882353,5.117647058823529,32.47058823529412,8.811764705882354,14.411764705882351,0.1764705882352941,0.1176470588235294,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.0,13.9,212.0
noah-fant,24,3,17,2.9411764705882355,3.7058823529411766,28.58823529411765,8.8,15.882352941176473,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,11.0,211.7
zach-ertz,31,9,10,4.7,6.9,40.6,8.870000000000001,15.6,0.4,0.0,0.0,0.0,0.0,0.0,10.4,212.3
robert-tonyan,28,5,17,3.117647058823529,3.941176470588236,27.647058823529413,9.123529411764704,14.588235294117649,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,11.9,308.0
hunter-henry,27,6,16,2.5625,3.6875,31.8125,12.03125,18.5,0.125,0.0,0.0,0.0,0.0,0.0,10.9,216.0
hayden-hurst,28,4,14,3.857142857142857,5.0,31.357142857142858,8.342857142857143,15.5,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,11.1,193.0
mike-gesicki,26,4,17,1.8823529411764703,3.0588235294117645,21.294117647058822,9.411764705882351,13.058823529411764,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,8.9,177.7
chigoziem-okonkwo,22,0,16,2.0,2.875,28.125,14.275,18.8125,0.1875,0.1875,0.125,0.125,0.125,0.0,10.1,124.7
austin-hooper,27,6,17,2.411764705882353,3.5294117647058822,26.11764705882353,10.370588235294118,13.117647058823527,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,13.2,286.0
isaiah-likely,22,0,14,2.571428571428572,4.285714285714286,26.642857142857142,9.178571428571429,13.428571428571429,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,12.3,222.3
cade-otton,23,0,16,2.625,4.0625,24.4375,8.274999999999999,13.0,0.125,0.0,0.0,0.0,0.0,0.0,8.7,249.0
darren-waller,29,7,9,3.111111111111111,4.777777777777778,43.11111111111112,12.822222222222225,20.77777777777778,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,7.3,77.0
will-dissly,26,4,15,2.2666666666666666,2.533333333333333,23.266666666666666,10.58,15.333333333333334,0.2,0.0,0.0,0.0,0.0,0.0,6.6,302.0
greg-dulcich,22,0,10,3.3,5.5,41.1,12.53,20.3,0.2,0.0,0.0,0.0,0.0,0.0,9.6,135.0
jelani-woods,23,0,12,2.083333333333333,3.333333333333333,26.0,12.575,16.333333333333332,0.25,0.0,0.0,0.0,0.0,0.0,6.6,243.7
kyle-pitts,21,1,10,2.8,5.9,35.6,12.85,17.8,0.2,0.0,0.0,0.0,0.0,0.0,14.2,68.0
daniel-bellinger,21,0,11,2.727272727272727,3.1818181818181817,24.363636363636363,9.80909090909091,13.090909090909092,0.1818181818181818,0.0909090909090909,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.0909090909090909,6.7,245.5
logan-thomas,31,6,13,3.0,4.6923076923076925,24.846153846153847,7.338461538461538,11.615384615384617,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,11.0,249.0
colby-parkinson,23,2,14,1.7857142857142858,2.4285714285714284,23.0,12.407142857142857,17.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,5.9,313.0
noah-gray,23,1,17,1.6470588235294117,2.0,17.58823529411765,10.476470588235294,12.882352941176473,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,5.2,297.5
trey-mcbride,22,0,12,2.4166666666666665,3.25,22.08333333333333,6.091666666666668,10.416666666666666,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,5.9,212.3
irv-smith-jr,23,2,8,3.125,4.5,22.75,6.8625,10.0,0.25,0.0,0.0,0.0,0.0,0.0,5.4,158.7
jake-ferguson,23,0,11,1.7272727272727273,2.0,15.818181818181818,8.409090909090908,11.363636363636363,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,4.0,236.7
