name,age,years_played,games_played,avg_rec,std_rec,avg_tgt,std_tgt,avg_yds,std_yds,avg_ypr,std_ypr,avg_lg,std_lg,avg_TD,std_TD,avg_rush,std_rush,avg_ryds,std_ryds,avg_rypa,std_rypa,avg_rlg,std_rlg,avg_rTD,std_rTD,TM TGT %,ADP
jonnu-smith,24,3,15,2.7333333333333334,1.611072796479276,4.333333333333333,2.4129281427805145,29.866666666666667,21.71287380539225,10.206666666666669,4.723059272218473,17.133333333333333,14.17917095210044,0.5333333333333333,0.7180219742846007,0.1333333333333333,0.339934634239519,0.2666666666666666,0.7717224601860151,0.2666666666666666,0.7717224601860151,0.2666666666666666,0.7717224601860151,0.0666666666666666,0.2494438257849294,0.6,91.0
tyler-higbee,27,4,15,2.933333333333333,0.9977753031397176,4.0,1.4142135623730951,34.733333333333334,18.16761465416476,11.873333333333337,5.416821536247577,21.73333333333333,11.427841246515264,0.3333333333333333,0.7888106377466154,0.0666666666666666,0.2494438257849294,0.0666666666666666,0.2494438257849294,0.0666666666666666,0.2494438257849294,0.0666666666666666,0.2494438257849294,0.0,0.0,0.8,125.0
jared-cook,33,10,15,2.466666666666667,1.4544949486180951,4.0,1.6733200530681511,33.6,24.368832553078946,11.673333333333336,7.438590069510634,18.933333333333334,14.134905572926744,0.4666666666666667,0.4988876515698588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,178.0
george-kittle,26,3,8,6.0,3.741657386773941,7.875,3.3330729064933458,79.25,45.59536708921203,14.125,4.50576020223003,27.0,11.97914855071094,0.25,0.4330127018922193,0.25,0.4330127018922193,2.125,3.6890886408434262,2.125,3.6890886408434262,2.125,3.6890886408434262,0.0,0.0,11.1,25.0
dallas-goedert,25,2,11,4.181818181818182,2.0368505911280077,5.909090909090909,2.906248611481051,47.63636363636363,27.34717112600573,11.181818181818182,2.736892126554624,21.545454545454547,10.307663842224269,0.2727272727272727,0.4453617714151233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,99.0
austin-hooper,25,4,13,3.5384615384615383,1.6923076923076923,5.384615384615385,3.5849785223787825,33.46153846153846,17.39414306649659,9.5,1.781097328140069,16.23076923076923,7.757416760294589,0.3076923076923077,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,139.0
gerald-everett,26,3,16,2.5625,1.579903082470567,3.875,2.315032397181517,26.0625,19.97332205092583,9.78125,5.0356502497194935,14.4375,8.381294276542258,0.0625,0.2420614591379635,0.0625,0.2420614591379635,0.125,0.4841229182759271,0.125,0.4841229182759271,0.125,0.4841229182759271,0.0625,0.2420614591379635,0.3,204.0
anthony-firkser,25,3,16,2.4375,1.9990231989649343,3.3125,2.4165768661476505,24.1875,27.511858238766788,8.15625,5.639810363611528,12.5,10.758717395675006,0.0625,0.2420614591379635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,209.0
zach-ertz,29,7,11,3.272727272727273,1.6006197146962735,6.545454545454546,2.061051645228116,30.454545454545453,21.58014085539858,10.118181818181816,8.454027354604236,15.090909090909092,11.065544767056682,0.0909090909090909,0.2874797872880344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,169.0
cole-kmet,21,0,16,1.75,1.9525624189766635,2.75,2.633913438213185,15.1875,16.19111928651012,6.25625,5.882491898634455,8.4375,9.293604992143791,0.125,0.3307189138830738,0.0625,0.2420614591379635,-0.1875,0.7261843774138906,-0.1875,0.7261843774138906,-0.1875,0.7261843774138906,0.0,0.0,0.7,174.0
