name,age,years_played,games_played,avg_rec,std_rec,avg_tgt,std_tgt,avg_yds,std_yds,avg_ypr,std_ypr,avg_lg,std_lg,avg_TD,std_TD,avg_rush,std_rush,avg_ryds,std_ryds,avg_rypa,std_rypa,avg_rlg,std_rlg,avg_rTD,std_rTD,TM TGT %,CUSHAverage Cushion (CUSH),SEPAverage Separation (SEP),TAYAverage Targeted Air Yards (TAY),TAY%% Share of Team's Air Yards (TAY%),YAC/RYAC/Reception (YAC/R),xYAC/RExpected YAC/Reception (EYAC/R),+/-Avg .YAC Above Expectation,class
marvin-jones,27,4,16,3.8125,1.8445443204217133,6.6875,3.21556274235164,68.8125,32.319148252235856,19.16875,5.2601947147895585,34.25,13.012013679673105,0.5625,0.7043392293490403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,4.3,2.2,15.3,35.8,3.9,2.7,1.2,0
golden-tate,28,5,16,5.75,2.1360009363293826,7.5,2.29128784747792,62.6875,35.05124596572852,10.325,3.8194404040382666,24.625,15.881888269346312,0.3125,0.46351240544347894,0.3125,0.6817945071647321,1.375,3.461845606031557,0.75,1.758905909933786,1.125,2.7357585785299112,0.0,0.0,21.1,5.9,2.8,5.7,15.02,7.0,5.5,1.5,2
doug-baldwin,28,2,16,4.6875,2.39057393736316,7.25,3.400367627183861,61.9375,30.556236577006665,13.8,5.628609952732557,28.5,12.36931687685298,0.5,0.6123724356957945,0.125,0.33071891388307384,-0.5,1.3693063937629153,-0.5,1.3693063937629153,-0.5,1.3693063937629153,0.0,0.0,20.9,5.7,2.8,12.5,26.82,3.7,3.3,0.4,0
davante-adams,24,3,14,5.285714285714286,2.343031352408104,8.357142857142858,2.4959150299508783,63.214285714285715,30.270633037480334,12.064285714285715,4.284291430473012,23.928571428571427,14.215003571248664,0.7142857142857143,0.6998542122237652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,5.6,2.8,9.4,27.93,5.0,4.2,0.8,0
brandin-cooks,23,3,16,4.0625,1.6381678027601445,7.125,2.1758618981911515,67.625,36.93215908933568,17.400000000000002,8.155519603311612,32.625,14.88655013762423,0.4375,0.6091746465505602,0.5625,0.8637671850678283,2.5,3.517811819867572,1.98125,3.0769747216218724,3.1875,4.6666201634587745,0.0,0.0,19.4,5.2,2.7,15.1,32.86,3.9,4.4,-0.4,1
demaryius-thomas,29,4,16,5.1875,2.242173889331512,8.75,2.277608394786075,59.3125,32.05604223465523,11.181250000000002,3.3045837010885353,21.0,8.023403267940607,0.3125,0.46351240544347894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,5.0,2.3,10.0,30.17,3.8,3.7,0.1,0
mike-evans,23,3,15,4.733333333333333,1.8427033281447005,9.066666666666666,2.2939534045447005,66.73333333333333,26.76183019816761,14.693333333333335,5.205313524552472,22.866666666666667,9.229421554042387,0.3333333333333333,0.47140452079103173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,5.3,2.1,14.2,31.78,2.1,2.3,-0.2,0
robby-anderson,24,1,16,3.9375,1.71277370075559,7.125,2.8034576865007255,58.8125,38.51333981557559,14.193749999999998,7.406877610538735,26.3125,17.017339502695478,0.4375,0.6091746465505602,0.1875,0.3903123748998999,0.5625,1.6944302139657448,0.5625,1.6944302139657448,0.5625,1.6944302139657448,0.0,0.0,22.4,6.4,3.4,12.8,38.89,5.1,5.0,0.1,3
stefon-diggs,23,2,14,4.571428571428571,1.8789923482808435,6.785714285714286,1.8585159758939553,60.642857142857146,40.952249446079,12.5,5.142400773402023,25.857142857142858,14.778638748724667,0.5714285714285714,0.7284313590846836,0.5714285714285714,0.4948716593053935,0.9285714285714286,4.382828273326413,0.9285714285714286,4.382828273326413,0.9285714285714286,4.382828273326413,0.0,0.0,18.0,6.6,2.8,11.5,27.38,4.8,3.6,1.2,2
alshon-jeffery,27,3,16,3.5625,1.7309228030157786,7.5,3.0618621784789726,49.3125,24.149841484987018,13.39375,6.2391374353751825,21.1875,11.727205283016069,0.5625,0.6091746465505602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,5.1,1.8,14.5,33.07,3.9,2.9,1.0,0
devin-funchess,23,-1,16,3.9375,1.818954026356906,6.9375,2.3840288903450815,52.5,27.93519285775561,13.70625,5.402021467700772,22.1875,9.61261378346181,0.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,6.6,2.5,12.9,34.74,4.8,4.3,0.5,3
juju-smith-schuster,20,0,14,4.142857142857143,2.231499907401901,5.642857142857143,2.6620921647977465,65.5,52.13820918618952,13.97857142857143,7.021007108408774,32.142857142857146,25.67059780832411,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,6.1,2.7,9.5,14.14,7.2,5.0,2.2,3
nelson-agholor,24,2,16,3.875,2.057759704144291,5.9375,2.7719296076920856,48.0,35.249113464029136,11.5875,6.217704057769235,24.5625,19.814668651027198,0.5,0.5,0.0625,0.24206145913796356,0.4375,1.6944302139657448,0.4375,1.6944302139657448,0.4375,1.6944302139657448,0.0,0.0,16.8,5.8,3.0,10.2,18.38,5.3,4.1,1.2,3
dez-bryant,28,4,16,4.3125,1.8614090764794289,8.25,3.6827299656640586,52.375,20.195528589269458,13.45,6.521023692642131,24.4375,10.845325894135224,0.375,0.4841229182759271,0.0625,0.24206145913796356,-0.25,0.9682458365518543,-0.25,0.9682458365518543,-0.25,0.9682458365518543,0.0,0.0,26.8,5.1,2.4,11.8,37.81,4.4,3.1,1.3,0
cooper-kupp,24,0,15,4.133333333333334,1.667999467092907,6.266666666666667,2.3513589451397863,57.93333333333333,28.35834190420088,14.033333333333333,4.1461092872984215,27.266666666666666,13.810463022248346,0.3333333333333333,0.47140452079103173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,7.4,3.1,9.3,21.25,6.0,5.0,1.0,3
jermaine-kearse,27,2,16,4.0625,2.1350863565673404,6.375,2.2603926650031405,50.625,36.855927270928895,12.606250000000001,6.369602494465412,22.6875,13.396448923128846,0.3125,0.582961190818051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.6,2.8,8.9,24.24,5.1,4.5,0.6,3
ty-hilton,27,5,16,3.5625,1.8360538526960477,6.8125,2.1277555663186503,60.375,56.20150687481609,14.94375,7.620528914550484,27.4375,21.35406504040858,0.25,0.5590169943749475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,6.1,2.5,13.1,38.35,5.4,4.0,1.4,3
kenny-stills,25,3,16,3.625,1.653594569415369,6.5625,2.8716012519150356,52.9375,41.28175860776767,13.35,4.84819554061096,21.5625,12.913020318655121,0.375,0.5994789404140899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,6.2,2.7,14.6,32.38,3.2,2.9,0.2,3
mohamed-sanu,27,4,15,4.466666666666667,1.9275776393067947,6.4,2.4711670657134186,46.86666666666667,24.319722220635846,10.139999999999999,3.352372294361114,16.933333333333334,6.016274225428521,0.3333333333333333,0.47140452079103173,0.26666666666666666,0.44221663871405337,0.6666666666666666,1.3498971154211057,0.6666666666666666,1.3498971154211057,0.6666666666666666,1.3498971154211057,0.0,0.0,18.1,5.1,2.7,7.6,15.79,4.1,3.6,0.4,4
marquise-goodwin,26,3,16,3.5,2.57390753524675,6.5625,3.2009520068254695,60.125,36.87796598241286,20.325,18.160379263660765,31.125,20.49961889889663,0.125,0.33071891388307384,0.25,0.4330127018922193,2.75,5.238081709939241,2.75,5.238081709939241,2.75,5.238081709939241,0.0,0.0,17.3,6.1,2.2,15.1,32.44,3.9,3.1,0.8,1
robert-woods,25,4,12,4.666666666666667,2.094967514996089,7.083333333333333,1.9346977943739834,65.08333333333333,41.3812726027393,13.225,4.355862907239697,28.333333333333332,22.525294424022274,0.4166666666666667,0.7592027982620247,0.16666666666666666,0.3726779962499649,1.0,2.3804761428476167,1.0,2.3804761428476167,1.0,2.3804761428476167,0.0,0.0,16.4,6.5,3.0,10.8,22.34,5.5,5.2,0.2,2
jamison-crowder,24,2,15,4.4,2.0591260281974,6.866666666666666,2.8015868519267593,52.6,38.41839837022534,10.406666666666668,6.205961291818984,20.933333333333334,12.772192015816584,0.2,0.4,0.4666666666666667,0.618241233033047,2.2666666666666666,3.9911012125588714,1.8666666666666667,3.2221455929585527,1.8666666666666667,3.2221455929585527,0.0,0.0,19.1,6.5,3.2,7.4,18.15,5.8,5.7,0.1,2
ted-ginn-jr,32,8,15,3.533333333333333,1.8208667044996885,4.666666666666667,2.3851391759997753,52.46666666666667,33.97031383755856,14.486666666666666,7.280097679442373,28.0,14.637850479720944,0.26666666666666666,0.44221663871405337,0.6666666666666666,0.5962847939999439,2.6,6.468384651518492,2.1333333333333333,5.852255025961265,2.6666666666666665,6.589554023014169,0.0,0.0,13.1,6.9,3.5,12.0,25.11,5.7,5.4,0.3,1
randall-cobb,26,6,15,4.4,2.244994432064365,6.133333333333334,3.556527644893104,43.53333333333333,22.88774538675422,9.526666666666669,4.014717369324465,22.066666666666666,12.211833969100994,0.26666666666666666,0.44221663871405337,0.6,1.0198039027185568,1.1333333333333333,3.6307330144506933,0.7333333333333333,3.1510139461590594,1.0,3.40587727318528,0.0,0.0,16.4,6.0,3.7,5.8,13.39,6.7,5.9,0.8,2
rishard-matthews,27,1,14,3.7857142857142856,1.4232042032265197,6.214285714285714,2.076348836249805,56.785714285714285,28.208860237846675,14.6,4.877352912038602,27.142857142857142,17.066496597792092,0.2857142857142857,0.45175395145262565,0.07142857142857142,0.25753937681885636,-0.21428571428571427,0.7726181304565691,-0.21428571428571427,0.7726181304565691,-0.21428571428571427,0.7726181304565691,0.0,0.0,17.5,6.8,2.6,11.7,23.68,5.2,4.0,1.2,3
mike-wallace,30,4,15,3.466666666666667,1.746106780494506,6.133333333333334,3.5188381921057728,49.86666666666667,38.389003054983796,13.793333333333333,9.8548442684578,22.666666666666668,17.438144651564535,0.26666666666666666,0.44221663871405337,0.06666666666666667,0.24944382578492946,0.26666666666666666,0.9977753031397179,0.26666666666666666,0.9977753031397179,0.26666666666666666,0.9977753031397179,0.0,0.0,16.2,6.2,2.6,13.0,32.26,3.6,3.7,-0.1,3
paul-richardson,25,0,16,2.75,1.4361406616345072,5.0,2.091650066335189,43.9375,26.959387859333898,15.85,10.033194904914387,25.0,16.236532881129516,0.375,0.5994789404140899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,5.9,2.4,15.1,22.29,3.3,2.8,0.5,3
marqise-lee,25,0,14,4.0,2.53546276418555,6.857142857142857,3.7579846965616874,50.142857142857146,29.354622762880474,11.514285714285716,6.2820443832126065,19.142857142857142,11.764699879950449,0.21428571428571427,0.410325903324145,0.07142857142857142,0.25753937681885636,1.2142857142857142,4.378169405920559,1.2142857142857142,4.378169405920559,1.2142857142857142,4.378169405920559,0.0,0.0,18.2,5.8,2.7,10.9,26.12,5.4,4.5,0.8,2
sammy-watkins,24,3,15,2.6,1.5405626677721789,4.666666666666667,2.022100118413747,39.53333333333333,27.57019324479891,16.2,14.548860207361031,22.133333333333333,16.049368281095123,0.5333333333333333,0.6182412330330471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,4.8,2.5,14.4,24.67,5.2,4.5,0.7,3
sterling-shepard,24,1,11,5.363636363636363,3.2550025072669375,7.636363636363637,4.0737011822560145,66.45454545454545,47.07318023589081,11.981818181818182,3.899141672871603,29.727272727272727,23.163807620317396,0.18181818181818182,0.385694607919935,0.36363636363636365,0.642824346533225,0.36363636363636365,3.867644979305936,0.045454545454545456,3.4275259130016105,0.8181818181818182,4.80185914408882,0.0,0.0,13.8,5.2,2.4,8.8,16.92,5.5,3.5,2.0,2
danny-amendola,31,7,15,4.066666666666666,2.14372469210847,5.733333333333333,1.9136933459209766,43.93333333333333,24.63186734474041,11.260000000000002,3.5886487707771013,17.333333333333332,6.331578704311342,0.13333333333333333,0.339934634239519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,5.8,2.9,8.0,13.15,3.7,4.1,-0.5,4
desean-jackson,30,9,14,3.5714285714285716,1.840585532389304,6.428571428571429,2.744196101756935,47.714285714285715,27.50695644852815,13.271428571428572,3.6511110973096885,20.857142857142858,7.953949089757175,0.21428571428571427,0.410325903324145,0.21428571428571427,0.41032590332414487,2.7142857142857144,6.204014500173847,2.7142857142857144,6.204014500173847,2.7142857142857144,6.204014500173847,0.0,0.0,14.9,7.2,2.7,15.8,23.41,4.0,4.3,-0.4,1
tyrell-williams,25,0,16,2.6875,1.4882351124738322,4.3125,1.9911915402592488,45.5,34.813790371058424,16.80625,8.083816297857096,27.625,21.06500356040796,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,5.9,3.1,13.5,19.56,8.2,6.7,1.4,3
jordy-nelson,32,4,15,3.533333333333333,1.8571184369578826,5.866666666666666,2.390722810272148,32.13333333333333,23.139768557375177,8.646666666666667,4.538702702559644,17.066666666666666,13.566953313925062,0.4,0.7118052168020874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,6.0,2.7,10.8,24.07,2.5,3.0,-0.5,4
kelvin-benjamin,26,-2,14,3.4285714285714284,2.060315014550851,5.571428571428571,3.0169588688489823,49.42857142857143,29.004222071263758,15.157142857142857,5.801319343257099,23.571428571428573,9.82499935088537,0.21428571428571427,0.410325903324145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,5.5,2.0,11.5,22.27,3.3,2.8,0.4,4
keelan-cole,24,0,16,2.625,1.79843682124227,5.1875,3.106822130409142,46.75,47.819321408819675,14.60625,9.318963780244024,26.4375,22.33262397816253,0.1875,0.3903123748998999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,6.0,2.5,12.7,26.28,7.5,5.7,1.8,3
martavis-bryant,25,-2,15,3.3333333333333335,1.4452988925785866,5.6,2.0264912204760885,40.2,21.414014102918678,12.606666666666667,6.633195978477411,20.666666666666668,12.130768959779736,0.2,0.4000000000000001,0.4,0.48989794855663565,1.4666666666666666,4.730985333122712,1.4666666666666666,4.730985333122712,1.4666666666666666,4.730985333122712,0.0,0.0,14.2,6.6,3.1,14.0,22.06,4.0,3.9,0.1,1
devante-parker,24,2,13,4.384615384615385,2.1317548400847723,7.384615384615385,3.0009860312509478,51.53846153846154,30.014394968505428,10.7,4.475574737480007,20.76923076923077,10.191654550916015,0.07692307692307693,0.26646935501059654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,5.2,2.3,12.3,24.87,4.0,3.5,0.5,4
adam-humphries,24,1,16,3.8125,1.6665364532466729,5.1875,2.4803918541230536,39.4375,24.530513523976623,9.8625,3.4521505978158022,18.5,11.10180165558726,0.0625,0.24206145913796356,0.0625,0.24206145913796356,0.375,1.4523687548277813,0.375,1.4523687548277813,0.375,1.4523687548277813,0.0,0.0,13.7,6.9,3.4,6.6,8.98,5.0,4.9,0.2,4
kendall-wright,27,1,16,3.6875,2.591301555203485,5.6875,3.635222654803967,38.375,27.46332782093241,9.475,4.4996527643808255,12.875,5.967359131140006,0.0625,0.24206145913796356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,6.9,3.0,7.6,19.79,3.7,4.0,-0.3,4
brandon-lafell,30,3,16,3.25,1.25,5.5625,2.060605190229317,34.25,20.51066795596867,10.89375,5.670920202004257,18.5625,10.682747481336438,0.1875,0.3903123748998999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,6.3,2.7,8.4,18.19,5.1,4.7,0.4,4
travis-benjamin,27,3,16,2.125,1.653594569415369,4.0625,2.2211694554896075,35.4375,32.40171436436658,13.55,10.283725006047176,23.6875,18.600130207877577,0.25,0.4330127018922193,0.8125,0.6343057228182637,6.0,6.7638746292343415,5.4375,6.499699512285164,5.5,6.471089552772392,0.0,0.0,11.1,7.3,3.5,15.3,20.87,6.2,5.4,0.8,1
josh-doctson,24,-2,16,2.1875,1.2854352375751958,4.875,3.179524335494226,31.375,22.67949238849935,13.7375,12.48573561108836,18.5625,15.402794997986566,0.375,0.4841229182759271,0.0625,0.24206145913796356,-0.875,3.3888604279314896,-0.875,3.3888604279314896,-0.875,3.3888604279314896,0.0,0.0,14.4,5.0,2.2,14.2,26.38,4.0,3.4,0.6,3
tyler-lockett,24,2,16,2.8125,1.7036266463048764,4.4375,2.3708845922988324,34.6875,32.8894336185651,10.45625,5.880579132832072,20.125,19.153573426387045,0.125,0.33071891388307384,0.625,0.8569568250501305,3.625,6.854514935427598,2.25,3.944933459514875,2.9375,5.825254822752392,0.0,0.0,12.8,7.0,2.9,12.7,16.65,4.3,4.1,0.2,1
eric-decker,30,2,16,3.375,1.5761900266148114,5.1875,2.242173889331512,35.1875,23.678098398097767,9.306249999999999,4.245213297055874,15.125,7.79322622538317,0.0625,0.24206145913796356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,6.0,2.6,9.7,18.77,2.6,3.2,-0.5,4
albert-wilson,25,1,13,3.230769230769231,2.4227716535420956,4.769230769230769,2.7218163096852512,42.61538461538461,36.34141198209105,14.56153846153846,14.603347269694366,20.46153846153846,15.741250974700858,0.23076923076923078,0.4213250442347432,0.23076923076923078,0.4213250442347432,0.46153846153846156,2.240033812086313,0.46153846153846156,2.240033812086313,0.46153846153846156,2.240033812086313,0.0,0.0,11.4,6.7,4.1,5.7,8.74,8.0,7.1,0.9,2
emmanuel-sanders,30,6,12,3.9166666666666665,2.1392496088322392,7.666666666666667,2.896357866163794,46.25,36.53793690581521,12.266666666666666,7.3048309737840995,21.5,9.768145508061735,0.16666666666666666,0.5527707983925666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,5.5,2.4,10.6,21.06,4.0,3.1,0.9,4
terrance-williams,27,0,16,3.3125,2.0223362109204297,4.875,1.6909686573085854,35.5,32.60559767892624,9.3875,4.722403387047743,16.875,13.67422301266145,0.0,0.0,0.125,0.33071891388307384,0.9375,2.536452985962878,0.9375,2.536452985962878,0.9375,2.536452985962878,0.0,0.0,15.6,6.3,3.1,9.1,17.21,4.4,5.3,-0.9,4
chris-hogan,29,3,9,3.7777777777777777,2.249828525701843,6.555555555555555,2.0608041101101566,48.77777777777778,28.747087882573343,12.411111111111111,5.409548028860009,21.77777777777778,12.443452341405882,0.5555555555555556,0.6849348892187752,0.3333333333333333,0.9428090415820634,1.8888888888888888,5.342584568965025,0.6333333333333333,1.7913371790059203,1.4444444444444444,4.085505846855608,0.0,0.0,10.1,5.9,2.7,13.2,14.81,5.3,5.8,-0.4,2
deonte-thompson,28,1,16,2.375,1.8666480653835098,4.3125,2.9308435219233386,34.6875,31.985775647152906,13.33125,8.202569624056842,18.125,12.868930608251798,0.125,0.33071891388307384,0.125,0.33071891388307384,-0.3125,1.2103072956898178,-0.3125,1.2103072956898178,-0.3125,1.2103072956898178,0.0,0.0,14.3,5.8,2.5,15.1,25.8,3.0,3.4,-0.5,4
jaron-brown,27,1,16,1.9375,1.8529958850466992,4.3125,3.422695392523267,29.8125,27.016704901782525,15.306249999999999,12.587814978680772,18.75,13.12202347201071,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,6.6,2.4,15.3,18.32,3.3,3.3,0.0,4
jeremy-maclin,29,2,12,3.3333333333333335,2.0138409955990952,6.0,2.516611478423583,36.666666666666664,23.83391607679182,11.983333333333334,6.648287164542626,19.25,11.113992681900296,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,5.7,2.3,9.6,18.6,3.1,3.0,0.0,4
allen-hurns,25,0,10,3.9,1.5132745950421556,5.6,2.537715508089904,48.4,25.57811564599707,12.09,3.3780023682644154,20.0,10.526157893552615,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,5.6,2.5,9.8,13.66,4.9,4.6,0.2,4
trent-taylor,23,0,15,2.8666666666666667,1.4544949486180951,4.0,2.065591117977289,28.666666666666668,21.399896157588138,9.433333333333334,3.9213376402560507,13.666666666666666,7.82020175926143,0.13333333333333333,0.33993463423951903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,6.2,2.7,6.4,7.8,4.9,4.8,0.1,4
kenny-golladay,23,0,11,2.5454545454545454,0.9875254992000196,4.363636363636363,1.6663911618021234,43.36363636363637,22.43484597784408,18.936363636363637,11.378310525434923,28.818181818181817,17.11362127247916,0.2727272727272727,0.616575453011388,0.09090909090909091,0.2874797872880344,0.8181818181818182,2.5873180855923104,0.8181818181818182,2.5873180855923104,0.8181818181818182,2.5873180855923104,0.0,0.0,8.4,5.7,2.2,14.8,15.53,7.0,5.4,1.6,3
jj-nelson,25,-1,16,1.8125,1.589762167747113,3.8125,2.068174013471787,31.75,30.60126631366748,15.0875,10.8160109906564,18.4375,13.23333267737194,0.125,0.33071891388307384,0.1875,0.3903123748998999,2.3125,5.095570993519765,2.3125,5.095570993519765,2.3125,5.095570993519765,0.0,0.0,10.2,6.3,2.3,18.1,19.18,2.4,2.9,-0.5,1
chris-godwin,21,0,16,2.125,1.9324531042175384,3.4375,3.278123510485839,32.8125,34.306010315249424,12.21875,7.715019341356184,17.5625,16.515026301825863,0.0625,0.24206145913796356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,6.5,2.2,12.3,11.19,5.5,3.1,2.4,4
cole-beasley,28,5,15,2.4,1.019803902718557,4.2,1.7962924780409972,20.933333333333334,13.10199306297413,9.379999999999999,5.81139111286331,13.466666666666667,12.065745821217279,0.26666666666666666,0.6798692684790378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,6.3,2.4,7.7,11.72,3.4,3.3,0.1,4
torrey-smith,28,2,16,2.25,1.8540496217739157,4.25,2.5124689052802225,26.875,27.970687782033533,9.74375,8.061867707764746,15.4375,16.166975405127577,0.125,0.33071891388307384,0.0625,0.24206145913796356,-0.1875,0.7261843774138906,-0.1875,0.7261843774138906,-0.1875,0.7261843774138906,0.0,0.0,12.1,7.4,2.3,12.7,16.36,3.8,4.2,-0.4,4
pierre-garcon,30,5,8,5.0,1.8708286933869707,8.375,2.6896793489187516,62.5,38.726605841462536,11.575,3.6693834631992335,23.375,14.185710239533304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.2,2.7,9.6,13.1,4.8,4.4,0.4,4
roger-lewis,23,-3,15,2.4,1.781385228784985,4.8,3.4679484809706542,27.733333333333334,21.40550292694744,11.206666666666667,6.8364188155950645,15.6,9.221713506718803,0.13333333333333333,0.339934634239519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,5.8,2.1,10.4,17.16,2.4,2.4,0.0,4
