name,age,years_played,games_played,avg_rec,std_rec,avg_tgt,std_tgt,avg_yds,std_yds,avg_ypr,std_ypr,avg_lg,std_lg,avg_TD,std_TD,avg_rush,std_rush,avg_ryds,std_ryds,avg_rypa,std_rypa,avg_rlg,std_rlg,avg_rTD,std_rTD,TM TGT %,class
alvin-kamara,24,3,15,5.533333333333333,3.461534662865912,7.133333333333334,3.667272677193351,50.4,39.94796615598846,7.540000000000001,4.5230962846262734,21.4,15.810545004310677,0.3333333333333333,0.5962847939999438,12.466666666666667,3.8792897402603077,62.13333333333333,32.85902548091705,4.9399999999999995,1.9420950886435333,20.4,12.574047346286982,1.0666666666666667,1.4817407180595248,20.5,0
dalvin-cook,24,3,14,3.142857142857143,1.5518257844571737,3.857142857142857,1.8844151368961313,25.785714285714285,19.16163790877332,8.7,8.245864764491698,15.142857142857142,12.466281051913846,0.07142857142857142,0.25753937681885636,22.285714285714285,6.180945043652553,111.21428571428571,46.2279732435252,5.0,1.6962142721787414,21.714285714285715,15.8719364712356,1.1428571428571428,0.832993127835043,10.5,1
derrick-henry,26,4,16,1.1875,0.9499177595981665,1.9375,1.3448396744593758,7.125,12.559234650248397,4.03125,6.414019678602491,6.25,12.497499749949988,0.0,0.0,23.625,4.858947931394202,126.6875,57.2185707943671,5.275,1.8806581294855267,27.8125,20.96788839511504,1.0625,0.9662265521087692,0.6,1
david-montgomery,23,1,15,3.6,2.1228911104120876,4.533333333333333,1.9955506062794355,29.2,14.97642591986931,9.173333333333334,3.8747845818258795,14.733333333333333,5.697562831792399,0.13333333333333333,0.339934634239519,16.466666666666665,5.863635580612272,71.33333333333333,32.90525118511566,4.486666666666666,2.2641751011988647,21.733333333333334,20.66064428381221,0.5333333333333333,0.7180219742846006,0.2,1
aaron-jones,25,3,14,3.357142857142857,1.2309777099724346,4.5,1.5,25.357142857142858,18.132871267622324,6.95,4.05334958486717,13.214285714285714,7.379300890508061,0.14285714285714285,0.34992710611188266,14.357142857142858,3.0380243311623913,78.85714285714286,41.48641282371364,5.32142857142857,2.3142967371871532,28.857142857142858,23.724180379812438,0.6428571428571429,0.6102859818083952,0.4,1
jonathan-taylor,21,0,15,2.4,1.4966629547095764,2.6666666666666665,1.4452988925785866,19.933333333333334,19.478078846630524,6.98,4.580131002493269,12.6,11.400584780323038,0.06666666666666667,0.24944382578492943,15.466666666666667,6.601683287027803,77.93333333333334,58.39345473214918,4.606666666666667,1.8357438698128765,19.866666666666667,16.239321277552072,0.7333333333333333,0.7717224601860151,0.7,1
james-robinson,21,0,14,3.5,1.7217101133134214,4.285714285714286,1.749635530559413,24.571428571428573,18.59997805572548,7.421428571428572,6.584091061189906,11.928571428571429,7.487745089852635,0.21428571428571427,0.41032590332414487,17.142857142857142,4.273792943329026,76.42857142857143,30.1299904834139,4.378571428571429,1.1427901766094695,19.285714285714285,10.924602453888664,0.5,0.6267831705280087,9.7,2
josh-jacobs,22,1,15,2.2,1.3759844960366863,3.0,1.505545305418162,15.866666666666667,13.370946945606441,5.526666666666667,3.8142656203025798,8.733333333333333,7.451770855903238,0.0,0.0,18.2,6.685307272918227,71.0,28.71004469983749,3.913333333333333,1.0436261569908813,15.533333333333333,5.52408866289776,0.8,0.9797958971132713,8.2,1
ezekiel-elliott,24,4,15,3.466666666666667,2.3907228102721474,4.733333333333333,2.8859814429217816,22.533333333333335,15.91589003340861,7.26,2.7182837722847606,11.333333333333334,4.0276819911981905,0.13333333333333333,0.339934634239519,16.266666666666666,3.991101212558871,65.26666666666667,24.825972063322897,3.9333333333333327,0.8291896981725929,14.933333333333334,6.577402391690979,0.4,0.6110100926607788,11.1,2
kareem-hunt,24,3,16,2.375,1.4523687548277813,3.1875,1.775484088917724,19.0,18.445866745696716,6.6625,4.06830354693452,10.3125,6.834825802461976,0.3125,0.46351240544347894,12.375,4.414110895752394,52.5625,26.61993789906355,4.3125,1.8620804896674041,14.6875,7.3034131575585945,0.375,0.5994789404140899,0.4,2
nick-chubb,24,2,12,1.3333333333333333,1.4337208778404378,1.5,1.3228756555322954,12.5,13.187746838132231,6.6499999999999995,7.146269423039315,7.666666666666667,7.749551958375114,0.0,0.0,15.833333333333334,4.561310727801336,88.91666666666667,35.70120990791333,5.591666666666666,1.5580213591461305,30.333333333333332,14.452988925785867,1.0,0.7071067811865476,1.8,1
mike-davis-rb,27,5,15,3.933333333333333,2.768071932270226,4.666666666666667,2.981423969999719,24.866666666666667,21.80173285671475,5.266666666666667,3.358306451505315,10.8,7.386474125047755,0.13333333333333333,0.3399346342395189,11.0,6.099180272790763,42.8,28.095551249263647,3.373333333333334,1.581757110164375,10.4,6.750802421440975,0.4,0.6110100926607788,12.7,2
antonio-gibson,22,0,14,2.5714285714285716,1.6781914463529615,3.142857142857143,1.8844151368961315,17.642857142857142,20.74886276696747,5.421428571428572,5.561369123751115,10.5,10.397458480664534,0.0,0.0,12.142857142857142,5.097017935688935,56.785714285714285,33.52435909993246,4.628571428571428,1.3687473790861127,16.785714285714285,9.864645178099206,0.7857142857142857,0.8601138984851641,0.5,1
melvin-gordon,27,5,15,2.1333333333333333,1.7838784213679535,2.933333333333333,2.1437246921084703,10.533333333333333,7.597075460699042,4.3133333333333335,3.3615208198406594,7.866666666666666,5.863635580612272,0.06666666666666667,0.24944382578492946,14.333333333333334,5.312459150169743,65.73333333333333,31.036466007298934,4.5,1.4505171491574995,19.8,14.815307399218328,0.6,0.8,7.9,1
nyheim-hines,23,2,16,3.9375,1.9833289565778038,4.75,2.165063509461097,30.125,17.41003661684834,7.79375,3.6127324752187233,13.0625,5.727878643092921,0.25,0.5590169943749475,5.5625,3.353519606324078,23.75,20.17269193736919,4.0375000000000005,3.089270747280011,11.125,8.037995707886388,0.1875,0.3903123748998999,0.5,2
kenyan-drake,26,4,15,1.6666666666666667,1.0749676997731399,2.066666666666667,1.2364824660660938,9.133333333333333,7.473211417382013,4.8533333333333335,2.9384500827628313,6.6,4.363484845854286,0.0,0.0,15.933333333333334,4.2812251621339525,63.666666666666664,34.759491109943234,3.8866666666666663,1.533130421356542,18.533333333333335,15.37472673650567,0.6666666666666666,0.699205898780101,5.4,1
jd-mckissic,26,4,16,5.0,3.082207001484488,6.875,4.136348026943574,36.8125,22.20421905291875,7.0125,3.0072568480261213,12.3125,7.033124750066644,0.125,0.33071891388307384,5.3125,3.4043859578490805,22.8125,21.486096521937156,3.8875,2.4479264184202925,8.625,4.498263553861645,0.0625,0.24206145913796356,0.5,2
dandre-swift,21,0,13,3.5384615384615383,1.0088366960464616,4.384615384615385,0.9230769230769231,27.46153846153846,16.986942426986424,8.069230769230769,4.445288710081307,14.615384615384615,5.758451468373201,0.15384615384615385,0.36080121229410994,8.76923076923077,4.854083865933385,40.07692307692308,33.582187445273235,3.769230769230769,2.1279765091909826,12.846153846153847,12.901080180453311,0.6153846153846154,0.737820234355803,9.8,2
chris-carson,25,2,12,3.0833333333333335,1.4409680388158816,3.8333333333333335,1.674979270186815,23.916666666666668,13.7505050412299,8.233333333333333,4.7990161028647895,13.416666666666666,8.13898369303905,0.3333333333333333,0.6236095644623235,11.75,3.960744879438715,56.75,17.517253399624803,4.958333333333333,1.0144442923207868,16.333333333333332,6.574360974438673,0.4166666666666667,0.6400954789890506,0.4,2
david-johnson-rb,28,5,12,2.75,2.742413778650722,3.8333333333333335,2.4094720491334933,26.166666666666668,27.452484202506863,8.0,4.737615433949869,13.916666666666666,9.92856429142144,0.16666666666666666,0.372677996249965,12.25,4.284176311342318,57.583333333333336,32.123351665450826,4.991666666666667,2.4635537790399913,18.333333333333332,11.249691353790803,0.5,0.5,8.4,2
clyde-edwards-helaire,21,0,13,2.769230769230769,1.8040060614705495,4.153846153846154,2.2134607030674087,22.846153846153847,21.27781854726131,7.415384615384616,5.10773864668507,11.461538461538462,7.870249576879178,0.07692307692307693,0.26646935501059654,13.923076923076923,6.3906366417118825,61.76923076923077,41.83144537886788,4.207692307692307,1.2362857140903576,15.615384615384615,7.869497702067154,0.3076923076923077,0.6056929133855238,8.7,2
miles-sanders,23,1,12,2.3333333333333335,1.247219128924647,4.333333333333333,2.0138409955990952,16.416666666666668,11.98233653712367,7.091666666666666,7.709999819858768,10.75,9.627434756984853,0.0,0.0,13.666666666666666,3.8801489089409387,72.25,30.531745773866255,5.433333333333333,2.8181948517131,27.583333333333332,28.5874632584907,0.5,0.7637626158259734,8.7,1
jk-dobbins,21,-1,15,1.2,1.1661903789690602,1.6,1.3063945294843617,8.0,10.64581294844754,4.466666666666667,5.33374998372523,5.666666666666667,6.352602266438183,0.0,0.0,8.933333333333334,4.891716354091771,53.666666666666664,40.02610259429325,8.346666666666666,8.657626053883876,21.866666666666667,17.389140928240884,0.6,0.7118052168020874,1.5,1
chase-edmonds,24,2,16,3.3125,1.4456291882775472,4.1875,1.5090870584562046,25.125,19.735358496870536,7.300000000000001,3.1505951818664357,12.625,6.450532923720334,0.25,0.4330127018922193,6.0625,5.50532412760593,28.0,20.667002685440384,4.7375,3.3555690650022387,12.6875,9.081015568206015,0.0625,0.24206145913796356,11.7,2
austin-ekeler,25,3,10,5.4,3.5552777669262356,6.5,4.5661800227323495,40.3,29.274733132857076,6.75,3.10169308604188,13.0,7.54983443527075,0.2,0.4,11.6,4.715930449020639,53.0,25.810850431553007,4.57,1.0139526616169021,14.1,6.024118192731613,0.1,0.30000000000000004,10.4,0
james-conner,25,3,13,2.6923076923076925,1.3803352649943355,3.3076923076923075,2.014738592878276,16.53846153846154,14.150919429848337,5.007692307692308,3.4352161590170125,8.923076923076923,5.195583012544087,0.0,0.0,13.0,4.755563543407303,55.46153846153846,35.208424220556566,3.9615384615384617,1.6954865249281748,18.53846153846154,13.964875634222095,0.46153846153846156,0.4985185152621432,0.8,1
myles-gaskin,23,1,10,4.1,1.1357816691600546,4.7,1.2688577540449522,38.8,18.583863968507735,10.27,6.212254019275129,21.4,15.19341962824696,0.2,0.6000000000000001,14.2,5.362835071116769,58.4,23.18275220934736,4.2700000000000005,1.2907749610214787,14.9,6.518435395092905,0.3,0.45825756949558405,8.4,2
todd-gurley,25,3,15,1.6666666666666667,1.0749676997731399,2.3333333333333335,1.4907119849998598,10.933333333333334,10.623663314611502,5.453333333333333,4.60099506145742,7.933333333333334,6.951898221988645,0.0,0.0,13.0,6.460134157533676,45.2,29.97599039231231,3.253333333333333,1.9805274269468949,11.4,7.631513611335565,0.6,0.7118052168020874,5.6,3
giovani-bernard,28,7,16,2.9375,1.8529958850466992,3.6875,2.2560682059725057,22.1875,20.494568640251984,6.4625,5.017329344382328,12.5625,10.839561510965284,0.1875,0.3903123748998999,7.75,6.869315832017043,26.0,24.259018941416407,3.3125,2.2627071728352304,7.6875,4.26788516129476,0.1875,0.3903123748998999,10.2,2
devin-singletary,22,1,16,2.375,1.3635890143294642,3.125,1.79843682124227,16.8125,12.476070845823216,6.7875,4.21453956559907,10.4375,8.253550372415498,0.0,0.0,9.75,4.479118216792229,42.9375,25.3290069633612,4.18125,1.9723776102714206,14.9375,10.691519711902513,0.125,0.33071891388307384,1.0,3
