name,age,years_played,games_played,avg_rec,std_rec,avg_tgt,std_tgt,avg_yds,std_yds,avg_ypr,std_ypr,avg_lg,std_lg,avg_TD,std_TD,avg_rush,std_rush,avg_ryds,std_ryds,avg_rypa,std_rypa,avg_rlg,std_rlg,avg_rTD,std_rTD,TM TGT %,class
christian-mccaffrey,23,2,16,7.25,3.491060010942235,8.875,3.5685256059050494,62.8125,31.839870347568944,8.65625,1.735284108582799,17.9375,5.4825718189550425,0.25,0.4330127018922193,17.9375,4.993354959343467,86.6875,45.472132606135816,4.80625,2.1176250700962154,26.3125,23.889638836742595,0.9375,0.7473912964438374,22.3,0
aaron-jones,24,2,16,3.0625,2.4358969087381346,4.25,2.8613807855648994,29.625,40.374613001241265,6.2625,7.008822565167419,13.5625,17.018257659055465,0.1875,0.5266343608235224,14.75,4.892596447695231,67.75,42.260353760942415,4.33125,1.9113865222659703,17.3125,13.443022121160107,1.0,1.224744871391589,11.9,0
ezekiel-elliott,23,3,16,3.375,2.117634293262177,4.4375,2.423033996872516,26.25,17.77463079785344,7.768750000000001,4.21629558232105,13.6875,6.68691586233893,0.125,0.33071891388307384,18.8125,4.5582171679287065,84.8125,32.99094335950399,4.512499999999999,1.383327058218699,16.75,8.663861725581729,0.75,0.6614378277661477,11.9,0
austin-ekeler,24,2,16,5.75,3.072051431861127,6.75,3.491060010942235,62.0625,32.652466886132814,11.6375,5.728424194313826,27.5625,19.254768078322833,0.5,0.6123724356957945,8.25,4.422951503238533,34.8125,27.861754139859894,3.89375,2.6065947014255975,12.3125,8.044553670030426,0.1875,0.3903123748998999,18.1,1
derrick-henry,25,3,15,1.2,0.9092121131323904,1.6,1.0198039027185568,13.733333333333333,18.8094538877543,10.879999999999999,17.957587068794442,12.333333333333334,17.96910929592474,0.13333333333333333,0.339934634239519,20.2,4.982636517614612,102.66666666666667,50.015553136554985,4.953333333333333,1.7499968253939457,28.466666666666665,20.15892413354994,1.0666666666666667,0.8537498983243799,5.4,0
dalvin-cook,23,2,14,3.7857142857142856,1.7393993802694174,4.5,2.0959143930173156,37.07142857142857,26.04793461983471,9.042857142857143,3.4100092764252308,16.714285714285715,7.5254669663233855,0.0,0.0,17.857142857142858,5.369984608346429,81.07142857142857,43.719012349506784,4.314285714285714,1.68813385676828,20.428571428571427,17.775240748678186,0.9285714285714286,0.5933302759227196,13.5,0
leonard-fournette,24,2,15,5.066666666666666,2.1746008573733455,6.666666666666667,2.4129281427805145,34.8,14.529051356965235,7.186666666666668,2.005281914234394,14.8,5.647418289212632,0.0,0.0,17.666666666666668,6.007402840570031,76.8,48.40413205502191,4.08,1.235691439370417,28.4,23.73127331883676,0.2,0.5416025603090641,17.0,0
nick-chubb,23,1,16,2.25,1.5206906325745548,3.0625,1.8529958850466992,17.375,15.13635937073377,7.362500000000001,5.997799075494277,11.375,9.319837713179345,0.0,0.0,18.625,3.370367190678191,93.375,33.38950995447522,5.018750000000001,1.6644138420176637,28.375,21.572189851751258,0.5,0.8660254037844386,9.1,0
alvin-kamara,23,2,14,5.785714285714286,2.6505679021827815,6.928571428571429,2.4918233632160587,38.07142857142857,21.694187127017248,7.1,2.917924898671265,16.0,8.618916073713347,0.07142857142857142,0.25753937681885636,12.214285714285714,3.255293961458812,56.92857142857143,20.92320750374803,4.792857142857143,1.5153803321346124,18.214285714285715,8.817017404903279,0.35714285714285715,0.7178482586514922,16.7,1
saquon-barkley,22,1,13,4.0,1.5191090506254998,5.615384615384615,1.8621105287554158,33.69230769230769,27.065119805003107,7.753846153846154,5.489376507206426,21.76923076923077,18.46474331156895,0.15384615384615385,0.36080121229410994,16.692307692307693,4.158117462073717,77.15384615384616,48.105406946774636,4.469230769230769,2.76304865498646,25.53846153846154,22.407469168922514,0.46153846153846156,0.6343239424027171,12.0,0
mark-ingram,29,8,15,1.7333333333333334,1.0624918300339485,1.9333333333333333,1.18133634311129,16.466666666666665,13.951662585114683,7.766666666666667,5.723130456509114,10.4,8.309031231136395,0.3333333333333333,0.5962847939999438,13.466666666666667,2.604269997949948,67.86666666666666,26.7877252155203,5.073333333333333,1.7448845870779601,20.733333333333334,13.576777559085548,0.6666666666666666,0.8692269873603532,6.6,2
chris-carson,24,1,15,2.466666666666667,1.586050300449376,3.1333333333333333,1.6275407487644937,17.733333333333334,13.571866325437913,6.7733333333333325,5.2261479334422045,9.333333333333334,6.639946452260657,0.13333333333333333,0.3399346342395189,18.533333333333335,5.7255761476223705,82.0,31.71960487353733,4.4,0.9605553948974866,19.6,12.076423311560422,0.4666666666666667,0.6182412330330469,9.1,0
joe-mixon,22,2,16,2.1875,1.184205957593526,2.8125,1.3792547806696194,17.9375,12.34640003199313,9.181249999999999,6.447501332880823,13.3125,9.004989936140962,0.1875,0.3903123748998999,17.375,6.479535091347218,71.0625,48.262911161159764,3.6312499999999996,1.8123599083791277,15.9375,10.225389662501865,0.3125,0.582961190818051,7.3,0
todd-gurley,24,2,15,2.066666666666667,1.8785337071473829,3.2666666666666666,2.594010194445829,13.8,16.170755496677742,5.6,6.0170867812699305,8.733333333333333,7.732758599332811,0.13333333333333333,0.33993463423951903,14.866666666666667,5.463413666279434,57.13333333333333,26.52512435828006,3.8466666666666662,1.281596226932995,14.866666666666667,5.51200709562517,0.8,0.7483314773547883,7.8,0
miles-sanders,22,0,16,3.125,1.4523687548277813,3.9375,1.5194057226429023,31.8125,27.54137512452855,9.825,9.850920007796226,16.875,13.83327058218699,0.1875,0.3903123748998999,11.1875,4.772561550153125,51.125,29.24011585134368,5.293749999999999,5.211941666739949,20.0625,17.756930865157976,0.1875,0.3903123748998999,10.3,0
leveon-bell,27,5,15,4.4,2.4711670657134186,5.2,2.7129319932501077,30.733333333333334,18.777527940481292,6.886666666666666,3.594786348156019,12.333333333333334,5.533734925185902,0.06666666666666667,0.24944382578492946,16.333333333333332,4.205816078823334,52.6,17.46921101061331,3.246666666666667,0.7570703768841809,10.8,3.850541087518307,0.2,0.4000000000000001,15.0,1
kenyan-drake,25,3,14,3.5714285714285716,1.5452362609131383,4.857142857142857,1.958758457257441,24.642857142857142,11.871978670424758,7.892857142857143,3.453045092112651,13.5,5.961183966773235,0.0,0.0,12.142857142857142,5.50139128970563,58.357142857142854,44.973972064576486,4.335714285714286,1.4665835628898802,18.928571428571427,18.591335484629415,0.5714285714285714,1.1157499537009508,12.3,0
james-white,27,4,15,4.8,2.286190426597633,6.333333333333333,2.5991451586157237,43.0,24.706274506691614,9.106666666666666,6.65837484342505,21.0,14.505171491574997,0.3333333333333333,0.5962847939999439,4.466666666666667,3.263263533472111,17.533333333333335,20.44135242318592,3.0933333333333333,2.0038185768399517,8.266666666666667,7.844035242710788,0.06666666666666667,0.24944382578492946,15.3,1
phillip-lindsay,24,1,16,2.1875,1.589762167747113,3.0,1.9039432764659772,12.25,14.13108276106258,4.1000000000000005,4.234235468180768,8.0625,9.086175969570476,0.0,0.0,14.0,3.774917217635375,63.1875,23.96147624312826,4.68125,1.8662190218460424,17.1875,10.168694299171355,0.4375,0.6091746465505602,9.5,2
devonta-freeman,27,4,14,4.214285714285714,2.3046094007002393,5.0,2.2038926600773587,29.285714285714285,23.85200971295582,6.5,3.3564436961930832,11.928571428571429,6.261723698269462,0.2857142857142857,0.5890150893739516,13.142857142857142,3.602720060833855,46.857142857142854,23.838315924629594,3.392857142857143,1.009571539752162,12.714285714285714,5.884951406870281,0.14285714285714285,0.3499271061118826,10.2,1
marlon-mack,23,2,14,1.0,1.1338934190276817,1.2142857142857142,1.2637004294967236,5.857142857142857,6.300307734628556,3.3785714285714286,4.125561186316454,4.357142857142857,4.893248159558271,0.0,0.0,17.642857142857142,4.922356329720015,77.92857142857143,39.66550189795065,4.3,1.669901622423138,21.714285714285715,13.54056641265461,0.5714285714285714,0.6226998490772391,3.3,2
melvin-gordon,26,4,12,3.5,1.6072751268321592,4.583333333333333,1.846543317180028,24.666666666666668,19.644054797543426,7.5,6.493201572927385,11.666666666666666,7.318166133366716,0.08333333333333333,0.2763853991962833,13.5,4.924428900898052,51.0,30.047185114970976,3.6,1.1438239957848992,14.416666666666666,5.722154800034297,0.6666666666666666,0.7453559924999298,9.2,0
david-montgomery,22,0,16,1.5625,1.1709371246996996,2.1875,1.5499495959546556,11.5625,9.48003659011926,7.275,7.070493264263817,9.75,8.569568250501305,0.0625,0.24206145913796356,15.125,5.935855035291883,55.5625,33.69155819712113,3.4875000000000003,1.0815931536395744,14.4375,11.916211384076735,0.375,0.5994789404140899,6.0,2
raheem-mostert,27,4,16,0.875,0.9270248108869579,1.375,1.2183492931011204,11.25,18.153856339632085,6.48125,8.374755127017147,8.5625,12.439698298190354,0.125,0.33071891388307384,8.5625,4.703306682537297,48.25,35.741257672331564,4.60625,2.61018887008201,15.0625,11.626847971397924,0.5,0.6123724356957945,4.6,2
tarik-cohen,23,0,16,4.9375,2.461421083439402,6.5,2.715695122800054,28.5,14.071247279470288,6.2625,2.93276213662138,13.1875,6.366108996082301,0.1875,0.3903123748998999,4.0,2.1505813167606567,13.3125,10.196315204523643,3.05,1.5194571399022745,7.4375,4.42957037984498,0.0,0.0,17.9,1
