NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Total,Avg,TM TGT %,Catches,Catch %,TD
"Rashard Davis","WR","TEN",9,"","","","","","","","","","","","","","","","",1,1,1,0.2,1,100,0
"Ray-Ray McCloud","WR","CAR",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"River Cracraft","WR","DEN",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Reggie Bonnafon","RB","CAR",16,"","","","","","","",3,1,"",3,"","","","","",2,9,0.6,1.4,6,66.7,0
"Ricky Ortiz","RB","NO","","","","","","","","","","","","","","","","","",1,1,1,0.2,1,100,0
"Ricky Seals-Jones","TE","CLE",2,"","",2,3,1,6,"","",2,"","",1,"",1,4,2,"",22,1.6,4.1,14,63.6,4
"Rico Gafford","WR","OAK",13,"","","","","","","","","","","","","",1,"","",1,2,0.5,0.4,2,100,1
"Riley Ridley","WR","CHI",16,"","","","","","","","","","","","","",1,2,"",4,7,1.4,1.2,6,85.7,0
"Robert Davis","WR","PHI","","","","",2,"","","","","","","","","","","",1,2,5,0.8,0.8,2,40,0
"Robert Foster","WR","BUF",13,"",2,1,"","","","",1,1,1,"",1,2,4,"",1,4,18,1.4,3.5,3,16.7,0
"Rod Smith","RB","TEN","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Roosevelt Nix","RB","PIT","","","","","","","","",2,1,"","","","","","","","",3,1,0.6,2,66.7,0
"Ross Dwelley","TE","SF",2,"","","","",2,"",3,"",4,7,5,"","","","",1,"",22,1.4,4.6,15,68.2,2
"Ross Travis","TE","IND",4,"","","","","","","","","","","","",3,1,"",2,"",6,2,1.2,4,66.7,0
"Richard Rodgers","TE","PHI",5,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Robert Turbin","RB","SEA","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Russell Shepard","WR","NYG","","",3,5,"","","","","","","","","","","","","","",8,2.7,1.3,3,37.5,0
"Ryan Nall","RB","CHI",5,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Samaje Perine","RB","CIN",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Stephen Anderson","TE","LAC",4,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Scotty Miller","WR","TB",2,"","","",1,2,7,"",1,2,3,6,1,"","",3,"","",26,2.6,4.1,13,50,1
"Sean Culkin","TE","LAC",11,"","",1,1,"","","","","","","","","","","","","",2,0.5,0.3,1,50,0
"Senorise Perry","RB","BUF","","","","","","","","","","","","","","","","","",1,1,0.1,0.2,1,100,0
"Seth DeValve","TE","JAX","","","","","","",1,2,1,5,"","","","","",2,6,1,18,1.5,3.1,12,66.7,0
"Sony Michel","RB","NE",2,"","",1,"",3,3,2,"",2,"",4,"","",1,2,2,"",20,1.2,3.2,12,60,0
"Spencer Ware","RB","KC","","","","","","","","","","","","","","",2,2,3,"",7,2.3,1.2,5,71.4,0
"Spencer Schnell","WR","TB","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Stanley Morgan","WR","CIN",2,"","","","",2,"","",1,"",4,"","",2,1,"","","",10,0.9,1.6,3,30,0
"Stephen Carlson","TE","CLE",5,"","","","","","","","",1,"",1,1,2,1,"",1,"",7,0.8,1.3,5,71.4,1
"Steven Mitchell Jr.","WR","HOU",12,"","","","","","","","",1,"","","","","","","",5,6,2,1.1,2,33.3,0
"Steven Sims","WR","WAS",2,"",1,2,"",3,"",3,"",1,"",4,2,4,7,11,10,8,56,3.5,11.7,34,60.7,4
"Taiwan Jones","RB","HOU",4,"","","","","","","","","","","","","","","","",1,1,0.1,0.2,1,100,0
"Tanner Hudson","TE","TB",5,"","","","","","","",1,2,"","","","","",1,"",1,5,0.6,0.8,2,40,0
"Tevin Jones","WR","PIT","","","","","","","","","","","",4,3,1,"",2,"","",10,2,2,4,40,0
"Travis Fulgham","WR","DET",2,"","","","","","","","","","","","","","","",2,1,7,2.3,0.5,0,0,0
"Tim Patrick","WR","DEN",2,"","","","","","","","","","",8,3,2,3,7,6,2,31,3.9,6.2,16,51.6,0
"Trenton Irwin","WR","CIN",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"TJ Jones","WR","NYG","","",4,"","","","","","","","","","","","","","","",4,1.3,0.7,3,75,1
"T.J. Logan","RB","TB","","","","","","","","","",1,1,1,"","","","","","",3,0.2,0.5,2,66.7,0
"T.J. Yeldon","RB","BUF","","","",3,4,4,"","","","","","","","","","","",4,15,2.5,2.9,13,86.7,0
"Tony Brooks-James","RB","PIT",21,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Tony Pollard","RB","DAL",2,"",1,3,"","","","","",3,"",4,4,1,"",2,"",2,20,1.3,3.4,15,75,1
"Tra Carson","RB","DET","","","","","",4,"","","","","","","","","","","","",4,1.3,0.7,4,100,0
"Travis Homer","RB","SEA",5,"","","","","","","","","","","","","","","",8,5,13,0.8,2.5,11,84.6,0
"Tremon Smith","RB","GB",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Trenton Cannon","RB","NYJ",5,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Trent Sherfield","WR","ARI",2,"","",1,3,3,1,1,2,"",2,"","","","","","","",13,0.8,2.3,4,30.8,0
"Trevon Wesco","TE","NYJ",3,"","","","","","","","","",1,"","","","","",1,1,3,0.2,0.6,2,66.7,0
"Trey Burton","TE","CHI","","",3,4,4,3,"",4,4,1,1,"","","","","","","",24,3,4.1,14,58.3,0
"Trey Edmunds","RB","PIT",6,"","","","","","","","","",3,3,"","",1,"","","",7,0.6,1.4,6,85.7,0
"Troy Fumagalli","TE","DEN",5,"",1,"","","","","","",1,"",3,"","",1,1,"",2,9,0.8,1.8,6,66.7,1
"Troymaine Pope","RB","LAC","","","","",2,"","","","","","",1,"","","","","","",3,0.2,0.5,2,66.7,1
"Taywan Taylor","WR","CLE",6,"",1,"","","","","","","","","","","","","","","",2.5,0.8,0.2,0,0,0
"Trayveon Williams","RB","CIN",4,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Ty Johnson","RB","DET",3,"",2,2,1,"","",4,4,3,1,1,2,3,1,5,"",2,31,1.9,5.4,24,77.4,0
"Tyler Conklin","TE","MIN",1,"","","","","","","","","",1,3,"",2,3,"","",1,10,0.7,2.1,8,80,0
"Tyler Ervin","RB","GB","","","","","","","","","","","","","","","","",1,3,4,0.4,0.7,2,50,0
"Tyler Kroft","TE","BUF",1,"","","","","","","",4,1,"",1,1,"",1,1,1,4,14,1.3,2.7,6,42.9,1
"Ty Montgomery","RB","NYJ",2,"",3,1,"","",3,1,"","","",1,2,1,3,1,1,"",17,1.1,3.3,13,76.5,0
"Tyrone Swoopes","TE","SEA",12,"","","","","","","","","","","","","","","","",1,1,0.2,0.2,1,100,0
"Ventell Bryant","WR","DAL",18,"","","","","","","","","","","","",1,"","","","",1,0.1,0.2,1,100,1
"Vyncint Smith","WR","NYJ",3,"","","","","",1,1,4,3,1,1,1,3,3,5,4,4,31,2.4,6,17,54.8,0
"Wendell Smallwood","RB","WAS","","",2,"",1,"","",1,2,3,"",3,1,"","","","","",13,0.9,2.7,9,69.2,0
"Wes Hills","RB","DET","","","","","","","","","","","","","","","",2,"","",2,2,0.4,2,100,0
"Xavier Grimble","TE","PIT",4,"",1,2,"","","","","","","","","","","","","","",3,1,0.6,1,33.3,0
"Zach Gentry","TE","PIT",3,"","","","","","","","","","","","","","",1,"","",1,0.2,0.2,1,100,0
"Zach Pascal","WR","IND",1,"","",3,7,2,"",7,2,6,7,6,1,10,9,6,3,3,72,4.5,14,41,56.9,5
"Zach Zenner","RB","MIA","","","","","","","",2,1,"","","","","","","","","",7,1.4,0.5,4.7,67.1,0
