NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Total,Avg,TM TGT %,Catches,Catch %,TD
"Michael Roberts","TE","DET",4,"","","",1,"","","",2,"","","","",1,2,"",1,"",7,0.5,1.2,4,57.1,0
"Matthew Slater","WR","NE",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Mike Thomas","WR","LAR",2,"","","","","","","","","","",1,"","",1,"",1,4,7,0.9,1.4,5,71.4,0
"Markus Wheaton","WR","CHI","","","",2,3,4,"","","","","",2,1,"","",4,"",1,17,1.5,3.6,3,17.6,0
"Mike Williams","WR","LAC",1,"","","","","",1,2,2,"",2,8,"","",3,1,3,1,23,2.3,3.9,11,47.8,0
"Noah Brown","WR","DAL",2,"","",1,"","","","","","","",1,"",1,2,1,2,1,9,0.7,1.8,4,44.4,0
"Nick O'Leary","TE","BUF","",2,"",1,"",6,"",2,3,5,2,3,2,"",1,2,1,2,32,2.1,6.7,22,68.8,2
"Niles Paul","TE","WAS","","","",1,1,"","",1,"","","",2,5,3,1,2,2,2,20,1.4,3.7,13,65,0
"Nick Vannett","TE","SEA",4,1,"","","",2,"",1,1,"",2,"",4,3,1,"","","",15,1,2.7,12,80,1
"Nick Williams","WR","ATL","","","","",4,"","","","","","","","","","","","","",4,4,0.8,3,75,0
"Orson Charles","TE","KC","","","","","","","","","","","","","","","",1,1,"",2,0.4,0.4,2,100,0
"Peyton Barber","RB","TB",3,"","","","","","","","",3,"",2,"",4,1,3,2,4,19,1.2,3.1,16,84.2,0
"Pharaoh Brown","TE","OAK",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Pharoh Cooper","WR","LAR",4,1,"",1,"",4,"","","",1,2,1,2,1,2,"","",4,19,1.2,3.7,11,57.9,0
"Phillip Supernaw","TE","TEN","","","",1,"",2,1,"","","","","","",1,1,"","","",6,0.4,1.2,4,66.7,1
"Quincy Adeboyejo","WR","BAL","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Quan Bray","WR","IND","",1,"",1,"","","",2,"","","","","","","","","","",4,0.4,0.8,3,75,0
"Quinton Dunbar","WR","WAS",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Robert Davis","WR","WAS","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Ryan Griffin","TE","HOU",4,1,"",6,5,4,8,"",2,"","","","","","","","","",26,3.7,5,13,50,1
"Ryan Hewitt","TE","CIN","","","","",1,"","","","","","","","","",1,"","","",2,0.2,0.4,2,100,0
"Rob Kelley","RB","WAS","",1,"","",1,"","",2,1,"",2,"","","","","","","",7,1,1.3,4,57.1,0
"Ryan Malleck","TE","HOU","","","","","","","","","","","","","","","","",1,"",1,0.5,0.2,1,100,0
"Raheem Mostert","RB","SF",1,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Roosevelt Nix","RB","PIT","","","","","","","","","","","","","",1,1,"","",1,3,0.2,0.5,2,66.7,1
"Ryan O'Malley","TE","NYG","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Rashawn Scott","WR","MIA","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Ricky Seals-Jones","TE","ARI",2,"","","","",1,"","","","","",5,6,5,3,6,1,1,28,3.1,4.7,12,42.9,3
"Rod Smith","RB","DAL","","","","","",1,"",2,"","",6,"",2,1,5,3,3,"",23,1.5,4.7,19,82.6,1
"Ryan Switzer","WR","DAL",2,"","","","","","",1,1,"","","","","","","","",5,7,0.4,1.4,6,85.7,0
"Stephen Anderson","TE","HOU",3,5,"",3,2,2,2,"",2,6,3,3,"",12,6,3,1,2,52,3.5,9.9,25,48.1,1
"Stacy Coley","WR","MIN",14,"","","","","",1,"","","","","","","","","","","",1,0.2,0.2,0,0,0
"Sean Culkin","TE","LAC",11,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Shelton Gibson","WR","PHI","","","","","","","","","","","","","","","","","",3,3,0.6,0.5,2,66.7,0
"Senorise Perry","RB","MIA","","","","","","","","","","","","","","","","","",1,1,0.1,0.2,1,100,0
"Stevan Ridley","RB","PIT","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Tyler Boyd","WR","CIN",1,4,"",1,2,2,"","","","","",1,2,3,4,"",6,7,32,3.2,6.3,22,68.8,2
"Travaris Cadet","RB","BUF","","","","","","",3,"","","","",6,3,5,"",1,1,"",19,2.1,4,16,84.2,0
"Trey Edmunds","RB","NO",4,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Tion Green","RB","DET",7,"","","","","","","","","","","","","","","","",2,2,0.4,0.4,2,100,0
"Taiwan Jones","RB","BUF",4,"","","","","","",2,"","","","","","","","","","",2,0.2,0.4,1,50,0
"TJ Jones","WR","DET","",4,"",3,5,4,9,"",8,2,3,5,"","",3,3,"","",49,3.5,8.6,30,61.2,1
"Tavarres King","WR","NYG","","","","","","",3,3,"",6,4,5,4,9,"",3,"","",37,4.6,6.1,18,48.6,3
"Tyler Kroft","TE","CIN",1,1,"",4,7,5,"",4,6,2,6,3,4,2,1,4,5,8,62,3.9,12.2,42,67.7,7
"Tre Madden","RB","SEA","","","","","","","",1,1,"","","","","","","","","",2,0.2,0.4,2,100,0
"Terrence Magee","RB","ATL","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Tre McBride","WR","CHI","","","","","",1,"","",5,"",1,2,6,"","","","","",15,1.9,3.2,8,53.3,0
"Taquan Mizzell","RB","CHI",11,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Thomas Rawls","RB","SEA","","","","","",3,"",2,1,2,2,"","","","","","",3,13,1.1,2.3,9,69.2,0
"Travis Rudolph","WR","NYG","","","","","","",1,6,"","","",6,2,"","","",2,4,21,3,3.5,8,38.1,0
"Tyrone Swoopes","TE","SEA",12,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Terron Ward","RB","ATL","","","","","","","","","","","",1,1,"","",1,"","",3,0.2,0.6,3,100,0
"Terrell Watson","RB","PIT","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"T.J. Yeldon","RB","JAX","","","","","","","",2,"",4,8,2,6,2,"",5,10,2,41,4.1,7.8,30,73.2,0
"Victor Bolden","WR","SF",8,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Vince Mayle","WR","BAL","","","","","","",1,"","","","","","","","","","","",1,0.1,0.2,0,0,0
"Vance McDonald","TE","PIT","",1,"","",1,2,2,3,"","",2,"","","",6,"",5,2,24,2.4,4.1,14,58.3,1
"William Fuller V","WR","HOU",1,"","","",6,3,5,"",8,8,3,"","","",5,5,5,2,50,5,9.5,28,56,7
"Wayne Gallman","RB","NYG",3,"","","",2,5,3,3,"",1,1,4,2,1,9,7,8,2,48,3.7,7.9,34,70.8,1
"Willie Snead IV","WR","NO",2,"","","","","",3,"","","","",2,1,2,2,3,3,"",16,1.5,3,8,50,0
"Xavier Grimble","TE","PIT",5,"","","","","","",1,"","","","",1,3,2,1,"",1,9,0.6,1.5,5,55.6,1
"Zach Zenner","RB","DET","","","","","","",1,"","","","","","","","","","","",1,0.1,0.2,0,0,0
