NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Total,Avg,TM TGT %,Catches,Catch %,TD
"MyCole Pruitt","TE","TEN",3,"","","","","","","","","","",1,1,1,1,2,3,2,11,0.7,0.3,9,81.8,1
"Michael Roberts","TE","DET",4,"",1,"","","","",3,1,4,3,"",6,"",2,"","","",20,2.5,4.4,9,45,3
"Mason Schreck","TE","CIN",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Matthew Slater","WR","NE",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Mike Thomas","WR","LAR",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Malik Turner","WR","SEA",3,"","","","","","","","","","","",2,1,"","","","",3,0.5,0.6,2,66.7,0
"Marquez Valdes-Scantling","WR","GB",1,"",1,1,3,10,6,"",5,6,7,3,2,7,2,2,9,8,72,4.5,10.5,38,52.8,2
"Mark Walton","RB","CIN","","","","",4,3,"","",1,"","","","","","","","","",8,0.6,2,5,62.5,0
"Markus Wheaton","WR","PHI","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Nick Bellore","RB","DET",6,"","",1,"","","","","","","","",2,"","","","",1,4,0.3,0.7,4,100,0
"Noah Brown","WR","DAL",2,"","","","","","","","","","","",2,1,"",2,2,1,8,1,0.6,5,62.5,0
"Nick Chubb","RB","CLE",1,"","","","",1,"",2,3,1,3,"",3,3,6,1,3,3,29,1.8,3.3,20,69,2
"Nick Deluca","TE","JAX",5,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Nick O'Leary","TE","MIA","","","","","","",4,3,"","",1,"","",1,"",1,"","",10,1,2.4,8,80,1
"Nick Williams","WR","LAR","","","","","",1,"",2,1,"","","","","","","","","",4,1,1,2,50,0
"Orson Charles","TE","CLE","","","",1,1,"",1,"","","",1,"","","",1,"","","",5,0.4,1,3,60,0
"Peyton Barber","RB","TB",3,"",2,2,2,"",4,2,"",3,1,2,2,1,2,2,3,1,29,1.8,4.5,20,69,1
"Pharoh Cooper","WR","ARI",4,"","","","","","","","","","","","",1,"","","","",1,0.1,0,0,0,0
"Quadree Henderson","WR","NYG","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"River Cracraft","WR","DEN",3,"","","","","","","","","","","","","","","","",2,2,0.2,0,1,50,0
"Ross Dwelley","TE","SF",2,"","","","","","","","",1,"","","","","","","",1,2,0.2,0.3,2,100,0
"Royce Freeman","RB","DEN",3,"",1,1,"",4,"","","","","",1,"","",1,1,1,10,20,1.4,1.8,14,70,0
"Russell Gage","WR","ATL",1,"","","","","",1,"","","","","","",1,"",4,2,2,10,0.7,0.2,6,60,0
"Rico Gathers","TE","DAL","","",2,"",1,1,1,1,"","","","","","",1,"","","",7,0.5,1.8,3,42.9,0
"Rashad Greene","WR","JAX","","","","","","","",1,2,"",1,"","","",2,"",2,"",8,1,1,6,75,0
"Ryan Hewitt","TE","IND","","",1,"","","","","","","","","","","","","","",1,2,0.2,0.2,1,50,1
"Richie James","WR","SF",12,"","","","",1,"","","",3,"","",2,2,"","",1,5,14,1.1,1.7,9,64.3,1
"Ronald Jones II","RB","TB",2,"","","",2,"",3,1,1,"","","","","","",2,"","",9,1,1.6,7,77.8,0
"Rob Kelley","RB","WAS","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Rishard Matthews","WR","NYJ","","",4,2,"","","","","","",1,"","","",1,1,"","",9,1.1,1.9,5,55.6,0
"Ray-Ray McCloud","WR","BUF",2,"","",1,"",1,1,"",1,1,"","","","","","","",1,6,0.6,1.5,5,83.3,0
"Raheem Mostert","RB","SF",5,"","",1,"",1,"",4,1,"","","","","","","","","",7,0.8,2,6,85.7,0
"Roosevelt Nix","RB","PIT","","",1,"","","",1,"","","",2,"","","","","",1,1,6,0.4,0.8,4,66.7,0
"Ricky Ortiz","RB","ATL","","","","","",1,"",2,"","","","","","","","",1,"",4,0.3,0.7,3,75,0
"Richard Rodgers","TE","PHI",6,"","","","","","","","","","","","","","","",1,"",1,0.2,0,1,100,0
"Russell Shepard","WR","NYG","","",1,"",3,4,"","","","","","",1,2,4,4,"","",19,1.6,2.2,10,52.6,2
"Rod Streater","WR","CLE","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Roc Thomas","RB","MIN",8,"","","",1,2,"","",1,"","","","","","","","","",4,0.8,0.9,2,50,0
"Robert Tonyan","TE","GB",1,"","","","","","","",1,"","",1,"",1,"","",1,2,6,0.4,0.5,4,66.7,1
"Robert Turbin","RB","IND","","","","","",1,1,"","","","","","","","","","","",2,1,0.5,1,50,0
"Saeed Blacknall","WR","OAK","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Stacy Coley","WR","NYG",14,"",1,"","","","","","","","","","","","","","","",1,0.3,0.2,0,0,0
"Sean Culkin","TE","LAC",11,"","","","","","","","","","","",1,"","","","","",1,0.1,0.3,1,100,0
"Seth DeValve","TE","CLE","","","","","",1,"","",2,1,"","","",2,"","",1,"",7,0.5,1,5,71.4,1
"Steven Dunbar","WR","SF",3,"","","","","","","","","","","","","","","","","",0,0,"",0,0,0
"Shelton Gibson","WR","PHI","","",2,"","",1,"","","","","","","","","","","","",3,0.2,0.7,1,33.3,0
"Sony Michel","RB","NE",2,"",2,3,"",1,1,1,"","","","",2,1,"","","","",11,0.8,2.5,7,63.6,0
"Samaje Perine","RB","WAS",2,"","","","","",1,"","",3,"","","","","","","","",4,0.8,1.1,3,75,0
"Senorise Perry","RB","MIA","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Stevan Ridley","RB","PIT","","",1,"","","","","",2,"",1,"","","","","","","",4,0.4,0.8,3,75,0
"Scott Simonson","TE","NYG",5,"","","",1,1,3,1,"","","","","",3,"","",3,2,14,0.9,1.5,9,64.3,1
"Shaun Wilson","RB","TB","","","",2,"","","","","","",3,"","","","","","","",5,1,1.1,3,60,0
"Tavon Austin","WR","DAL",2,"",2,3,1,3,1,"","","","","","","","","","",3,13,1.9,3,8,61.5,2
"Travaris Cadet","RB","CAR","","","","","","","","","","","","","","","","","",1,1,1,0,1,100,0
"Tra Carson","RB","GB","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Trevor Davis","WR","GB",5,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Trey Edmunds","RB","PIT",4,"","","","","","","","","","","","","","","","","",0,0,"",0,0,0
"Temarrick Hemingway","TE","DEN",7,"","","","","","","","","","","","","","","","","",0,0,"",0,0,0
"Tyler Higbee","TE","LAR",1,"",2,2,1,4,"",1,1,4,3,7,"",3,1,2,1,1,34,2.1,6.5,24,70.6,2
"Taiwan Jones","RB","BUF",4,"","","",1,1,"","","","","","","","","","","","",2,0.3,0.6,0,0,0
"Tommylee Lewis","WR","NO",5,"","","","","","","","","","","",1,"",1,"","",1,3,0.4,0.3,3,100,1
"Tony Lippett","WR","NYG","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"T.J. Logan","RB","ARI","","","","","","","","","","",2,"",1,"","",4,"","",7,0.7,0.9,7,100,0
"Tanner McEvoy","WR","MIA","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Taquan Mizzell","RB","CHI",13,"","","","","","","","",2,"","",3,2,"",1,2,"",10,1.1,1.4,8,80,1
"Trey Quinn","WR","WAS",12,"","","","","","","","","","",4,6,"","","","","",10,3.3,2.6,9,90,1
"Thomas Rawls","RB","CIN","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Trent Sherfield","WR","ARI",1,"","","","","","","","","","",2,1,3,7,5,6,4,28,2.2,0.9,19,67.9,1
"Tyrone Swoopes","TE","SEA",12,"","","","","",1,"","","","","","","","","","","",1,1,0.3,1,100,0
"Tim White","WR","BAL","","","","",1,"","","","","","","","","","","","","",1,0.3,0.2,1,100,0
"Victor Bolden","WR","BUF",8,"","","","",4,"","","","","","","","","","","","",4,0.7,1.1,1,25,0
"Vance McDonald","TE","PIT","","",5,5,5,2,8,"",3,6,4,6,5,7,4,3,4,6,73,4.9,10.3,50,68.5,4
"William Fuller V","WR","HOU",1,"",9,11,5,3,3,8,6,"","","","","","","","","",45,6.4,13.5,32,71.1,4
"Wendell Smallwood","RB","PHI","","",1,5,5,4,2,2,3,"",3,"","","","",2,4,4,35,2.2,6.1,28,80,2
"Xavier Grimble","TE","PIT",5,"","",1,"",1,2,"","","","",1,1,"","","",1,1,8,0.5,1.3,6,75,0
"Zach Zenner","RB","DET","","","","","","","","","","","","",1,"","",4,3,2,10,1.2,0.2,7,70,0
