NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Total,Avg,TM TGT %,Catches,Catch %,TD
"Ryan Izzo","TE","NE",3,2,2,1,3,"",3,1,3,"",1,3,"",1,"","","","",20,1.7,4.5,13,65,0
"Seth Roberts","WR","CAR","",2,"",3,1,"","","","","","","","","","","","","",6,0.9,1.1,4,66.7,0
"Tarik Cohen","RB","CHI",4,2,1,6,"","","","","","","","","","","","","","",9,3,1.5,6,66.7,0
"Tevin Coleman","RB","SF",1,2,2,"","","","","","","","","","","","","",1,"",5,0.6,0.9,4,80,0
"Travis Homer","RB","SEA",5,2,"",1,1,"","","","",3,3,"","","","","","","",10,1.1,1.8,9,90,1
"Vance McDonald","TE","PIT","",2,2,3,"",1,"",2,"",1,"","","","",2,"",1,6,20,1.4,0.3,15,75,0
"Virgil Green","TE","LAC","",2,"",1,"",1,"",2,"","","","","","","","","","",6,1,1,3,50,1
"Will Dissly","TE","SEA",2,2,1,2,2,1,"",4,1,1,2,1,"",5,2,"",3,2,29,1.8,0.4,24,82.8,2
"Austin Ekeler","RB","LAC",1,1,4,11,1,"","","","","","","",16,9,9,4,3,7,65,6.5,10.4,54,83.1,2
"Benny Snell Jr.","RB","PIT",2,1,1,"","","",1,"","","","","",4,3,"",4,"","",14,0.9,0.3,10,71.4,0
"Blake Jarwin","TE","DAL",1,1,"","","","","","","","","","","","","","","","",1,1,0.2,1,100,0
"Bryan Edwards","WR","OAK",1,1,2,3,"","","","","","",1,2,2,1,"","",1,2,15,1.2,2.7,11,73.3,1
"Cam Akers","RB","LAR",5,1,"","","","","","",1,"","",1,"",1,3,3,"",4,14,1.1,0.5,11,78.6,1
"Cameron Brate","TE","TB",3,1,"","",1,6,1,1,2,"",3,4,6,"",1,4,2,2,34,2.1,1.8,28,82.4,2
"Chris Conley","WR","JAX",1,1,7,8,4,2,2,2,"",8,8,4,"",2,"",3,3,9,63,4.2,10.2,40,63.5,2
"Chris Manhertz","TE","CAR",2,1,1,"",1,"",2,"",1,"","",1,1,"","","","","",8,0.5,1.5,6,75,0
"Cole Kmet","TE","CHI",1,1,1,"",1,"",2,2,1,"",3,"",3,7,7,2,6,8,44,2.8,0.7,28,63.6,2
"Collin Johnson","WR","JAX",2,1,3,2,"",4,"",1,"",2,"","",8,6,3,1,"","",31,2.2,5,18,58.1,2
"Cordarrelle Patterson","WR","CHI",2,1,2,"",2,3,1,4,2,4,2,"","",2,1,1,"","",25,1.6,0,21,84,0
"Damion Ratley","WR","NYG",11,1,2,2,4,1,"","","","","","","","","","","","",10,2,1.9,4,40,0
"Dante Pettis","WR","SF",3,1,"","","","","","","","","","","","","","",3,2,6,0.9,1.1,4,66.7,1
"Demetrius Harris","TE","CHI",3,1,1,3,2,1,3,3,"","","","","","","","","","",14,0.9,0,7,50,0
"Deonte Harris","WR","NO",1,1,5,3,2,"","",5,3,1,4,1,"","","","","","",25,1.9,4.8,20,80,1
"Devin Duvernay","WR","BAL",2,1,1,3,2,2,3,"",3,"",3,2,3,1,"","",1,1,26,1.6,0,20,76.9,0
"Dion Lewis","RB","NYG","",1,5,3,3,4,1,"",3,2,2,"",3,"","",2,"",1,30,1.9,5.8,19,63.3,1
"Drew Sample","TE","CIN",2,1,9,1,5,2,1,6,1,"",2,4,5,7,4,1,1,3,53,3.3,9.1,40,75.5,1
"Duke Johnson","RB","HOU",4,1,"","",4,1,2,5,"",4,1,5,4,6,2,"","","",35,3.2,6.4,28,80,1
"Freddie Swain","WR","SEA",2,1,1,1,3,2,"",1,"",2,4,"","",1,3,1,"",1,21,1.3,0.2,13,61.9,2
"Geoff Swaim","TE","TEN",2,1,"","","","",3,1,"","","","",3,1,3,"","","",12,1.2,0.2,9,75,1
"Irv Smith Jr.","TE","MIN",5,1,4,"",1,5,5,"",1,4,"",2,"","",4,4,9,3,43,3.3,8.3,30,69.8,5
"Isaiah Wright","WR","WAS",3,1,"",6,5,1,5,"","",3,6,1,"",4,1,2,1,"",35,2.5,0.2,27,77.1,0
"Jace Sternberger","TE","GB",6,1,1,3,"","","",1,4,1,"",3,1,"","","","","",15,1.2,0,12,80,1
"Jacob Hollister","TE","SEA",4,1,"",2,"","","",3,2,7,1,3,5,4,1,2,6,3,40,2.5,0.9,25,62.5,3
"Jalen Guyton","WR","LAC",2,1,2,3,1,3,"",3,4,2,6,1,4,7,3,6,5,4,55,3.4,8.8,28,50.9,3
"Jalen Richard","RB","OAK",5,1,"",3,4,5,"","",1,1,"","","",1,5,1,1,"",23,1.8,4.2,19,82.6,0
"Jamal Agnew","WR","DET",2,1,1,2,2,"",2,1,"","","",6,1,2,1,1,"","",20,1.4,3.4,13,65,0
"James O'Shaughnessy","TE","JAX",1,1,4,4,2,3,1,3,"",2,1,"",4,6,2,1,3,1,38,2.5,6.2,28,73.7,0
"James Robinson","RB","JAX",1,1,4,6,4,7,4,6,"",2,5,2,6,6,4,3,"","",60,4.3,9.7,49,81.7,3
"Jason Witten","TE","OAK","",1,1,"",2,2,"",1,2,1,"",1,"",1,"","",5,"",17,1.1,3.1,13,76.5,2
"Jaylen Samuels","RB","PIT",5,1,2,"","","","","",2,"","","","",4,4,1,"","",14,1,0,9,64.3,0
"Jeremy McNichols","RB","TEN",2,1,"",1,"",1,3,"",1,"",1,1,1,4,1,1,1,"",7,0.9,0,4,57.1,0
"Jeremy Sprinkle","TE","WAS",3,1,"","","",1,"",1,"","","","","","",1,"","","",3,0.2,0.2,1,33.3,0
"J.J. Taylor","RB","NE",5,1,"",1,"","","","","","","","","","","","","","",2,0.3,0.5,1,50,0
"J.K. Dobbins","RB","BAL",6,1,1,4,2,3,4,"",2,2,2,2,"","","",1,1,"",24,1.6,1.5,18,75,0
"Josh Hill","TE","NO",3,1,2,"",1,1,"",1,1,2,"","","","",1,"","","",10,0.7,1.9,8,80,1
"Josh Reynolds","WR","LAR",1,1,2,5,4,4,5,8,9,"",10,6,6,1,2,2,10,6,81,5.1,0.7,52,64.2,2
"Latavius Murray","RB","NO",4,1,2,1,2,2,"",1,3,2,"",2,1,2,1,3,3,"",26,1.6,5,23,88.5,1
"Leonard Fournette","RB","TB",2,1,5,2,"","","",7,6,6,3,4,3,"","",5,3,2,47,3.6,1.6,36,76.6,0
"LeSean McCoy","RB","TB","",1,7,4,1,"",1,"","","","","","","",1,3,1,"",19,1.9,0,15,78.9,0
"Levine Toilolo","TE","NYG",5,1,"","","","","","",2,1,"","","","","",1,"",1,6,0.4,1.2,5,83.3,0
"Luke Stocker","TE","ATL",1,1,"",1,"",1,"",1,"",1,"","","","","",3,1,1,11,0.7,1.8,7,63.6,0
"Mecole Hardman","WR","KC",1,1,3,6,4,3,1,2,9,4,"",1,5,3,3,9,6,2,62,3.9,9.8,41,66.1,4
"MyCole Pruitt","TE","TEN",4,1,"",2,"","","","",1,"","","","",2,"",2,"","",8,0.7,0,5,62.5,2
"Nelson Agholor","WR","OAK",1,1,1,3,4,2,"",9,2,3,4,9,6,11,9,8,6,4,82,5.1,14.9,48,58.5,8
"Nick Chubb","RB","CLE",1,1,1,1,"","","","","","",1,"",3,1,2,2,5,1,18,1.5,1.8,16,88.9,0
"Phillip Lindsay","RB","DEN",1,1,"","","","","","",3,3,1,"","",1,2,3,"","",14,1.3,2.5,7,50,0
"Rashard Higgins","WR","CLE",2,1,"","","",3,2,6,3,"",4,4,2,9,10,5,"",3,52,4,2.8,37,71.2,4
"Royce Freeman","RB","DEN",3,1,"",2,2,"",1,2,"","",2,"","","","","",2,1,13,0.8,2.3,12,92.3,0
"Stephen Carlson","TE","CLE",5,1,"","","","","","","","","","",1,"","","","","",2,0.1,0,1,50,0
"Ted Ginn Jr.","WR","CHI","",1,"",3,2,"","","","","","","","","","","","","",6,1,1,3,50,0
"Tre'Quan Smith","WR","NO",1,1,7,6,4,3,"",4,7,2,1,"",1,6,6,2,"","",50,3.6,9.6,34,68,4
"Tajaé Sharpe","WR","MIN",2,1,"","","","","","","","","","",1,"",1,"","","",0.6,0.6,0.1,0,0,0
"Tyler Eifert","TE","JAX",1,1,6,3,6,7,"","","",5,4,5,4,6,2,4,5,2,60,4,9.7,36,60,2
"Tyler Ervin","RB","GB","",1,1,2,2,"","","",3,5,1,"","","","","","","",15,1.9,2.9,11,73.3,0
"Tyrie Cleveland","WR","DEN",3,1,"","","","","",1,"",1,"","","",1,"","","",5,9,0.9,1.6,6,66.7,0
"Wayne Gallman","RB","NYG",3,1,"",3,"",2,"",5,1,2,2,"","","",4,"",2,"",27,1.8,5.2,21,77.8,0
"Antony Auclair","TE","TB",4,"","","","","","","","","","","","","",1,"","","",0,0,0,0,0,0
"Adam Shaheen","TE","MIA",5,"",2,"",1,1,3,"",1,1,1,"",2,1,3,2,1,3,22,1.4,3.9,12,54.5,3
"Adrian Killins","RB","PHI",6,"","","",1,"","","","","","","","","","","","","",1,1,0.2,1,100,0
"A.J. Dillon","RB","GB",2,"","","","","","","",1,"","","","","","","",1,"",2,0.2,0,2,100,0
"Albert Okwuegbunam","TE","DEN",2,"","","","","",6,7,1,1,"","","","","","","","",15,3.8,2.7,11,73.3,1
"Alex Bachman","WR","NYG",4,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Alex Erickson","WR","CIN",2,"","","",1,"",1,"","","","",1,"",3,1,1,6,3,17,1.1,2.9,12,70.6,0
"Alfred Morris","RB","NYG",3,"","","","","","","","",1,"","","",1,"","",1,1,4,0.4,0.8,3,75,1
"Alshon Jeffery","WR","PHI","","","","","","","","","","",1,2,4,1,1,3,1,"",13,1.9,2.2,6,46.2,1
"Ameer Abdullah","RB","MIN",4,"","","","","",2,"","",1,"","","",1,2,"",1,3,9,0.6,1.7,8,88.9,2
"Andre Roberts","WR","BUF",2,"","","",1,2,"","","","","","","","","","",2,"",5,0.3,0,4,80,0
"Andrew Beck","TE","DEN",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Andy Isabella","WR","ARI",2,"",2,4,3,3,2,3,"",3,1,2,6,5,"","","","",35,2.7,6.1,21,60,2
"Anthony McFarland Jr.","RB","PIT",7,"","",2,"","",1,1,"",2,"","",1,1,"",1,"",1,9,0.8,0,6,66.7,0
"Anthony Sherman","RB","KC","","","",1,"","","","","","","","","","",1,"","","",2,0.1,0.3,1,50,1
"Antonio Brown","WR","TB",1,"","","","","","","","",5,8,13,3,"",5,7,6,14,62,7.8,1,45,72.6,4
"Antonio Callaway","WR","MIA",10,"","","","","","","","","","",1,"","",2,"","","",4,0.8,0.7,2,50,0
"Antonio Gandy-Golden","WR","WAS",3,"",1,2,"","",1,"","","","","","","","","",3,"",7,1.2,0,1,14.3,0
"Antonio Williams","RB","BUF",5,"","","","","","","","","","","","","","","","",1,1,1,0,1,100,0
"Artavis Pierce","RB","CHI",27,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Ashton Dulin","WR","IND",2,"",1,1,"",1,"","",1,"","","","",1,"","","",1,6,0.5,0,3,50,0
"Auden Tate","WR","CIN",2,"","",4,1,1,"",1,7,"",4,2,2,"","","","","",22,2.4,3.8,14,63.6,0
"Austin Carr","WR","NO","","","","","","","",1,1,"","","","","","","","",1,3,0.6,0.6,3,100,1
"Austin Mack","WR","NYG",4,"","","","","",1,"","",5,1,"","","","","",3,1,11,1,2.1,7,63.6,0
"Austin Walter","RB","SF",6,"","","","","","","","","",1,"","","","","","","",1,0.2,0.2,1,100,0
"Ben Ellefson","TE","JAX",3,"","","","","","","","","","",3,1,"","","","","",4,0.6,0.6,1,25,0
"Bennie Fowler","WR","NO",2,"","","","",6,"","","","","","","","","","","","",6,1.2,1.1,2,33.3,0
"Blake Bell","TE","DAL",3,"",3,1,2,1,1,"","",2,"",1,"",1,1,1,1,"",15,0.9,2.3,11,73.3,0
"Bo Scarbrough","RB","SEA","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Brandon Aiyuk","WR","SF",1,"",3,8,5,6,3,7,11,"",14,"","",9,16,13,2,"",96,8,16.8,60,62.5,5
"Brandon Dillon","TE","MIN",4,"","","","","","","","","","","",1,"","","","","",1,0.3,0.2,1,100,0
"Brandon Powell","WR","ATL",3,"","",4,"",1,"",2,"",1,"","",2,1,1,4,2,"",18,1.2,2.9,12,66.7,2
"Brandon Zylstra","WR","CAR",2,"","","","","","",1,"",1,"","","","",2,"","","",4,0.2,0.7,3,75,0
"Braxton Berrios","WR","NYJ",2,"",8,4,3,2,3,7,11,1,"","","",2,5,3,3,3,55,3.4,11,37,67.3,3
"Brycen Hopkins","TE","LAR",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Byron Pringle","WR","KC",2,"","","","",1,2,"",4,"","",4,"","","","","",6,17,1.3,2.7,13,76.5,1
"Caleb Wilson","TE","PHI",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Cameron Batson","WR","TEN",2,"",2,"","","",1,"","",1,2,2,"",3,"",1,1,"",13,1.1,0.2,12,92.3,1
"Carlos Hyde","RB","SEA",2,"",2,1,"","","",4,"","","",3,3,3,"",3,1,"",20,2,0,16,80,0
"Cedrick Wilson","WR","DAL",2,"","",7,6,4,3,"",2,3,"",2,"","","","","",1,28,1.8,4.4,17,60.7,2
"Cethan Carter","TE","CIN",4,"","",1,1,"",1,"",1,"","","",1,"","","","",2,7,0.5,1.2,5,71.4,0
"Chad Beebe","WR","MIN",15,"","",1,"",2,5,"",1,"",2,"",7,3,3,2,"",3,30,2.1,5.8,20,66.7,2
"Chad Hansen","WR","HOU",7,"","","","","","","","","","","","",7,7,3,3,4,24,4.8,4.4,17,70.8,1
"Charlie Woerner","TE","SF",3,"","","","","","","","","","","","",2,1,"","",1,4,0.3,0.7,3,75,0
"Chris Moore","WR","BAL",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Chris Myarick","TE","MIA",6,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Chris Rowland","WR","ATL",18,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Christian Blake","WR","ATL",2,"","","",5,"",2,"",2,3,"",4,1,"","",1,"","",18,1.1,2.9,13,72.2,0
"C.J. Prosise","RB","HOU",7,"","","","","","","","","",1,2,1,"",1,"","","",5,0.5,0.9,5,100,1
"Cody Hollister","WR","TEN",8,"","","","",1,"","","","","","","","","","","","",1,0.5,0.2,1,100,0
"Colby Parkinson","TE","SEA",3,"","","","","","","","","","","","","",2,"","","",2,0.3,0,2,100,0
"Colin Thompson","TE","CAR",4,"","","","","","","",1,"",1,"","","","","","","",2,0.1,0.4,1,50,1
"Courtland Sutton","WR","DEN",1,"",6,"","","","","","","","","","","","","","","",6,6,1.1,3,50,0
"Craig Reynolds","RB","JAX",6,"","","","","","","","","","","","","","","",1,"",1,0.5,0.2,1,100,0
"Cole Wick","TE","NO","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Dalton Keene","TE","NE",6,"","","","","","",1,"","","","","","","",2,"",2,5,0.8,1.1,3,60,0
"Damien Harris","RB","NE",1,"","","","","",1,1,"","","",2,"",1,2,"","","",7,0.7,1.6,5,71.4,0
"Damiere Byrd","WR","NE",1,"",9,3,10,"",4,2,4,9,"",7,7,3,8,4,3,3,77,4.8,17.5,47,61,1
"Daniel Brown","WR","NYJ",4,"","","","","","","","","","","","","","","",1,1,2,0.1,0.4,2,100,0
"Dare Ogunbowale","RB","JAX",3,"","","","","","","","","",2,2,"",2,1,1,5,7,20,1.4,3.2,10,50,0
"Darius Bradwell","RB","LAC",6,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Darrell Daniels","TE","ARI",2,"",1,2,"",2,1,1,"",1,"","","","","",1,2,"",11,0.9,1.9,8,72.7,1
"Darrell Henderson Jr.","RB","LAR",1,"",3,3,1,4,"",2,2,"",1,3,1,3,"",1,"","",24,1.6,4.1,16,66.7,1
"Darrius Shepherd","WR","GB",17,"","",1,3,"",1,1,1,1,"","","","","","","","",8,1,1.5,5,62.5,0
"Darrynton Evans","RB","TEN",4,"","","","","","","","","","","","","","",2,2,"",4,0.8,0,2,50,1
"Darwin Thompson","RB","KC",5,"",1,2,"","","","",1,"","","","","","","","",7,11,0.7,1.7,7,63.6,1
"Daurice Fountain","WR","IND",2,"","",2,1,"","","","","","","","","","","","","",3,0.6,0.5,2,66.7,0
"DeAndre Washington","RB","KC","","","","","","","",1,"","","","",5,"",4,"","","",1,0.2,0.2,1,100,0
"Dede Westbrook","WR","JAX",2,"","",1,"","","","","","","","","","","","","","",1,0.5,0.2,1,100,0
"Deebo Samuel","WR","SF",1,"","","",3,8,6,5,"","","","",13,9,"","","","",44,6.3,7.7,33,75,1
"DeeJay Dallas","RB","SEA",3,"","","",2,"","",3,5,2,3,2,"",3,"","","","",20,1.7,0,17,85,1
"DeMichael Harris","WR","IND",3,"","","","","","","","",4,1,1,1,"","","","","",10,1.4,0,10,100,0
"Denzel Mims","WR","NYJ",2,"","","","","","",7,3,8,"",8,8,3,"",4,2,2,44,4.9,8.8,23,52.3,0
"Deon Cain","WR","PIT",11,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Deontay Burnett","WR","PHI","","","",4,"","","","","","","","","","","","","","",4,2,0.7,3,75,0
"Deon Yelder","TE","KC",4,"","","",1,"","","",1,"","","",1,"","",1,1,6,11,0.7,1.7,7,63.6,0
"Derek Carrier","TE","OAK",3,"","","","","","","","","","",1,"","","","","","",1,0.1,0.2,1,100,0
"D'Ernest Johnson","RB","CLE",4,"","","","",1,1,"",1,"","","","",1,"","","","",4,0.2,0,3,75,0
"Devin Asiasi","TE","NE",3,"","","","","","","","","","","","","",1,1,2,3,7,0.8,1.6,2,28.6,1
"Devine Ozigbo","RB","JAX",5,"","","","","","","","","","",3,"","",4,1,1,"",9,1.1,1.5,9,100,0
"Devonta Freeman","RB","NYG",6,"","","",4,3,2,1,"","","","","","","","","","",10,2,1.9,7,70,0
"Dexter Williams","RB","GB",6,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Dez Bryant","WR","BAL","","","","","","","","","","","","","","","","","","",11,1.8,0.3,6,54.5,2
"Dezmon Patmon","WR","IND",4,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Devin Funchess","WR","GB",4,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Diontae Spencer","WR","DEN",2,"","",1,"","",1,"","","","","","","","","",2,2,6,0.5,1.1,3,50,0
"D.J. Foster","RB","ARI","","","","","","","","","",1,"","","","","","","","",1,0.1,0.2,1,100,0
"Dominique Dafney","TE","GB",4,"","","","","","","","","","","","","","","",1,1,2,0.4,0,2,100,1
"Donald Parham Jr.","TE","LAC",2,"","","",1,1,"",1,"",3,1,"",1,4,"",1,3,4,20,1.5,3.2,10,50,3
"D'Onta Foreman","RB","TEN",10,"","","","","","","","","",1,"","","","","","","",1,0.2,0,1,100,1
"Donte Moncrief","WR","NE",2,"","","","","","","","","","","","","","","","","",2,0.3,0.5,1,50,0
"Dontrell Hilliard","RB","CLE",17,"","","",1,"","","","","","","","","","","","","",1,0.1,0.2,1,100,0
"De'Anthony Thomas","WR","BAL","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Duke Williams","WR","BUF",6,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Durham Smythe","TE","MIA",2,"","",1,3,"",2,"",2,1,2,"",3,2,3,5,2,3,29,1.9,5.2,26,89.7,2
"Dwayne Harris","WR","CHI","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Dwayne Washington","RB","NO",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Elijah Holyfield","RB","PHI",18,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Elijhaa Penny","RB","NYG",4,"","","","","","","",1,1,"","","","","",1,"","",3,0.2,0.6,2,66.7,0
"Equanimeous St. Brown","WR","GB",3,"","","","","",2,"",3,"","",1,2,2,1,"",1,1,13,1.1,0.4,7,53.8,1
"Eric Saubert","TE","JAX",4,"","","","","","","","","","","","",1,1,"","","",4,0.5,0.7,3,75,0
"Eric Tomlinson","TE","NYG",4,"","","","","","","","","","","","","","",1,"","",1,0.1,0.2,0,0,0
"Evan Baylis","TE","ARI",10,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Farrod Green","TE","IND",5,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Foster Moreau","TE","OAK",2,"",1,2,1,"","","",1,"","","","","",2,1,"",1,9,0.6,1.6,7,77.8,2
"Frank Gore","RB","NYJ","","",2,1,2,"",4,"","",2,"",2,3,"",1,1,1,"",19,1.3,3.8,16,84.2,0
"Fred Brown","WR","DEN",9,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Gabe Nabers","RB","LAC",5,"","","",1,"","",1,1,1,1,"","","","",1,"",1,7,0.4,1.1,5,71.4,2
"Garrett Griffin","TE","NO",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Gehrig Dieter","WR","KC",3,"","","","","","","","","","","","","","","","",2,2,0.5,0.3,1,50,0
"Golden Tate","WR","NYG","","",5,7,6,5,1,2,3,"",5,"","",4,2,3,"","",52,4.3,10.1,35,67.3,2
"Gregory Howell Jr.","RB","HOU",4,"","","","","","","","","","","","","","","","","",2,0.1,0.4,1,50,0
"Gunner Olszewski","WR","NE",2,"","","",1,"","","","",1,"","","",1,"","","",2,5,0.4,1.1,5,100,1
"Gus Edwards","RB","BAL",1,"","","","",3,"","",1,2,2,"","","",1,2,2,1,13,0.8,0,9,69.2,0
"Hunter Bryant","TE","DET",4,"","","","","","","","","","","","","","",2,"",1,3,0.6,0.5,1,33.3,0
"Isaac Nauta","TE","DET",18,"","","","","","",1,"","",1,"","","","","","","",2,0.3,0.3,1,50,0
"Isaiah Zuber","WR","NE",3,"","","","","",1,"",1,"","","","","","","","","",2,0.5,0.5,2,100,0
"Jaeden Graham","TE","ATL",5,"","","","",1,"","","","","","",2,1,1,"","","",5,0.3,0.8,3,60,0
"Jake Kumerow","WR","BUF",2,"","","","","","","","","","","","","","",1,"","",1,0.2,0.2,1,100,1
"Jakobi Meyers","WR","NE",1,"",1,"","","","",6,10,14,7,3,6,6,5,10,6,7,81,5.8,18.4,59,72.8,0
"Jaleel Scott","WR","NYJ",10,"","","","","","","","","","","","","",1,"","","",1,1,0.2,1,100,0
"Ja'Marcus Bradley","WR","CLE",3,"","","","","","","","","","","","","","","",11,"",11,3.7,0,5,45.5,0
"James Proche II","WR","BAL",2,"","","","","","","",1,"","",1,1,"","","","","",3,0.2,0,1,33.3,0
"JaMycal Hasty","RB","SF",3,"","",1,"","",1,1,1,2,2,"","","","","","","",8,1,1.4,7,87.5,0
"Jason Croom","TE","PHI",4,"","","","","",1,"","","","","","","","","","","",1,0.2,0.2,1,100,1
"Jason Huntley","RB","PHI",5,"","","","","","",1,"","","","","","","","","",1,2,0.4,0.3,1,50,0
"Jaydon Mickens","WR","TB",3,"","","","",2,"","",8,"","","","","","","","","",10,1,0,7,70,0
"Jeff Badet","WR","WAS",14,"","","","","","","","","",1,"","","","","","","",0,0,0,0,0,0
"Jeff Wilson Jr.","RB","SF",6,"","",3,1,1,"",2,"","","","","",5,3,4,2,7,28,2.3,4.9,13,46.4,3
"Jeff Smith","WR","NYJ",2,"","","",9,11,4,1,8,"","",1,1,"",2,"","","",37,3.1,7.4,17,45.9,0
"Jeremy Cox","RB","DEN","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Jesse James","TE","DET",4,"","",4,2,"",2,"",1,"",3,2,1,3,"",1,1,1,22,1.4,3.8,14,63.6,2
"J.J. Arcega-Whiteside","WR","PHI",2,"",2,"","",1,1,1,"","","","","","","","","",3,8,1,1.3,4,50,0
"Joe Reed","WR","LAC",2,"","","","","","","","",1,"","","","","","","","",1,0.1,0.2,0,0,0
"John Lovett","TE","GB","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Johnny Holton","WR","NYG","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Johnny Mundt","TE","LAR",4,"","","",1,"","",3,"","","","","","","","","","",4,0.2,0,4,100,0
"Johnny Stanton","RB","CLE",7,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"JoJo Natson","WR","CLE",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Jonathan Ward","RB","ARI",4,"","","","","","","","","","","","","","","","",1,1,0.1,0.2,1,100,1
"Jonathan Williams","RB","DET",4,"","","","","","","","","","","",4,"","","","","",4,0.8,0.7,4,100,0
"Jordan Howard","RB","MIA",4,"","","",1,"","","","","","","","","","","","","",1,0.1,0.2,1,100,0
"Jordan Matthews","WR","SF",4,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Jordan Thomas","TE","ARI",13,"","","",1,"","","","","","",1,"","","","","","",2,0.3,0.3,1,50,1
"Jordan Wilkins","RB","IND",4,"","",1,1,"",1,"",1,2,1,1,4,2,2,"","","",16,1.1,0,12,75,0
"Josh Gordon","WR","SEA","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Josh Malone","WR","NYJ",7,"",6,"","","","","","","","","","","","","","","",6,1.5,1.2,4,66.7,0
"Joshua Kelley","RB","LAC",3,"",3,2,3,1,"",5,1,5,"",2,"",2,"","","","",23,1.6,3.7,23,100,0
"J.P. Holtz","TE","CHI",5,"","","","","","","","","","","","","","",1,"","",1,0.1,0,0,0,0
"Justice Hill","RB","BAL",1,"","","","","","","","","",1,"",2,1,"",1,"","",5,0.4,0.2,5,100,0
"Justin Jackson","RB","LAC",2,"","","",2,6,"",6,5,"","","","","",3,"","",2,24,2.7,3.8,19,79.2,0
"Jason Vander Laan","TE","NO","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Kahale Warring","TE","HOU",4,"","","","","","","","","","","",1,1,"",2,3,"",7,1,1.3,3,42.9,0
"Kalen Ballage","RB","NYJ",3,"",2,5,3,"","","","","","",9,"","",2,"","","",37,3.4,7.4,29,78.4,0
"Keelan Doss","WR","OAK",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"KeeSean Johnson","WR","ARI",3,"","",7,"",1,"","","","","","",1,4,2,3,3,2,23,2.9,4,15,65.2,0
"Keith Kirkwood","WR","CAR",3,"","","","","",2,"","","","","","","","","","","",2,2,0.4,1,50,0
"Keke Coutee","WR","HOU",2,"",2,"","","","","","","","",4,3,9,3,7,5,7,40,5,7.3,33,82.5,3
"Kendall Hinton","WR","DEN",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Kenjon Barner","RB","TB","","","","",1,"","","","","","","","","","","","","",1,0.2,0.2,0,0,0
"Kenny Golladay","WR","DET",1,"","",7,8,"",6,7,4,"","","","","","","","","",32,6.4,5.5,20,62.5,2
"Kerryon Johnson","RB","DET",14,"",1,1,1,"",2,"",2,3,"",5,4,3,1,"",2,1,26,1.6,4.5,19,73.1,1
"Ke'Shawn Vaughn","RB","TB",4,"","","",3,3,1,"","","","","","","","",1,2,"",10,1,0.2,5,50,1
"Kevin Rader","TE","PIT",4,"","","","","","","","","","","","","","","","",1,0,0,0,0,0,0
"Kevin White","WR","SF",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Kirk Merritt","WR","MIA",4,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"KJ Hamler","WR","DEN",1,"",7,5,"","","",3,3,10,"",6,"",5,3,4,"","",56,4.3,10.1,30,53.6,3
"K.J. Hill Jr.","WR","LAC",2,"","",4,"",2,"","","","","","","",1,1,3,"","",11,0.7,1.8,7,63.6,0
"K.J. Osborn","WR","MIN",1,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
