NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Total,Avg,TM TGT %,Catches,Catch %,TD
"Kristian Wilkerson","WR","NE",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Lamar Miller","RB","CHI",2,"","","","","","","","","","","","","","","","","",2,2,0,2,100,0
"La'Mical Perine","RB","NYJ",4,"","",2,"","",3,3,"","","","","","","","","","",15,1.5,3,11,73.3,0
"Laquon Treadwell","WR","ATL",3,"","","","","","","","","","","","","",1,1,2,3,7,1.4,1.1,6,85.7,2
"Lawrence Cager","WR","NYJ",3,"","",4,2,"","","","","","","","","","","","","",6,3,1.2,2,33.3,0
"Lee Smith","TE","BUF",3,"","",1,"","","","","","","","",1,1,"",1,2,"",6,0.6,0,4,66.7,2
"Levante Bellamy","RB","DEN",6,"","","","","","","","","","","","","","","",1,"",1,0.2,0.2,1,100,0
"Luke Willson","TE","BAL",2,"","","","","","","","","","","","",1,"","","","",3,0.4,0,1,33.3,0
"Lynn Bowden Jr.","RB","MIA",4,"",1,"","","","","","","","","",1,4,9,7,3,12,37,3.7,6.6,28,75.7,0
"Mack Hollins","WR","MIA",2,"","","","","","","","",1,1,2,3,1,9,3,4,1,25,1.6,4.5,16,64,1
"Malcolm Perry","RB","MIA",6,"","","","","","","",1,1,2,5,1,"",2,"","",1,13,1.4,2.3,9,69.2,1
"Malik Taylor","WR","GB",2,"","","",1,"",1,2,1,"","","","",1,"","","","",6,0.4,0,5,83.3,1
"Malik Turner","WR","DAL",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Marcedes Lewis","TE","GB",3,"",1,2,"","",2,3,"",1,"",1,4,1,1,"","",1,17,1.1,0,10,58.8,3
"Marcus Baugh","TE","WAS",14,"",1,"","","","","","","","","","","","","","","",1,0.1,0,1,100,0
"Marcus Johnson","WR","IND",3,"","","",1,3,8,"",4,7,1,3,"","",1,"","","",28,2.5,5.1,14,50,0
"Marcus Kemp","WR","KC",2,"","","","","","",1,"","","","","","","","","","",1,0.1,0.2,1,100,0
"Marken Michel","WR","CAR","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Mark Ingram II","RB","BAL",3,"",3,1,1,"","","","","",2,"","",1,"","","","",8,0.7,0,6,75,0
"Marquez Callaway","WR","NO",1,"","","",1,6,"",10,"",2,"","","","","","",4,4,27,2.1,5.2,21,77.8,0
"Mason Schreck","TE","CIN",3,"","","","","","","","","","","","",1,"","","","",0,0,0,0,0,0
"Matt Breida","RB","MIA",3,"",2,"",3,1,2,"","","","","",2,"","","","","",10,0.8,1.8,9,90,0
"Matt Cole","WR","MIA",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Matthew Slater","WR","NE",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Mike Boone","RB","MIN",5,"","","","","",1,"","","","","","","",1,"","","",2,0.1,0.4,2,100,0
"Mike Davis","RB","CAR",1,"",8,9,6,10,3,5,2,6,5,2,6,"",6,2,"","",70,4.7,12.7,59,84.3,2
"Miles Sanders","RB","PHI",1,"",7,8,4,4,2,"","","",5,5,3,1,5,2,6,"",52,4.3,8.7,28,53.8,0
"Mohamed Sanu Sr.","WR","DET",1,"","",1,"","","","","","","","","","",2,5,4,6,24,2.4,4.2,17,70.8,1
"Nathan Cottrell","RB","JAX",7,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Nick Keizer","TE","KC",15,"","",1,1,1,1,2,2,"","",1,"",1,"","","","",10,0.6,1.6,6,60,0
"Nick Westbrook-Ikhine","WR","TEN",2,"","",2,"",1,"","","","","","","","","","","","",8,0.6,0.3,3,37.5,0
"Noah Brown","WR","DAL",2,"",2,2,4,"",2,"",2,"","",1,"",4,"",6,"","",24,1.5,3.8,14,58.3,0
"Noah Togiai","TE","IND",4,"","",1,"","","","","","","","","","","","","","",0,0,0,0,0,0
"Nsimba Webster","WR","LAR",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Olamide Zaccheaus","WR","ATL",1,"",1,6,9,4,2,"","",6,"",1,3,"","","","","",32,2.9,5.1,20,62.5,1
"Penny Hart","WR","SEA",2,"","","","","","","","","","","","","",1,"","","",1,0.1,0.2,1,100,0
"Peyton Barber","RB","WAS",3,"","","",1,"",1,"","","",1,"","","",3,1,"","",7,0.4,0,4,57.1,0
"Pharaoh Brown","TE","HOU",2,"","","","",1,2,"","",1,2,3,"","","",1,1,5,16,1.2,2.9,14,87.5,2
"Pharoh Cooper","WR","CAR",4,"","","","",1,"","","","","","","","",3,1,1,2,8,0.5,1.5,5,62.5,0
"Qadree Ollison","RB","ATL",5,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Quez Watkins","WR","PHI",1,"","","","","","","","","","","","","",1,4,3,5,13,2.2,2.2,7,53.8,1
"Rashaad Penny","RB","SEA",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Rashod Berry","TE","NE",6,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Ray-Ray McCloud","WR","PIT",2,"","","","",3,1,2,1,2,2,4,1,3,"",1,"",2,22,1.4,0,20,90.9,0
"Reggie Begelton","WR","GB",18,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Reggie Bonnafon","RB","CAR",16,"","","",2,"","","","","","","","","","","","","",2,1,0.4,2,100,1
"Reggie Gilliam","TE","BUF",3,"",1,"","","","",1,"","","","","","","","","","",2,0.1,0,2,100,1
"Rex Burkhead","RB","NE",4,"",6,10,1,"","",4,1,3,5,3,"","","","","","",33,3.3,7.5,25,75.8,3
"Richard Rodgers","TE","PHI",5,"","",2,4,1,3,8,"","",5,"",6,"","","","","",31,2.2,5.2,24,77.4,2
"Richie James","WR","SF",12,"","","","","","","","",13,5,"",1,"",3,7,1,5,35,3.2,6.1,23,65.7,1
"Rico Dowdle","RB","DAL",4,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"River Cracraft","WR","SF",3,"","","","","","","","",5,"","","","","",2,"",2,9,1,1.6,6,66.7,0
"Robert Foster","WR","WAS",13,"","","","","","","","","","","","","",2,2,2,"",6,1.5,0,2,33.3,0
"Robert Tonyan","TE","GB",1,"",3,5,6,"",4,2,7,1,4,5,5,5,5,3,2,2,59,3.7,0.8,52,88.1,11
"Rodney Smith","RB","CAR",5,"","","","","","","","","",1,"","","",2,4,2,1,11,1.6,2,9,81.8,0
"Ross Dwelley","TE","SF",2,"",1,4,"","","","",4,3,2,"",2,2,2,2,"",2,24,1.5,4.2,19,79.2,1
"Ross Travis","TE","NYJ",4,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Ricky Seals-Jones","TE","KC",2,"","","","","",1,"","","","","","","","","","","",1,0.1,0.2,0,0,0
"Ryan Griffin","TE","NYJ",4,"","",2,3,"",3,"","",2,"","","",2,"","","","",12,0.8,2.4,9,75,0
"Ryan Nall","RB","CHI",5,"",1,"","","","","",1,4,2,"",1,"","","","","",9,0.6,0,8,88.9,1
"Salvon Ahmed","RB","MIA",3,"","","","","","","","","",1,6,"","","",3,1,3,14,2.3,2.5,11,78.6,0
"Samaje Perine","RB","CIN",2,"","","","","","",1,1,"",1,2,1,"",2,"",4,"",12,0.8,2.1,11,91.7,0
"Scottie Phillips","RB","HOU",5,"","","","","","","","","","","","","","",1,"","",1,0.1,0.2,1,100,0
"Sean Culkin","TE","BAL",11,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Sean McKeon","TE","DAL",5,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Senorise Perry","RB","TEN","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Seth DeValve","TE","ARI","","","","","","","","","","","","","","","","",1,"",1,0.2,0.2,0,0,0
"Sony Michel","RB","NE",2,"",1,2,"","","","","","","","","",1,1,1,"",3,9,1,2,7,77.8,1
"Stanley Morgan","WR","CIN",2,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Stephen Anderson","TE","LAC",4,"","","","","","","","","","","","",2,"","",6,3,11,0.7,1.8,8,72.7,0
"Stephen Sullivan","TE","SEA",5,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Steven Mitchell Jr.","WR","HOU",12,"","","","","","","","","","","","","","","","","",8,1.3,1.5,5,62.5,0
"Taiwan Jones","RB","BUF",4,"","","","",1,"","","","","","","","","","",1,"",2,0.2,0,0,0,0
"Tanner Hudson","TE","TB",5,"","","","",4,"",1,1,"","","","","","","",1,"",7,0.6,0,3,42.9,0
"Tavon Austin","WR","GB",3,"","","","","","","","","","","","","",2,"",2,1,5,1.2,0,5,100,0
"Tee Higgins","WR","CIN",1,"",6,9,7,8,8,5,9,"",9,10,5,7,8,6,9,1,108,6.8,18.6,67,62,6
"Temarrick Hemingway","TE","WAS",7,"","","","",1,"",1,"","","","","","","","","","",2,0.2,0.3,1,50,0
"Terry Godwin","WR","JAX",4,"","","","","","","","","",2,"","","","","","",4,6,2,1,3,50,0
"Theo Riddick","RB","OAK",5,"","","","","","","","","","","","",1,"","","",5,6,1.5,1.1,5,83.3,0
"T.J. Yeldon","RB","BUF","","","","",1,3,"","","","","","","","","","","","",4,1.3,0,1,25,1
"Tommy Hudson","TE","TEN",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Tommylee Lewis","WR","NO",5,"","","","","","","",1,"","","","",1,"",1,"","",3,0.6,0.6,1,33.3,0
"Tony Brooks-James","RB","ATL",21,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Tony Brown","WR","WAS","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Travis Fulgham","WR","PHI",2,"","","",3,13,10,11,7,"",5,7,2,2,"",2,3,2,67,5.2,11.2,38,56.7,4
"Trayveon Williams","RB","CIN",4,"","","","","","","","","","","",1,"",3,"","",1,5,0.5,0.9,5,100,0
"Trenton Cannon","RB","CAR",5,"","","","","",2,"","","","","",1,"","","","","",3,0.2,0.5,3,100,0
"Trenton Irwin","WR","CIN",3,"","","","","","","","","","","","","","","",2,"",2,2,0.3,1,50,0
"Trent Sherfield","WR","ARI",2,"","","","",1,"","","","","","","","","","","",6,7,0.5,1.2,5,71.4,0
"Trevon Wesco","TE","NYJ",3,"","","","",1,"",1,"","","","","","","","","","",2,0.2,0.4,1,50,0
"Trey Burton","TE","IND","","","","",5,6,5,"",4,4,3,5,6,3,"",2,4,"",47,3.6,0.5,28,59.6,3
"Trey Edmunds","TE","PIT",6,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Trishton Jackson","WR","LAR",3,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Troy Fumagalli","TE","DEN",5,"","","","","","","","","","",1,"","",5,"","",3,15,1.9,2.7,8,53.3,1
"Troymaine Pope","RB","LAC","","","","","","","","",7,"","",2,1,"","","","","",10,1.7,1.6,8,80,0
"Ty Johnson","RB","NYJ",3,"",1,"","","",1,"",1,"","",6,2,2,"",6,"",2,21,1.6,3.6,16,76.2,1
"Tyler Conklin","TE","MIN",1,"","","","","","","","","",2,"",2,1,5,4,6,6,26,1.6,5,19,73.1,1
"Tyler Johnson","WR","TB",2,"","","","",6,1,2,2,1,1,"",1,"","",1,1,2,17,1.2,0.2,12,70.6,2
"Tyler Kroft","TE","BUF",1,"","",5,3,"",2,4,1,1,"","","","","","","","",16,1.6,0,12,75,3
"Ty Montgomery","RB","NO",2,"",3,"","","","","","","","","","","","","","",2,5,0.5,1,3,60,0
"Tyron Johnson","WR","LAC",2,"","","",1,"","",1,"",1,"",1,"",1,7,5,3,2,26,2.2,4.1,20,76.9,3
"Vyncint Smith","WR","NYJ",3,"","","","","","","",1,"","","","","","","","",2,3,0.4,0.6,1,33.3,0
"Wendell Smallwood","RB","PIT","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Xavier Jones","RB","LAR",26,"","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"Zay Jones","WR","OAK",2,"",1,3,6,1,"","","","",1,1,1,1,"",2,"",2,20,1.2,3.6,14,70,1
