name,MISC_FPTS
alvin-kamara,377.8
dalvin-cook,337.8
derrick-henry,333.1
david-montgomery,264.8
aaron-jones,258.9
jonathan-taylor,252.8
james-robinson,250.4
josh-jacobs,231.3
ezekiel-elliott,223.7
kareem-hunt,218.5
nick-chubb,207.7
mike-davis-rb,206.5
antonio-gibson,202.2
melvin-gordon,198.4
nyheim-hines,193.2
kenyan-drake,192.2
jd-mckissic,191.4
dandre-swift,189.8
chris-carson,187.8
ronald-jones-ii,186.3
david-johnson-rb,179.5
clyde-edwards-helaire,176.0
miles-sanders,170.4
jk-dobbins,168.5
chase-edmonds,168.0
austin-ekeler,165.3
james-conner,164.6
myles-gaskin,164.2
todd-gurley,163.2
giovani-bernard,158.1
devin-singletary,143.6
jeffery-wilson,142.3
wayne-gallman,136.6
latavius-murray,136.2
leonard-fournette,132.0
darrell-henderson,130.3
gus-edwards,128.2
jamaal-williams,127.1
jerick-mckinnon,126.2
adrian-peterson-min,124.5
tony-pollard,120.8
james-white,116.6
malcolm-brown,109.1
rex-burkhead,107.6
cam-akers,101.8
zack-moss,101.6
frank-gore,100.2
raheem-mostert,99.7
joe-mixon,99.6
boston-scott,95.6
brian-hill,95.4
kalen-ballage,93.9
damien-harris-rb,91.3
christian-mccaffrey,90.4
alexander-mattison,86.9
devontae-booker,85.7
carlos-hyde,84.9
duke-johnson,84.4
kyle-juszczyk,81.6
joshua-kelley,81.2
sony-michel,75.3
benjamin-snell-jr,74.9
leveon-bell,74.6
kerryon-johnson,71.8
salvon-ahmed,69.0
phillip-lindsay,66.0
samaje-perine,65.7
justin-jackson-rb,65.3
ty-johnson,63.3
jordan-wilkins,61.3
ito-smith,57.3
dion-lewis,57.2
deejay-dallas,56.9
peyton-barber,55.0
darrel-williams,54.5
mark-ingram,52.9
lamical-perine,52.5
jalen-richard,51.1
jeremy-mcnichols,43.9
chris-thompson,42.6
matt-breida,42.0
alfred-morris,40.7
aj-dillon,40.3
royce-freeman,37.1
josh-adams,36.6
rodney-smith-rb,36.5
devonta-freeman,36.0
darwin-thompson,33.2
travis-homer,32.8
jamycal-hasty,31.1
jordan-howard,30.7
ameer-abdullah,30.0
dare-ogunbowale,29.9
alec-ingold,29.4
lesean-mccoy,28.2
tyler-ervin,26.1
cj-ham,25.5
keshawn-vaughn,23.3
anthony-mcfarland,22.7
patrick-laird,22.0
trayveon-williams,21.7
antonio-williams,21.3
alex-collins,21.1
dernest-johnson,21.0
corey-clement,21.0
ryan-nall,20.7
gabriel-nabers,20.2
troymaine-pope,19.8
keith-smith,17.6
tarik-cohen,17.5
jakob-johnson,17.5
patrick-ricard,17.4
deandre-washington,17.1
donta-foreman,17.0
reggie-bonnafon,16.7
jaylen-samuels,16.4
tj-yeldon,16.2
darrynton-evans,16.1
ty-montgomery,15.8
saquon-barkley,15.4
mike-boone,14.9
devine-ozigbo,13.3
justice-hill,13.0
cj-prosise,12.7
tevin-coleman,12.7
jj-taylor,12.4
theo-riddick,10.7
reggie-gilliam,9.6
artavis-pierce,9.4
michael-burton,8.6
marlon-mack,8.6
anthony-sherman,8.3
jonathan-ward,8.1
khari-blasingame,7.9
trenton-cannon,7.9
alex-armah,7.7
buddy-howell,7.7
dontrell-hilliard,6.0
elijhaa-penny,5.5
jonathan-williams,4.6
austin-walter,4.0
andy-janovich,3.7
rashaad-penny,3.4
bo-scarbrough,3.1
chandler-cox,2.9
jason-huntley,2.9
scottie-phillips,2.6
levante-bellamy,2.6
lamar-miller,2.6
rico-dowdle,2.4
dj-foster,1.9
craig-reynolds,1.7
cullen-gillaspia,1.6
dwayne-washington,1.5
tony-jones,1.3
senorise-perry,0.9
dexter-williams,0.8
tony-brooks-james,0.4
qadree-ollison,0.3
andrew-beck,0.0
jake-bargas,0.0
nathan-cottrell,0.0
kirk-merritt,0.0
chris-myarick,0.0
javon-leake,0.0
michael-warren-ii,0.0
adrian-killins,0.0
xavier-jones,0.0
darius-bradwell,0.0
sewo-olonilua,0.0
raymond-calais,0.0
john-lovett,0.0
jeremy-cox,0.0
nick-bellore,0.0
bruce-miller,0.0
taiwan-jones,0.0
cordarrelle-patterson,0.0
kenjon-barner,0.0
derek-watt,0.0
brandin-bryant,0.0
jp-holtz,0.0
johnny-stanton-iv,0.0
elijah-holyfield,0.0
trey-edmunds,0.0
jason-cabinda,0.0
wendell-smallwood,0.0
