name,MISC_FPTS
deandre-hopkins,333.5
davante-adams,329.6
tyreek-hill,328.0
julio-jones,325.9
antonio-brown,323.7
michael-thomas-wr,315.5
adam-thielen,307.3
juju-smith-schuster,296.9
mike-evans,284.4
stefon-diggs,266.3
robert-woods,265.6
keenan-allen,260.1
brandin-cooks,243.2
ty-hilton,239.0
odell-beckham,230.4
tyler-lockett,222.4
tyler-boyd,221.1
jarvis-landry,217.1
amari-cooper,215.5
julian-edelman,207.4
kenny-golladay,207.1
calvin-ridley,206.8
emmanuel-sanders,198.2
adam-humphries,188.7
larry-fitzgerald,185.7
alshon-jeffery,185.3
chris-godwin,185.2
corey-davis,183.6
golden-tate,182.9
sterling-shepard,182.5
mohamed-sanu,182.4
mike-williams-wr,180.2
dede-westbrook,173.5
nelson-agholor,165.4
zay-jones,165.2
dj-moore-wr,157.0
jordy-nelson,156.7
demaryius-thomas,156.7
robbie-robby,156.4
allen-robinson,153.3
taylor-gabriel,151.9
desean-jackson,151.3
cole-beasley,150.2
aj-green,149.4
john-brown,143.9
doug-baldwin,141.8
josh-gordon,138.7
tyrell-williams,137.8
curtis-samuel,136.8
courtland-sutton,136.3
cooper-kupp,135.1
kenny-stills,134.4
willie-snead,134.4
michael-crabtree,132.7
antonio-callaway,132.3
donte-moncrief,130.8
danny-amendola,127.4
christian-kirk,123.5
devin-funchess,122.9
anthony-miller,120.2
rashard-higgins,118.2
chester-rogers,117.1
marvin-jones,115.8
sammy-watkins,115.1
kendrick-bourne,114.7
marquez-valdesscantling,111.0
josh-doctson,109.2
seth-roberts,106.9
will-fuller,106.3
chris-hogan,106.2
dante-pettis,103.5
david-moore,101.0
trequan-smith,100.7
josh-reynolds,100.0
robert-foster,99.1
michael-gallup,97.7
jarius-wright,97.6
albert-wilson,96.8
chris-conley,91.4
keelan-cole,89.1
taywan-taylor,87.6
marquise-goodwin,87.4
quincy-enunwa,86.9
randall-cobb,86.3
john-ross,84.9
jamison-crowder,82.8
phillip-dorsett,81.9
jermaine-kearse,80.1
dontrelle-inman,76.4
demarcus-robinson,74.8
ryan-grant,74.4
laquon-treadwell,71.2
tajae-sharpe,71.2
aldrick-robinson,70.1
ryan-switzer,69.4
kelvin-benjamin,69.0
zach-pascal,66.8
daesean-hamilton,66.3
keke-coutee,62.7
geronimo-allison,62.3
breshad-perriman,62.2
jordan-matthews,62.0
allen-hurns,61.5
devante-parker,60.9
jaron-brown,60.6
jakeem-grant,60.3
tim-patrick,60.2
bruce-ellington,59.6
maurice-harris,59.4
paul-richardson,59.1
pierre-garcon,58.6
trent-taylor,55.5
equanimeous-st-brown,54.3
terrelle-pryor,53.1
ted-ginn-jr,52.5
isaiah-mckenzie,52.5
torrey-smith,50.0
tj-jones,50.0
chris-moore,46.3
trent-sherfield,46.0
martavis-bryant,45.9
keith-kirkwood,45.9
james-washington,43.7
deandre-carter,42.3
bennie-fowler,41.9
chad-williams,41.0
russell-shepard,40.8
travis-benjamin,40.7
tavon-austin,39.5
justin-hardy,39.3
brandon-lafell,37.5
cody-core,37.0
alex-erickson,36.9
marcell-ateman,36.4
cody-latimer,36.0
josh-bellamy,33.7
deonte-thompson,33.1
marvin-hall,30.9
austin-carr,30.7
brandon-marshall,30.6
dj-chark,29.4
andre-holmes,29.2
michael-floyd,28.0
damion-ratley,27.4
richie-james,26.0
andy-jones,25.0
cameron-meredith,24.4
brandon-powell,24.3
jake-kumerow,24.3
deontay-burnett,24.3
andre-roberts,23.9
trey-quinn,22.5
darius-jennings,22.1
marcus-johnson,22.0
eli-rogers,21.5
vyncint-smith,20.1
leonte-carroo,18.8
brice-butler,18.0
cameron-batson,16.3
tommylee-lewis,14.0
jj-nelson,13.4
kevin-white,13.2
corey-coleman,12.6
deanthony-thomas,12.5
russell-gage,12.3
kamar-aiken,11.3
dwayne-harris,11.2
noah-brown,10.4
rashad-greene,10.0
bobo-wilson,9.2
derrick-willies,9.1
jawill-davis,8.0
chad-beebe,7.9
auden-tate,7.5
rishard-matthews,7.4
javon-wims,7.2
ray-ray-mccloud-iii,7.0
jalen-tolliver,6.7
shelton-gibson,5.8
justin-hunter,5.1
brian-quick,4.8
charone-peake,4.5
malik-turner,4.0
terrance-williams,3.8
khadarel-hodge,3.7
river-cracraft,3.4
brandon-zylstra,3.3
gehrig-dieter,3.2
jeremy-kerley,2.7
tim-white,2.4
sammie-coates,2.2
josh-malone,2.2
victor-bolden,2.0
justin-hardee,2.0
cam-phillips,1.9
damiere-byrd,1.8
keon-hatcher,1.8
darvin-kidsy,1.8
allen-lazard,1.7
marcus-kemp,1.7
jamal-agnew,1.7
justin-watson,1.5
jmon-moore,1.5
jehu-chesson,1.3
darrius-heyward-bey,1.2
nick-williams,0.0
markus-wheaton,0.0
matthew-slater,0.0
brandon-tate,0.0
mike-wallace,0.0
deante-burton,0.0
lance-lenoir,0.0
isaiah-ford,0.0
tanner-mcevoy,0.0
malachi-dupre,0.0
brendan-langley,0.0
stacy-coley,0.0
janarion-grant,0.0
cam-sims,0.0
damari-scott,0.0
chris-lacy,0.0
daurice-fountain,0.0
quadree-henderson,0.0
steven-dunbar,0.0
saeed-blacknall,0.0
rico-gafford,0.0
steven-mitchell,0.0
geremy-davis,0.0
duron-carter,0.0
bradley-marquez,0.0
ty-montgomery,0.0
freddie-martino,0.0
mike-thomas,0.0
trevor-davis,0.0
johnny-holton,0.0
jaydon-mickens,0.0
mose-frazier,0.0
keenan-reynolds,0.0
alonzo-russell,0.0
pharoh-cooper,0.0
jj-jones,-0.7
rod-streater,-1.1
kaelin-clay,-2.0
riley-mccarron,-2.0
jojo-natson,-2.0
