name,MISC_FPTS
cooper-kupp,439.5
davante-adams,344.3
deebo-samuel,339.0
justin-jefferson,330.4
jamarr-chase,304.6
tyreek-hill,296.5
stefon-diggs,285.5
diontae-johnson,274.4
mike-evans,262.5
hunter-renfrow,259.1
keenan-allen,257.8
mike-williams-wr,246.6
jaylen-waddle,245.8
dk-metcalf,244.3
chris-godwin,242.4
tyler-lockett,241.4
michael-pittman,238.6
dj-moore-wr,237.5
ceedee-lamb,232.8
brandin-cooks,231.8
amonra-stbrown,227.3
marquise-brown,226.3
darnell-mooney,219.7
tee-higgins,219.1
terry-mclaurin,213.5
christian-kirk,207.6
amari-cooper,202.5
adam-thielen,199.8
jakobi-meyers,186.3
devonta-smith,185.6
tyler-boyd,183.8
aj-brown,180.9
kendrick-bourne,180.5
marvin-jones,180.2
brandon-aiyuk,170.3
van-jefferson,168.2
chase-claypool,166.6
russell-gage,163.0
cole-beasley,159.3
kj-osborn,158.5
aj-green,156.8
tim-patrick,156.4
marquez-callaway,151.8
courtland-sutton,150.2
cedrick-wilson,147.8
deandre-hopkins,147.2
allen-lazard,142.5
mecole-hardman,140.9
robbie-robby,138.5
elijah-moore,138.2
robert-woods,137.2
jarvis-landry,133.0
kalif-raymond,132.4
emmanuel-sanders,131.7
odell-beckham,129.1
laviska-shenault,127.0
byron-pringle,126.8
gabriel-davis,125.9
braxton-berrios,121.1
antonio-brown,121.1
quez-watkins,116.0
deonte-harty,113.1
jamison-crowder,109.7
donovan-peoples-jones,109.7
rondale-moore,109.1
bryan-edwards,109.1
nick-westbrook,107.6
zay-jones,105.9
corey-davis,105.2
devante-parker,103.5
rashod-bateman,103.5
nelson-agholor,103.4
jalen-guyton,97.2
zach-pascal,94.5
randall-cobb,93.6
josh-palmer,92.9
michael-gallup,91.5
olamide-zaccheaus,89.8
kenny-golladay,89.1
trequan-smith,87.7
allen-robinson,87.0
marquez-valdesscantling,87.0
freddie-swain,86.5
deandre-carter,86.5
jerry-jeudy,85.0
henry-ruggs,84.5
nico-collins,83.6
kadarius-toney,82.4
laquon-treadwell,82.4
jauan-jennings,82.2
josh-reynolds,80.6
julio-jones,80.4
adam-humphries,79.3
keelan-cole,78.9
jalen-reagor,78.1
sterling-shepard,77.7
devin-duvernay,77.2
jamal-agnew,76.0
desean-jackson,75.8
ty-hilton,74.1
tyler-johnson,72.0
calvin-ridley,71.1
sammy-watkins,70.4
demarcus-robinson,69.4
danny-amendola,68.8
darius-slayton,68.6
ray-ray-mccloud-iii,66.2
james-washington,65.8
chester-rogers,65.0
damiere-byrd,64.9
chris-conley,64.6
mack-hollins,60.3
antoine-wesley,57.8
rashard-higgins,57.5
marquise-goodwin,57.2
chris-moore,55.7
isaiah-mckenzie,52.5
tavon-austin,51.4
liljordan-humphrey,49.9
quintez-cephus,49.4
brandon-zylstra,49.0
cam-sims,48.8
albert-wilson,48.0
tajae-sharpe,48.0
ashton-dulin,45.5
malik-turner,44.9
cyril-grayson,44.6
john-ross,41.0
isaiah-ford,40.1
jakeem-grant,39.5
kendall-hinton,38.5
james-proche-ii,36.2
juju-smith-schuster,34.8
greg-ward,34.6
dj-chark,34.4
noah-brown,34.4
breshad-perriman,33.4
anthony-schwartz,33.4
terrace-marshall,32.8
mohamed-sanu,32.7
parris-campbell,32.2
khadarel-hodge,30.7
ihmir-smith-marsette,28.6
nkeal-harry,28.4
dee-eskridge,28.3
dyami-brown,28.1
dante-pettis,25.3
marcus-johnson,24.8
ben-skowronek,24.3
trent-sherfield,23.7
collin-johnson,21.5
denzel-mims,21.3
trinity-benson,20.3
equanimeous-st-brown,20.2
kristian-wilkerson,20.2
jeff-smith,19.2
scott-miller,19.1
