name,MISC_FPTS
michael-thomas-wr,374.6
chris-godwin,276.1
julio-jones,274.1
cooper-kupp,270.5
deandre-hopkins,269.5
keenan-allen,261.5
julian-edelman,256.3
allen-robinson,254.9
kenny-golladay,248.0
amari-cooper,246.5
devante-parker,246.2
jarvis-landry,237.4
tyler-lockett,235.2
robert-woods,232.9
mike-evans,232.7
dj-moore-wr,230.5
dj-chark,225.8
tyler-boyd,222.9
courtland-sutton,222.4
john-brown,219.8
aj-brown,217.1
michael-gallup,212.7
davante-adams,212.7
stefon-diggs,212.1
odell-beckham,201.3
jamison-crowder,197.7
calvin-ridley,197.0
marvin-jones,193.9
terry-mclaurin,191.9
emmanuel-sanders,190.3
deebo-samuel,189.1
tyreek-hill,188.3
dk-metcalf,187.1
cole-beasley,184.8
larry-fitzgerald,177.4
curtis-samuel,171.7
darius-slayton,170.0
christian-kirk,168.2
diontae-johnson,163.1
robbie-robby,162.3
mike-williams-wr,161.3
dede-westbrook,156.7
chris-conley,156.5
randall-cobb,154.9
golden-tate,152.2
marquise-brown,146.4
tyrell-williams,143.1
sterling-shepard,141.8
danny-amendola,140.6
sammy-watkins,138.5
breshad-perriman,138.1
zach-pascal,135.3
will-fuller,134.0
james-washington,133.5
hunter-renfrow,133.5
anthony-miller,127.5
ty-hilton,125.1
mohamed-sanu,124.1
alshon-jeffery,122.2
kenny-stills,120.1
mecole-hardman,119.5
brandin-cooks,117.5
corey-davis,115.1
adam-thielen,114.4
juju-smith-schuster,113.2
steven-sims,109.5
allen-lazard,102.8
auden-tate,101.5
demarcus-robinson,100.9
phillip-dorsett,100.8
russell-gage,98.8
kendrick-bourne,97.8
alex-erickson,96.2
willie-snead,95.1
john-ross,95.0
nelson-agholor,94.0
preston-williams,90.8
taylor-gabriel,90.3
albert-wilson,89.4
adam-humphries,86.5
ted-ginn-jr,85.9
demaryius-thomas,85.3
allen-hurns,83.6
marquez-valdesscantling,83.3
tajae-sharpe,81.9
olabisi-johnson,79.0
keelan-cole,78.7
geronimo-allison,75.4
josh-gordon,74.7
damiere-byrd,71.9
trequan-smith,71.4
kelvin-harmon,66.9
cody-latimer,66.0
paul-richardson,64.5
daesean-hamilton,63.7
isaiah-mckenzie,63.3
jakobi-meyers,61.9
josh-reynolds,61.9
seth-roberts,60.1
greg-ward,59.9
david-moore,59.6
jarius-wright,56.9
marcus-johnson,56.7
pharoh-cooper,55.5
keke-coutee,52.8
trey-quinn,51.8
miles-boykin,50.8
zay-jones,48.9
vyncint-smith,48.7
isaiah-ford,48.5
jaron-brown,48.0
tavon-austin,47.4
bennie-fowler,46.3
keesean-johnson,46.0
jakeem-grant,45.9
chester-rogers,45.7
malik-turner,45.5
justin-watson,42.9
javon-wims,42.6
scott-miller,40.6
jake-kumerow,39.9
marvin-hall,39.8
nkeal-harry,39.4
justin-hardy,38.5
parris-campbell,38.1
marquise-goodwin,38.1
damion-ratley,38.0
tim-patrick,37.8
desean-jackson,36.9
andy-isabella,35.4
byron-pringle,35.0
duke-williams,34.6
dante-pettis,34.5
laquon-treadwell,33.4
jj-arcega-whiteside,32.9
dontrelle-inman,30.1
kalif-raymond,29.5
trevor-davis,28.4
richie-james,26.4
deandre-carter,25.2
keelan-doss,24.3
mack-hollins,22.5
devin-smith,22.3
deon-cain,21.4
