name,MISC_FPTS
justin-jefferson,304.6
davante-adams,285.5
tyreek-hill,281.7
stefon-diggs,266.2
aj-brown,255.6
ceedee-lamb,248.1
jaylen-waddle,221.7
amonra-stbrown,214.6
amari-cooper,208.0
devonta-smith,207.1
christian-kirk,199.9
jamarr-chase,198.9
tyler-lockett,195.3
terry-mclaurin,190.5
brandon-aiyuk,188.8
mike-evans,186.9
tee-higgins,185.7
dk-metcalf,181.8
garrett-wilson,174.2
chris-godwin,170.8
jerry-jeudy,170.7
dj-moore-wr,167.6
michael-pittman,167.0
cooper-kupp,163.9
chris-olave,162.2
zay-jones,157.1
gabriel-davis,147.6
jakobi-meyers,146.8
juju-smith-schuster,146.3
tyler-boyd,146.0
adam-thielen,145.0
mike-williams-wr,145.0
allen-lazard,144.8
curtis-samuel,144.3
christian-watson,143.6
drake-london,142.6
george-pickens,140.5
deebo-samuel,140.4
diontae-johnson,137.7
donovan-peoples-jones,136.6
josh-palmer,133.3
keenan-allen,131.0
courtland-sutton,127.4
mack-hollins,125.7
kj-osborn,125.6
marquise-brown,122.5
deandre-hopkins,119.7
parris-campbell,117.6
brandin-cooks,117.1
jahan-dotson,113.1
darius-slayton,105.4
richie-james,104.0
marquez-valdesscantling,101.4
isaiah-mckenzie,98.8
russell-gage,98.1
devin-duvernay,97.6
marvin-jones,93.9
noah-brown,93.0
kalif-raymond,92.7
alec-pierce,91.8
chris-moore,91.1
olamide-zaccheaus,90.0
deandre-carter,89.3
robert-woods,89.2
devante-parker,87.4
greg-dortch,87.1
rashid-shaheed,86.5
michael-gallup,85.9
josh-reynolds,84.9
dj-chark,83.2
chase-claypool,82.0
isaiah-hodgins,81.7
corey-davis,81.6
darnell-mooney,81.5
mecole-hardman,81.3
romeo-doubs,80.6
demarcus-robinson,79.8
nico-collins,78.6
marquise-goodwin,76.7
treylon-burks,71.6
kendrick-bourne,70.8
nick-westbrook,70.2
elijah-moore,69.6
terrace-marshall,69.0
trent-sherfield,68.7
allen-robinson,68.4
quez-watkins,68.0
rondale-moore,67.4
van-jefferson,66.9
jauan-jennings,65.1
ben-skowronek,64.8
randall-cobb,64.7
hunter-renfrow,61.0
jamal-agnew,60.8
nelson-agholor,59.7
laviska-shenault,59.2
julio-jones,58.4
dante-pettis,55.7
trenton-irwin,55.7
tyquan-thornton,55.3
equanimeous-st-brown,54.2
tutu-atwell,54.2
ray-ray-mccloud-iii,51.1
justin-watson,51.0
shi-smith,50.6
aj-green,49.6
kadarius-toney,49.3
braxton-berrios,48.7
jarvis-landry,47.7
rashod-bateman,46.0
damiere-byrd,45.3
kendall-hinton,44.4
trequan-smith,43.3
michael-thomas-wr,43.1
robbie-robby,42.2
phillip-dorsett,41.7
wandale-robinson,40.1
sammy-watkins,38.5
brandon-powell,35.6
ashton-dulin,35.0
khadarel-hodge,34.7
david-bell,33.4
skyy-moore,32.4
amari-rodgers,31.1
scott-miller,30.8
velus-jones,30.5
byron-pringle,30.5
dyami-brown,30.3
marquez-callaway,29.8
khalil-shakir,29.1
zach-pascal,28.5
jalen-nailor,28.4
sterling-shepard,27.9
river-cracraft,26.7
keelan-cole,25.1
steven-sims,24.4
lawrence-cager,24.3
denzel-mims,24.1
jalen-reagor,22.9
kj-hamler,22.3
nkeal-harry,21.1
cedrick-wilson,20.4
desean-jackson,19.8
breshad-perriman,18.8
tom-kennedy,18.1
jeff-smith,17.4
kenny-golladay,17.1
anthony-schwartz,16.8
samori-toure,16.7
david-sills-v,16.1
ty-hilton,15.6
jameson-williams,14.6
marcus-johnson,14.4
michael-bandy,13.9
cam-sims,12.9
dax-milne,12.7
jalen-virgil,12.5
brandon-johnson,11.2
john-brown,10.7
dee-eskridge,10.3
gunner-olszewski,9.7
freddie-swain,9.4
james-proche-ii,9.2
jamison-crowder,9.0
trent-taylor,8.7
jake-kumerow,8.4
kevin-white,8.4
deven-thompkins,8.3
andre-baccellia,8.0
kyle-philips,7.8
mike-strachan,7.4
jalen-guyton,7.4
laquon-treadwell,7.2
cody-hollister,6.9
mike-thomas,6.8
chris-conley,6.6
cole-beasley,6.5
michael-woods-ii,6.5
racey-mcmath,5.4
tylan-wallace,5.3
tim-jones,4.5
simi-fehoko,3.9
tyrie-cleveland,3.8
jaelon-darden,3.8
daylen-baldwin,3.5
penny-hart,3.5
dezmon-patmon,3.4
dareke-young,3.4
montrell-washington,3.2
andy-isabella,3.2
pharoh-cooper,3.1
cade-johnson,3.1
liljordan-humphrey,3.0
bryan-edwards,3.0
keith-kirkwood,2.8
dennis-houston,2.6
dj-turner,2.6
quintez-cephus,2.5
nsimba-webster,2.4
danny-gray,2.4
austin-trammell,2.3
juwann-winfree,2.2
jalen-tolbert,2.2
miles-boykin,2.1
frank-darby,2.0
tyron-johnson,1.3
maurice-alexander,1.2
