name,MISC_FPTS
tyler-badie,8.9
ty-montgomery,8.8
keshawn-vaughn,8.7
tony-jones,7.9
jaret-patterson,7.8
ronnie-rivers,7.5
myles-gaskin,7.4
david-johnson-rb,7.1
trayveon-williams,7.0
zamir-white,7.0
isaiah-spiller,6.9
julius-chestnut,6.8
spencer-brown,6.3
patrick-taylor,5.3
trestan-ebner,5.2
anthony-mcfarland,5.1
dwayne-washington,5.0
larry-rountree-iii,4.3
jonathan-ward,4.2
dernest-johnson,3.9
giovani-bernard,3.7
jakob-johnson,3.5
adam-prentice,3.3
mike-davis-rb,3.2
michael-burton,2.8
jj-taylor,2.2
ty-chandler,2.0
trey-sermon,1.9
keith-smith,1.5
demetric-felton,1.4
devine-ozigbo,1.2
godwin-igwebuike,1.2
jerome-ford,1.2
tyson-williams,1.0
reggie-bonnafon,0.8
kylin-hill,0.7
duke-johnson,0.4
damien-williams,0.2
jordan-howard,0.1
mike-weber,0.0
darwin-thompson,0.0
qadree-ollison,0.0
cullen-gillaspia,0.0
lamical-perine,0.0
derrick-gore,0.0
jake-bargas,0.0
jermar-jefferson,0.0
chris-myarick,0.0
jason-huntley,0.0
rico-dowdle,0.0
kirk-merritt,0.0
andrew-beck,0.0
khari-blasingame,0.0
sandro-platzgummer,0.0
kennedy-brooks,0.0
austin-walter,0.0
mohamed-ibrahim,0.0
john-lovett,0.0
brittain-brown,0.0
troy-hairston-ii,0.0
aaron-shampklin,0.0
tyjae-spears,0.0
roschon-johnson,0.0
dewayne-mcbride,0.0
evan-hull,0.0
abram-smith,0.0
clint-ratkovich,0.0
sean-tucker,0.0
greg-bell,0.0
kendre-miller,0.0
israel-abanikanda,0.0
bryant-koback,0.0
chase-brown,0.0
emanuel-wilson,0.0
hunter-luepke,0.0
ellis-merriweather,0.0
jaleel-mclaughlin,0.0
ronnie-brown,0.0
owen-wright,0.0
chris-brooks,0.0
jordan-mims,0.0
deneric-prince,0.0
levi-bell,0.0
travis-dye,0.0
darius-hagans,0.0
hassan-hall,0.0
robert-burns,0.0
keaton-mitchell,0.0
xazavian-valladay,0.0
camerun-peoples,0.0
kenny-mcintosh,0.0
jacob-saylors,0.0
elijah-dotson,0.0
calvin-tyler,0.0
henry-pearson,0.0
emari-demercado,0.0
carlos-washington,0.0
khalan-laborn,0.0
jack-colletto,0.0
tyler-hoosman,0.0
jordan-byrd,0.0
sarodorick-thompson,0.0
derek-parish,0.0
lew-nichols-iii,0.0
javian-hawkins,0.0
cj-marable,0.0
tank-bigsby,0.0
sincere-mccormick,0.0
zach-charbonnet,0.0
devon-achane,0.0
bijan-robinson,0.0
zach-evans,0.0
nate-mccrary,0.0
ben-mason,0.0
gerrid-doaks,0.0
jake-funk,0.0
chris-rodriguez,0.0
deuce-vaughn,0.0
tyler-goodson,0.0
jahmyr-gibbs,0.0
jashaun-corbin,0.0
eric-gray,0.0
jerrion-ealy,0.0
jacques-patrick,0.0
nick-bellore,0.0
chad-spann,0.0
jay-finley,0.0
shane-bannon,0.0
garrett-mills,0.0
kenjon-barner,0.0
kenny-irons,0.0
anthony-alridge,0.0
dantrell-savage,0.0
chad-simpson,0.0
samkon-gado,0.0
xavier-omon,0.0
madison-hedgecock,0.0
jeremy-mcnichols,0.0
brandin-bryant,0.0
taquan-mizzell,0.0
alex-armah,0.0
jp-holtz,0.0
patrick-laird,0.0
nick-bawden,0.0
trenton-cannon,0.0
jason-cabinda,0.0
john-kelly,0.0
tim-flanders,0.0
willie-carter,0.0
brennan-clay,0.0
aaron-dykes,0.0
taiwan-jones,-2.0
