name,MISC_FPTS
austin-ekeler,319.2
christian-mccaffrey,313.9
josh-jacobs,301.8
derrick-henry,286.3
nick-chubb,267.9
saquon-barkley,255.5
tony-pollard,229.3
jamaal-williams,219.9
aaron-jones,219.1
dalvin-cook,218.3
rhamondre-stevenson,214.6
joe-mixon,210.7
miles-sanders,206.7
najee-harris-rb,203.0
leonard-fournette,190.6
kenneth-walker-rb,189.0
travis-etienne,187.6
alvin-kamara,183.2
ezekiel-elliott,177.3
james-conner,177.2
jerick-mckinnon,168.3
dandre-swift,167.1
david-montgomery,160.7
devin-singletary,159.2
aj-dillon,153.6
raheem-mostert,152.8
dameon-pierce,151.4
tyler-allgeier,151.4
jeffery-wilson,147.5
cordarrelle-patterson,144.2
antonio-gibson,142.9
latavius-murray,140.7
cam-akers,134.8
jonathan-taylor,132.4
donta-foreman,128.5
isiah-pacheco,128.5
samaje-perine,123.1
rachaad-white,114.1
khalil-herbert,113.3
kareem-hunt,109.3
brian-robinson-jr,108.2
breece-hall,105.6
michael-carter-rb,105.5
james-cook,97.0
kenyan-drake,95.6
clyde-edwards-helaire,89.8
james-robinson,83.1
damien-harris-rb,82.4
alexander-mattison,80.9
chuba-hubbard,80.7
jaylen-warren,79.3
jk-dobbins,77.7
eno-benjamin,77.1
kenneth-gainwell,76.4
melvin-gordon,74.6
deon-jackson,69.5
dontrell-hilliard,66.7
nyheim-hines,66.4
chase-edmonds,66.2
darrell-henderson,65.0
jamycal-hasty,60.0
gus-edwards,59.3
zack-moss,59.0
joshua-kelley,57.8
rex-burkhead,52.9
zonovan-bam-knight,52.5
rashaad-penny,50.2
matt-breida,49.8
justin-jackson-rb,45.1
kyle-juszczyk,44.1
caleb-huntley,43.9
boston-scott,43.7
jd-mckissic,42.3
elijah-mitchell-rb,42.1
mark-ingram,42.1
ameer-abdullah,41.6
dare-ogunbowale,38.7
deejay-dallas,38.7
raheem-blackshear,38.0
ty-johnson,36.8
justice-hill,36.0
travis-homer,35.1
marlon-mack,34.3
javonte-williams,34.0
jordan-mason,31.8
malik-davis,31.4
alec-ingold,30.8
gary-brightwell,26.5
cj-ham,26.3
craig-reynolds,26.3
kyren-williams,26.0
avery-williams-cb,25.5
mike-boone,24.3
brandon-bolden,23.8
pierre-strong-jr,23.7
jonathan-williams,22.7
tevin-coleman,20.5
hassan-haskins,20.5
sony-michel,20.4
malcolm-brown,20.3
corey-clement,19.4
darrel-williams,19.1
reggie-gilliam,18.1
benjamin-snell-jr,17.7
derek-watt,17.7
zander-horvath,16.1
keaontay-ingram,16.1
royce-freeman,16.0
ronald-jones-ii,15.7
patrick-ricard,14.5
salvon-ahmed,13.7
phillip-lindsay,11.8
jordan-wilkins,11.7
chris-evans,11.3
kevin-harris,11.2
kene-nwangwu,10.5
snoop-conner,10.2
darrynton-evans,10.2
tyrion-davis-price,9.9
