name,MISC_FPTS
travis-kelce,254.3
george-kittle,222.5
darren-waller,221.0
zach-ertz,215.6
mark-andrews,207.2
austin-hooper,191.7
jared-cook,167.5
tyler-higbee,160.4
hunter-henry,150.2
dallas-goedert,144.7
jason-witten,139.9
mike-gesicki,136.0
greg-olsen,123.7
kyle-rudolph,113.7
jack-doyle,111.8
noah-fant,111.0
darren-fells,110.1
evan-engram,109.4
tyler-eifert,106.6
jonnu-smith,104.7
jimmy-graham,100.7
ryan-griffin,98.0
jacob-hollister,93.9
cameron-brate,91.1
gerald-everett,89.8
jordan-akins,89.8
eric-ebron,86.5
blake-jarwin,85.5
oj-howard,83.9
vance-mcdonald,83.5
tj-hockenson,80.7
dawson-knox,79.7
irv-smith-jr,79.1
hayden-hurst,76.9
kaden-smith,75.8
nick-boyle,75.1
will-dissly,73.9
foster-moreau,68.4
josh-hill-te,65.6
cj-uzomah,63.2
ricky-seals-jones,58.9
jeremy-sprinkle,56.1
delanie-walker,54.5
demetrius-harris,49.9
charles-clay,47.7
james-oshaughnessy,41.3
maxx-williams,41.2
rhett-ellison,40.7
anthony-firkser,40.4
logan-thomas,39.3
marcedes-lewis,36.6
ross-dwelley,36.1
ian-thomas,35.6
benjamin-watson,34.3
nick-vannett,33.6
dan-arnold,32.7
derek-carrier,32.5
matt-lacosse,32.1
jeff-heuerman,31.4
jesse-james,30.2
jaeden-graham,29.9
nick-oleary,29.9
vernon-davis,28.3
seth-devalve,26.0
robert-tonyan,26.0
andrew-beck,24.5
hale-hentges,24.3
joshua-perkins,23.7
ryan-izzo,23.4
virgil-green,22.8
trey-burton,22.4
mycole-pruitt,21.0
jesper-horsted,20.7
daniel-brown,20.2
geoff-swaim,19.5
tommy-sweeney,19.4
tyler-kroft,19.1
ben-braunecker,17.9
mo-alie-cox,17.3
adam-shaheen,16.4
jp-holtz,16.1
stephen-carlson,16.1
luke-willson,15.9
troy-fumagalli,15.8
david-njoku,15.1
blake-bell,14.7
tyler-conklin,13.8
durham-smythe,13.5
luke-stocker,13.3
lee-smith,13.1
clive-walford,10.1
cethan-carter,9.3
drew-sample,8.0
lance-kendricks,8.0
deon-yelder,8.0
ross-travis,7.1
trevon-wesco,6.9
johnny-mundt,6.6
pharaoh-brown,4.7
tanner-hudson,4.6
josh-oliver,4.5
eric-saubert,4.1
codey-mcelroy,4.0
isaac-nauta,3.3
scott-simonson,3.1
levine-toilolo,3.0
sean-culkin,2.2
antony-auclair,2.1
chris-manhertz,2.1
ben-koyack,1.9
jordan-thomas,1.8
chris-herndon-iv,1.7
dalton-schultz,1.6
tyrone-swoopes,1.5
charles-jones,1.5
zach-gentry,1.4
darrell-daniels,1.4
xavier-grimble,1.3
eric-tomlinson,1.1
matthew-orzech,0.0
jace-sternberger,0.0
carson-meier,0.0
logan-paulsen,0.0
kelvin-benjamin,0.0
jordan-matthews,0.0
richard-rodgers,0.0
erik-swoope,0.0
garrett-celek,0.0
jordan-reed,0.0
dion-sims,0.0
antonio-gates,0.0
clark-harris,0.0
jermaine-gresham,0.0
ed-dickson,0.0
rob-gronkowski,0.0
kendall-blanton,0.0
jake-butt,0.0
mason-schreck,0.0
jason-croom,0.0
evan-baylis,0.0
jason-vander-laan,0.0
alex-ellis,0.0
zach-wood,0.0
cole-wick,0.0
alan-cross,0.0
mitchell-loewen,0.0
donnie-ernsberger,0.0
garrett-dickerson,0.0
brandon-dillon,0.0
taysom-hill,0.0
jordan-franks,0.0
james-looney,0.0
jerome-cunningham,0.0
kyle-nelson,0.0
devin-funchess,0.0
david-morgan-ii,0.0
kevin-mcdermott,0.0
beau-brinkley,0.0
james-winchester,0.0
tyler-ott,0.0
patrick-scales,0.0
andrew-depaola,0.0
bronson-kaufusi,0.0
stephen-anderson,0.0
jerell-adams,0.0
david-grinnage,0.0
matt-lengel,0.0
neal-sterling,0.0
khari-lee,0.0
brian-parker,0.0
