name,MISC_FPTS
travis-kelce,205.8
george-kittle,180.0
darren-waller,176.0
mark-andrews,175.2
zach-ertz,171.6
austin-hooper,154.2
jared-cook,146.0
tyler-higbee,125.9
hunter-henry,122.7
dallas-goedert,115.7
mike-gesicki,110.5
jason-witten,108.4
greg-olsen,97.7
kyle-rudolph,94.2
darren-fells,93.1
noah-fant,91.0
jack-doyle,90.3
evan-engram,87.4
jonnu-smith,87.2
tyler-eifert,85.1
jimmy-graham,81.7
ryan-griffin,81.0
jacob-hollister,73.4
cameron-brate,73.1
jordan-akins,71.8
gerald-everett,71.3
eric-ebron,71.0
blake-jarwin,70.0
oj-howard,66.9
dawson-knox,65.7
tj-hockenson,64.7
vance-mcdonald,64.5
will-dissly,62.4
hayden-hurst,61.9
irv-smith-jr,61.1
kaden-smith,60.3
nick-boyle,59.6
foster-moreau,57.9
josh-hill-te,53.1
ricky-seals-jones,51.9
cj-uzomah,49.7
delanie-walker,44.0
jeremy-sprinkle,43.1
demetrius-harris,42.4
charles-clay,38.7
james-oshaughnessy,34.3
maxx-williams,33.7
anthony-firkser,33.4
rhett-ellison,31.7
logan-thomas,31.3
marcedes-lewis,29.1
dan-arnold,28.7
ross-dwelley,28.6
ian-thomas,27.6
derek-carrier,26.0
benjamin-watson,25.8
matt-lacosse,25.6
jaeden-graham,25.4
nick-vannett,25.1
jeff-heuerman,24.4
nick-oleary,23.4
vernon-davis,23.3
jesse-james,22.2
robert-tonyan,21.0
ryan-izzo,20.4
hale-hentges,20.3
seth-devalve,20.0
andrew-beck,20.0
joshua-perkins,19.2
virgil-green,18.3
mycole-pruitt,18.0
jesper-horsted,16.7
daniel-brown,16.7
tyler-kroft,16.1
tommy-sweeney,15.4
trey-burton,15.4
ben-braunecker,14.9
stephen-carlson,13.6
mo-alie-cox,13.3
geoff-swaim,13.0
troy-fumagalli,12.8
jp-holtz,12.6
david-njoku,12.6
adam-shaheen,11.9
luke-willson,11.9
lee-smith,11.1
blake-bell,10.7
durham-smythe,10.0
tyler-conklin,9.8
luke-stocker,9.3
cethan-carter,8.3
clive-walford,8.1
deon-yelder,6.5
lance-kendricks,6.5
trevon-wesco,5.9
drew-sample,5.5
ross-travis,5.1
johnny-mundt,4.6
pharaoh-brown,3.7
tanner-hudson,3.6
codey-mcelroy,3.5
eric-saubert,3.1
josh-oliver,3.0
isaac-nauta,2.3
scott-simonson,2.1
levine-toilolo,2.0
sean-culkin,1.7
chris-manhertz,1.6
antony-auclair,1.6
ben-koyack,1.4
jordan-thomas,1.3
chris-herndon-iv,1.2
dalton-schultz,1.1
tyrone-swoopes,1.0
charles-jones,1.0
zach-gentry,0.9
darrell-daniels,0.9
xavier-grimble,0.8
eric-tomlinson,0.6
matthew-orzech,0.0
jace-sternberger,0.0
carson-meier,0.0
logan-paulsen,0.0
kelvin-benjamin,0.0
jordan-matthews,0.0
richard-rodgers,0.0
erik-swoope,0.0
garrett-celek,0.0
jordan-reed,0.0
dion-sims,0.0
antonio-gates,0.0
clark-harris,0.0
jermaine-gresham,0.0
ed-dickson,0.0
rob-gronkowski,0.0
kendall-blanton,0.0
jake-butt,0.0
mason-schreck,0.0
jason-croom,0.0
evan-baylis,0.0
jason-vander-laan,0.0
alex-ellis,0.0
zach-wood,0.0
cole-wick,0.0
alan-cross,0.0
mitchell-loewen,0.0
donnie-ernsberger,0.0
garrett-dickerson,0.0
brandon-dillon,0.0
taysom-hill,0.0
jordan-franks,0.0
james-looney,0.0
jerome-cunningham,0.0
kyle-nelson,0.0
devin-funchess,0.0
david-morgan-ii,0.0
kevin-mcdermott,0.0
beau-brinkley,0.0
james-winchester,0.0
tyler-ott,0.0
patrick-scales,0.0
andrew-depaola,0.0
bronson-kaufusi,0.0
stephen-anderson,0.0
jerell-adams,0.0
david-grinnage,0.0
matt-lengel,0.0
neal-sterling,0.0
khari-lee,0.0
brian-parker,0.0
