name,MISC_FPTS
tyreek-hill,284.5
deandre-hopkins,276.0
davante-adams,274.1
antonio-brown,271.7
julio-jones,269.4
michael-thomas-wr,253.0
adam-thielen,250.8
mike-evans,241.4
juju-smith-schuster,241.4
robert-woods,222.6
stefon-diggs,215.3
keenan-allen,211.6
brandin-cooks,203.2
ty-hilton,201.0
tyler-lockett,193.9
odell-beckham,191.9
tyler-boyd,183.1
amari-cooper,178.0
jarvis-landry,176.6
calvin-ridley,174.8
kenny-golladay,172.1
julian-edelman,170.4
emmanuel-sanders,162.7
mike-williams-wr,158.7
chris-godwin,155.7
alshon-jeffery,152.8
larry-fitzgerald,151.2
corey-davis,151.1
adam-humphries,150.7
sterling-shepard,149.5
mohamed-sanu,149.4
golden-tate,145.9
dede-westbrook,140.5
zay-jones,137.2
nelson-agholor,133.4
robbie-robby,131.4
desean-jackson,130.8
dj-moore-wr,129.5
demaryius-thomas,127.2
aj-green,126.4
allen-robinson,125.8
jordy-nelson,125.2
john-brown,122.9
taylor-gabriel,118.4
josh-gordon,118.2
cole-beasley,117.7
tyrell-williams,117.3
curtis-samuel,117.3
doug-baldwin,116.8
kenny-stills,115.9
courtland-sutton,115.3
cooper-kupp,115.1
antonio-callaway,110.8
donte-moncrief,106.8
michael-crabtree,105.7
anthony-miller,103.7
willie-snead,103.4
christian-kirk,102.0
devin-funchess,100.9
rashard-higgins,98.7
marvin-jones,98.3
danny-amendola,97.9
sammy-watkins,95.1
kendrick-bourne,93.7
marquez-valdesscantling,92.0
chester-rogers,90.6
will-fuller,90.3
dante-pettis,90.0
chris-hogan,88.7
david-moore,88.0
josh-doctson,87.2
trequan-smith,86.7
robert-foster,85.6
josh-reynolds,85.5
seth-roberts,84.4
albert-wilson,83.8
michael-gallup,81.2
jarius-wright,76.1
marquise-goodwin,75.9
chris-conley,75.4
john-ross,74.4
keelan-cole,70.1
taywan-taylor,69.1
jamison-crowder,68.3
quincy-enunwa,67.9
randall-cobb,67.3
phillip-dorsett,65.9
demarcus-robinson,63.8
dontrelle-inman,62.4
jermaine-kearse,61.6
aldrick-robinson,61.6
tajae-sharpe,58.2
ryan-grant,56.9
kelvin-benjamin,56.5
breshad-perriman,54.2
laquon-treadwell,53.7
jaron-brown,53.6
zach-pascal,53.3
geronimo-allison,52.3
jordan-matthews,52.0
allen-hurns,51.5
ryan-switzer,51.4
daesean-hamilton,51.3
jakeem-grant,49.8
paul-richardson,49.1
devante-parker,48.9
tim-patrick,48.7
keke-coutee,48.7
pierre-garcon,46.6
maurice-harris,45.4
terrelle-pryor,45.1
bruce-ellington,44.1
ted-ginn-jr,44.0
equanimeous-st-brown,43.8
isaiah-mckenzie,43.5
trent-taylor,42.5
torrey-smith,41.5
tj-jones,40.5
keith-kirkwood,39.4
chris-moore,36.8
trent-sherfield,36.5
martavis-bryant,36.4
russell-shepard,35.8
james-washington,35.7
tavon-austin,35.5
travis-benjamin,34.7
bennie-fowler,33.9
chad-williams,32.5
justin-hardy,32.3
brandon-lafell,31.5
deandre-carter,31.3
cody-latimer,30.5
cody-core,30.5
marcell-ateman,28.9
alex-erickson,26.9
josh-bellamy,26.7
austin-carr,26.2
marvin-hall,25.9
brandon-marshall,25.1
deonte-thompson,24.6
michael-floyd,23.0
andre-holmes,22.7
dj-chark,22.4
richie-james,21.5
damion-ratley,20.9
jake-kumerow,20.3
cameron-meredith,19.9
andy-jones,19.5
deontay-burnett,19.3
marcus-johnson,19.0
andre-roberts,18.9
brandon-powell,18.8
trey-quinn,18.0
leonte-carroo,17.8
vyncint-smith,17.6
darius-jennings,16.6
eli-rogers,15.5
brice-butler,15.0
tommylee-lewis,12.5
cameron-batson,12.3
kevin-white,11.2
deanthony-thomas,11.0
corey-coleman,10.1
jj-nelson,9.9
russell-gage,9.3
kamar-aiken,8.3
dwayne-harris,8.2
noah-brown,7.9
derrick-willies,7.6
bobo-wilson,7.2
rashad-greene,7.0
jawill-davis,6.0
chad-beebe,5.9
auden-tate,5.5
shelton-gibson,5.3
javon-wims,5.2
jalen-tolliver,5.2
rishard-matthews,4.9
ray-ray-mccloud-iii,4.5
justin-hunter,3.6
charone-peake,3.5
brian-quick,3.3
malik-turner,3.0
river-cracraft,2.9
brandon-zylstra,2.8
terrance-williams,2.8
gehrig-dieter,2.7
khadarel-hodge,2.7
tim-white,1.9
jamal-agnew,1.7
jeremy-kerley,1.7
josh-malone,1.7
sammie-coates,1.7
victor-bolden,1.5
justin-hardee,1.5
cam-phillips,1.4
damiere-byrd,1.3
keon-hatcher,1.3
darvin-kidsy,1.3
allen-lazard,1.2
marcus-kemp,1.2
justin-watson,1.0
jehu-chesson,0.8
darrius-heyward-bey,0.7
jmon-moore,0.5
nick-williams,0.0
markus-wheaton,0.0
matthew-slater,0.0
brandon-tate,0.0
mike-wallace,0.0
deante-burton,0.0
lance-lenoir,0.0
isaiah-ford,0.0
tanner-mcevoy,0.0
malachi-dupre,0.0
brendan-langley,0.0
stacy-coley,0.0
janarion-grant,0.0
cam-sims,0.0
damari-scott,0.0
chris-lacy,0.0
daurice-fountain,0.0
quadree-henderson,0.0
steven-dunbar,0.0
saeed-blacknall,0.0
rico-gafford,0.0
steven-mitchell,0.0
geremy-davis,0.0
duron-carter,0.0
bradley-marquez,0.0
ty-montgomery,0.0
freddie-martino,0.0
mike-thomas,0.0
trevor-davis,0.0
johnny-holton,0.0
jaydon-mickens,0.0
mose-frazier,0.0
keenan-reynolds,0.0
alonzo-russell,0.0
pharoh-cooper,0.0
rod-streater,-1.1
jj-jones,-1.2
kaelin-clay,-2.0
riley-mccarron,-2.0
jojo-natson,-2.0
