name,MISC_FPTS
mark-andrews,247.6
travis-kelce,216.8
dalton-schultz,169.8
george-kittle,162.5
zach-ertz,143.7
rob-gronkowski,143.7
kyle-pitts,142.6
dawson-knox,139.6
hunter-henry,139.3
dallas-goedert,137.0
mike-gesicki,128.5
noah-fant,125.0
pat-freiermuth,121.7
tyler-higbee,116.5
tj-hockenson,114.8
jared-cook,108.4
tyler-conklin,107.8
darren-waller,106.0
cj-uzomah,103.8
gerald-everett,93.8
cole-kmet,91.2
david-njoku,89.6
evan-engram,79.5
austin-hooper,73.5
foster-moreau,70.3
mo-alie-cox,67.6
jack-doyle,64.7
cameron-brate,63.5
albert-okwuegbunam,59.5
dan-arnold,58.3
anthony-firkser,56.1
geoff-swaim,54.5
ricky-seals-jones,54.1
jonnu-smith,53.4
durham-smythe,53.0
harrison-bryant,51.8
ryan-griffin,51.6
hayden-hurst,51.1
adam-trautman,49.8
josiah-deguara,49.0
donald-parham,49.0
kyle-rudolph,46.7
juwan-johnson,46.4
brevin-jordan,45.8
logan-thomas,44.6
jimmy-graham,43.7
tommy-tremble,43.1
mycole-pruitt,41.5
robert-tonyan,41.4
john-bates,40.9
will-dissly,39.6
james-oshaughnessy,38.4
maxx-williams,33.3
marcedes-lewis,32.9
tyler-kroft,31.3
stephen-anderson,30.5
brock-wright,29.7
jordan-akins,29.7
ian-thomas,27.8
blake-jarwin,27.1
pharaoh-brown,26.6
eric-ebron,26.5
oj-howard,26.5
zach-gentry,26.2
nick-vannett,23.8
lee-smith,17.0
adam-shaheen,17.0
kylen-granson,16.1
chris-manhertz,16.1
jacob-hollister,16.0
jesse-james,15.7
jesper-horsted,15.1
tommy-sweeney,14.9
eric-saubert,14.7
blake-bell,14.2
drew-sample,13.6
antony-auclair,13.2
ross-dwelley,13.1
noah-gray,13.1
chris-herndon-iv,12.0
josh-oliver,11.1
sean-mckeon,10.7
tyree-jackson,9.7
chris-myarick,9.2
luke-farrell,9.1
charlie-woerner,7.7
tre-mckitty,7.5
parker-hesse,6.8
darren-fells,6.3
garrett-griffin,5.9
colby-parkinson,5.8
kendall-blanton,5.7
tyler-davis,5.5
trevon-wesco,5.0
shane-zylstra,4.9
kaden-smith,4.8
jeremy-sprinkle,4.6
tommy-hudson,4.6
kenny-yeboah,4.6
dominique-dafney,4.4
jack-stoll,4.2
daniel-brown,3.9
mitchell-wilcox,3.1
cethan-carter,2.6
demetrius-harris,2.5
derek-carrier,2.3
luke-stocker,2.2
richard-rodgers,2.1
kevin-rader,1.8
ethan-wolf,1.8
johnny-mundt,1.4
brycen-hopkins,1.4
hunter-long,1.3
eric-tomlinson,1.2
nick-boyle,0.7
deon-yelder,0.5
darrell-daniels,0.5
daniel-helm,0.4
andrew-beck,0.0
jody-fortson,0.0
giovanni-ricci,0.0
matthew-orzech,0.0
reggie-gilliam,0.0
rashod-berry,0.0
ben-ellefson,0.0
antonio-gandy-golden,0.0
jared-pinkney,0.0
noah-togiai,0.0
stephen-sullivan,0.0
farrod-green,0.0
feleipe-franks,0.0
miller-forristall,0.0
jake-hausmann,0.0
nick-ralston,0.0
jacob-harris,0.0
briley-moore,0.0
sammis-reyes,0.0
clark-harris,0.0
jp-holtz,0.0
codey-mcelroy,0.0
taysom-hill,0.0
colin-thompson,0.0
james-winchester,0.0
patrick-scales,0.0
andrew-depaola,0.0
