name,MISC_FPTS
travis-kelce,316.3
tj-hockenson,215.4
george-kittle,200.5
mark-andrews,190.5
evan-engram,176.9
tyler-higbee,152.0
pat-freiermuth,148.2
cole-kmet,147.3
taysom-hill,145.8
dalton-schultz,142.7
david-njoku,142.0
dallas-goedert,141.2
gerald-everett,139.5
dawson-knox,135.7
juwan-johnson,134.8
tyler-conklin,131.5
noah-fant,122.6
jordan-akins,116.5
zach-ertz,115.6
robert-tonyan,112.0
hayden-hurst,109.9
hunter-henry,103.9
mike-gesicki,98.2
austin-hooper,97.4
chigoziem-okonkwo,97.2
cade-otton,93.1
isaiah-likely,91.3
will-dissly,86.9
greg-dulcich,86.1
foster-moreau,85.2
darren-waller,84.8
logan-thomas,77.3
kyle-pitts,75.6
daniel-bellinger,75.0
jelani-woods,74.2
noah-gray,70.0
colby-parkinson,69.2
brock-wright,63.6
harrison-bryant,61.7
trey-mcbride,61.5
kylen-granson,61.2
cj-uzomah,56.2
irv-smith-jr,55.2
mycole-pruitt,55.0
mo-alie-cox,53.9
tommy-tremble,52.4
jonnu-smith,52.0
jake-ferguson,48.4
adam-trautman,44.7
shane-zylstra,41.0
josh-oliver,40.9
ian-thomas,40.7
durham-smythe,40.0
peyton-hendershot,39.5
johnny-mundt,39.0
cameron-brate,37.4
mitchell-wilcox,36.9
oj-howard,36.5
connor-heyward,35.8
eric-saubert,35.8
zach-gentry,32.2
john-bates,30.8
teagan-quitoriano,30.3
jody-fortson,29.8
donald-parham,29.0
eric-tomlinson,28.9
james-mitchell,28.3
brevin-jordan,26.8
marcedes-lewis,26.6
albert-okwuegbunam,25.5
josiah-deguara,24.4
geoff-swaim,23.8
pharaoh-brown,23.7
jack-stoll,23.3
tanner-hudson,23.2
dan-arnold,22.5
ko-kieft,21.0
quintin-morris,20.4
chris-myarick,19.5
ross-dwelley,19.5
anthony-firkser,19.0
giovanni-ricci,18.0
brycen-hopkins,17.9
parker-hesse,17.9
tre-mckitty,17.2
armani-rogers,14.0
grant-calcaterra,13.1
andrew-beck,11.9
kyle-rudolph,11.8
nick-vannett,11.5
chris-manhertz,10.2
blake-bell,10.0
tyler-kroft,9.7
charlie-kolar,8.9
luke-farrell,8.0
