name,MISC_FPTS
tyler-mabry,7.7
tyler-davis,6.6
trevon-wesco,6.6
stephen-sullivan,6.6
ryan-griffin,6.6
stone-smartt,5.7
ben-ellefson,5.6
kendall-blanton,5.5
jesper-horsted,4.9
maxx-williams,4.8
cole-turner,4.3
stephen-anderson,3.9
sean-mckeon,3.1
mason-schreck,2.6
devin-asiasi,2.5
jeremy-ruckert,1.8
drew-sample,1.8
tommy-sweeney,1.7
jacob-harris,1.6
richard-rodgers,1.4
mitchell-fraboni,0.0
matt-sokol,0.0
matthew-orzech,0.0
stephen-carlson,0.0
jace-sternberger,0.0
hakeem-butler,0.0
kaden-smith,0.0
daniel-helm,0.0
brandon-dillon,0.0
tyree-jackson,0.0
alize-mack,0.0
jake-bargas,0.0
tommy-hudson,0.0
nick-bowers,0.0
feleipe-franks,0.0
dalton-keene,0.0
jared-pinkney,0.0
scotty-washington,0.0
charlie-woerner,0.0
noah-togiai,0.0
lawrence-cager,0.0
reggie-gilliam,0.0
rashod-berry,0.0
chris-pierce,0.0
leroy-watson,0.0
jake-tonges,0.0
rodney-williams,0.0
dre-miller,0.0
justin-rigg,0.0
zaire-mitchell-paden,0.0
cole-fotheringham,0.0
tucker-fisk,0.0
curtis-hodges,0.0
nikola-kalinic,0.0
john-fitzpatrick,0.0
tanner-conner,0.0
gerrit-prince,0.0
nick-muse,0.0
lucas-krull,0.0
cameron-latu,0.0
andrew-ogletree,0.0
seth-green,0.0
travis-vokolek,0.0
julian-hill,0.0
johnny-lumpkin,0.0
ryan-miller,0.0
tanner-taula,0.0
nate-adkins,0.0
john-samuel-shenker,0.0
jordan-murray,0.0
princeton-fant,0.0
izaiah-gathings,0.0
ej-jenkins,0.0
thomas-greaney,0.0
brady-russell,0.0
thomas-odukoya,0.0
dalton-kincaid,0.0
luke-schoonmaker,0.0
luke-musgrave,0.0
tucker-kraft,0.0
brenton-strange,0.0
payne-durham,0.0
zack-kuntz,0.0
ben-sims,0.0
ryan-jones,0.0
leonard-taylor,0.0
joel-honigford,0.0
christian-trahan,0.0
griffin-hebert,0.0
camren-mcdonald,0.0
henry-pearson,0.0
blake-whiteheart,0.0
christian-sims,0.0
michael-ezeike,0.0
joel-wilson,0.0
derek-parish,0.0
brayden-willis,0.0
dominique-dafney,0.0
hunter-long,0.0
kenny-yeboah,0.0
nick-eubanks,0.0
miller-forristall,0.0
matt-bushman,0.0
josh-whyle,0.0
hunter-kampmoyer,0.0
zach-davidson,0.0
bernhard-seikovits,0.0
michael-jacobson,0.0
davis-allen,0.0
austin-allen,0.0
will-mallory,0.0
ben-mason,0.0
darnell-washington,0.0
sam-laporta,0.0
michael-mayer,0.0
josh-pederson,0.0
elijah-higgins,0.0
dominique-curry,0.0
drake-dunsmore,0.0
james-dearth,0.0
darnell-dinkins,0.0
derek-fine,0.0
jp-foschi,0.0
brad-cottam,0.0
jimmy-graham,0.0
marquez-branson,0.0
joey-haynos,0.0
justin-snow,0.0
keith-zinger,0.0
jacob-hollister,0.0
darrell-daniels,0.0
jp-holtz,0.0
zach-wood,0.0
troy-fumagalli,0.0
jordan-thomas,0.0
david-wells,0.0
kevin-rader,0.0
ricky-seals-jones,0.0
colin-thompson,0.0
beau-brinkley,0.0
james-winchester,0.0
tyler-ott,0.0
patrick-scales,0.0
andrew-depaola,0.0
jesse-james,0.0
nick-boyle,0.0
lachlan-pitts,0.0
