name,MISC_FPTS
travis-kelce,294.6
zach-ertz,280.3
george-kittle,258.7
eric-ebron,222.2
jared-cook,193.6
austin-hooper,163.0
kyle-rudolph,151.4
trey-burton,147.1
david-njoku,143.9
vance-mcdonald,133.0
rob-gronkowski,131.2
jimmy-graham,130.6
evan-engram,126.3
oj-howard,120.5
jordan-reed,119.8
chris-herndon-iv,113.2
mark-andrews,107.2
cj-uzomah,104.9
cameron-brate,92.9
dallas-goedert,90.4
benjamin-watson,87.0
gerald-everett,86.6
jesse-james,84.3
ian-thomas,81.3
greg-olsen,80.1
blake-jarwin,75.7
vernon-davis,75.7
antonio-gates,75.3
ricky-seals-jones,74.3
nick-vannett,73.9
jeff-heuerman,71.1
jordan-thomas,65.5
tyler-higbee,65.2
jonnu-smith,63.8
jack-doyle,60.5
rhett-ellison,60.2
geoff-swaim,56.2
matt-lacosse,55.0
ryan-griffin,54.5
levine-toilolo,53.3
jason-croom,49.9
anthony-firkser,47.5
demetrius-harris,46.4
virgil-green,46.0
james-oshaughnessy,45.4
ed-dickson,45.2
nick-boyle,44.3
luke-stocker,43.5
lance-kendricks,42.0
darren-fells,40.7
josh-hill-te,40.5
mike-gesicki,40.2
jordan-akins,39.5
tyler-eifert,38.9
charles-clay,37.4
maxx-williams,37.1
michael-roberts,37.0
will-dissly,35.6
lee-smith,35.3
hayden-hurst,35.3
erik-swoope,34.7
dan-arnold,33.0
mo-alie-cox,32.3
jordan-leggett,31.4
austin-seferian-jenkins,26.0
garrett-celek,26.0
mycole-pruitt,25.2
logan-paulsen,24.1
dalton-schultz,23.6
scott-simonson,23.6
nick-oleary,22.6
luke-willson,21.7
logan-thomas,20.3
derek-carrier,19.7
niles-paul,19.5
seth-devalve,18.4
adam-shaheen,17.8
robert-tonyan,17.7
jake-butt,16.5
jermaine-gresham,16.4
darren-waller,15.6
eric-tomlinson,15.2
jeremy-sprinkle,15.1
blake-bell,14.7
aj-derby,13.8
chris-manhertz,13.2
tyler-conklin,12.7
xavier-grimble,12.6
david-grinnage,12.1
antony-auclair,11.8
joshua-perkins,11.7
durham-smythe,11.0
matt-lengel,10.7
neal-sterling,10.7
eric-saubert,9.8
delanie-walker,9.2
jacob-hollister,9.2
david-morgan-ii,8.6
brian-parker,8.3
tyler-kroft,7.6
rico-gathers,7.5
ben-braunecker,7.2
marcedes-lewis,6.9
john-phillips,6.8
dwayne-allen,5.7
jordan-franks,5.7
orson-charles,5.3
sean-culkin,3.4
ross-dwelley,3.4
tyrone-swoopes,3.3
hakeem-valles,3.1
dion-sims,2.9
alan-cross,2.9
matt-flanagan,2.4
richard-rodgers,1.7
johnny-mundt,1.5
khari-lee,1.5
jordan-matthews,0.0
kelvin-benjamin,0.0
clark-harris,0.0
taysom-hill,0.0
shane-smith,0.0
cole-wick,0.0
mitchell-loewen,0.0
mason-schreck,0.0
darrell-daniels,0.0
garrett-dickerson,0.0
james-looney,0.0
deon-yelder,0.0
donnie-ernsberger,0.0
zach-wood,0.0
clive-walford,0.0
jerome-cunningham,0.0
kyle-nelson,0.0
devin-funchess,0.0
ben-koyack,0.0
jake-fisher,0.0
ryan-hewitt,0.0
alex-ellis,0.0
andrew-depaola,0.0
bronson-kaufusi,0.0
patrick-scales,0.0
temarrick-hemingway,0.0
kevin-mcdermott,0.0
tyler-ott,0.0
gabriel-holmes,0.0
james-winchester,0.0
daniel-brown,0.0
beau-brinkley,0.0
