name,MISC_FPTS
travis-kelce,312.8
darren-waller,278.6
logan-thomas,176.6
robert-tonyan,176.6
tj-hockenson,175.3
mark-andrews,170.1
mike-gesicki,159.3
rob-gronkowski,149.3
noah-fant,149.3
hayden-hurst,149.1
dalton-schultz,146.5
hunter-henry,145.3
jimmy-graham,143.6
eric-ebron,141.8
evan-engram,141.0
jonnu-smith,140.2
tyler-higbee,128.2
jared-cook,127.4
george-kittle,125.1
dallas-goedert,116.4
austin-hooper,113.5
irv-smith-jr,98.5
dan-arnold,96.8
gerald-everett,92.9
jordan-akins,83.7
anthony-firkser,83.7
trey-burton,83.3
tyler-eifert,82.9
mo-alie-cox,80.4
drew-sample,78.9
zach-ertz,77.5
darren-fells,76.2
chris-herndon-iv,73.7
jordan-reed,73.1
richard-rodgers,70.5
cameron-brate,68.2
dawson-knox,66.8
jacob-hollister,65.9
kyle-rudolph,65.4
jack-doyle,64.1
cole-kmet,62.0
harrison-bryant,61.8
will-dissly,61.1
durham-smythe,58.8
james-oshaughnessy,54.2
greg-olsen,53.9
david-njoku,52.3
ross-dwelley,49.5
adam-shaheen,45.0
tyler-conklin,44.4
donald-parham,43.9
pharaoh-brown,42.3
tyler-kroft,41.9
ian-thomas,40.5
jesse-james,38.9
marcedes-lewis,38.7
adam-trautman,38.1
oj-howard,37.6
nick-boyle,37.3
foster-moreau,33.0
jason-witten,31.9
ryan-izzo,30.9
nick-vannett,29.5
jace-sternberger,29.4
kaden-smith,29.2
albert-okwuegbunam,29.1
vance-mcdonald,24.9
maxx-williams,24.2
geoff-swaim,23.3
darrell-daniels,23.2
cj-uzomah,22.7
blake-bell,22.2
troy-fumagalli,22.0
mycole-pruitt,21.9
lee-smith,19.5
stephen-anderson,18.6
josh-hill-te,18.6
ryan-griffin,17.6
virgil-green,14.0
luke-stocker,13.3
devin-asiasi,11.9
demetrius-harris,11.5
chris-manhertz,11.2
deon-yelder,10.6
dominique-dafney,10.6
cethan-carter,10.3
nick-keizer,10.3
levine-toilolo,9.6
johnny-mundt,9.3
juwan-johnson,7.9
colin-thompson,7.7
jordan-thomas,7.3
jason-croom,7.3
tanner-hudson,7.1
charlie-woerner,6.6
kahale-warring,6.5
jaeden-graham,5.5
hunter-bryant,5.4
daniel-brown,5.1
eric-saubert,4.6
dalton-keene,4.6
stephen-carlson,4.1
ben-ellefson,4.0
colby-parkinson,3.6
jake-butt,2.5
derek-carrier,2.4
blake-jarwin,2.2
josiah-deguara,2.2
luke-willson,2.2
temarrick-hemingway,2.0
brandon-dillon,1.6
jeremy-sprinkle,1.6
trevon-wesco,1.5
isaac-nauta,1.3
bruce-miller,1.2
marcus-baugh,1.2
jake-bargas,0.0
farrod-green,0.0
tyler-davis,0.0
matt-sokol,0.0
nate-becker,0.0
caleb-wilson,0.0
zach-gentry,0.0
andrew-beck,0.0
hale-hentges,0.0
reggie-gilliam,0.0
lawrence-cager,0.0
sean-mckeon,0.0
tommy-stevens,0.0
noah-togiai,0.0
rashod-berry,0.0
chris-myarick,0.0
brycen-hopkins,0.0
antonio-gandy-golden,0.0
stephen-sullivan,0.0
daniel-helm,0.0
jordan-matthews,0.0
clark-harris,0.0
mason-schreck,0.0
garrett-griffin,0.0
antony-auclair,0.0
ricky-seals-jones,0.0
evan-baylis,0.0
jp-holtz,0.0
zach-wood,0.0
sean-culkin,0.0
kevin-rader,0.0
hakeem-butler,0.0
taysom-hill,0.0
kyle-nelson,0.0
beau-brinkley,0.0
ross-travis,0.0
james-winchester,0.0
tyler-ott,0.0
patrick-scales,0.0
andrew-depaola,0.0
seth-devalve,0.0
eric-tomlinson,0.0
