name,MISC_FPTS
patrick-mahomes,428.9
josh-allen-qb,412.4
jalen-hurts,384.1
joe-burrow,369.0
geno-smith,314.9
justin-fields,307.0
kirk-cousins,305.6
trevor-lawrence,303.7
daniel-jones,293.9
jared-goff,290.8
justin-herbert,290.3
tom-brady,280.5
aaron-rodgers,251.3
lamar-jackson,243.1
tua-tagovailoa,239.0
russell-wilson,236.5
derek-carr,233.0
dak-prescott,213.6
kyler-murray,207.6
marcus-mariota,205.7
davis-mills,196.6
andy-dalton,183.3
mac-jones,181.1
jacoby-brissett,174.7
jimmy-garoppolo,168.7
matt-ryan,168.3
ryan-tannehill,167.2
kenny-pickett,159.0
baker-mayfield,129.4
taylor-heinicke,121.9
carson-wentz,121.8
matthew-stafford,116.5
brock-purdy,110.3
zach-wilson,105.5
deshaun-watson,90.5
sam-darnold,89.3
mitch-trubisky,79.0
mike-white,60.6
cooper-rush,59.6
tyler-huntley,53.0
joe-flacco,51.4
jameis-winston,48.9
jarrett-stidham,45.7
phillip-walker,42.2
bailey-zappe,42.2
teddy-bridgewater,42.0
gardner-minshew,39.8
desmond-ridder,38.8
sam-ehlinger,38.6
colt-mccoy,35.7
joshua-dobbs,22.9
malik-willis,22.3
brett-rypien,22.0
davis-webb,20.8
david-blough,20.6
skylar-thompson,20.5
kyle-allen,19.9
sam-howell,19.3
john-wolford,17.8
bryce-perkins,17.5
jeff-driskel,16.7
trace-mcsorley,13.7
trey-lance,13.5
nick-mullens,12.8
tyrod-taylor,12.3
jordan-love,11.7
trevor-siemian,11.2
nathan-peterman,9.3
chris-streveler,9.0
chase-daniel,8.5
anthony-brown,7.5
nick-foles,5.7
blaine-gabbert,5.2
brian-hoyer,1.5
jacob-eason,1.4
kyle-trask,0.9
brandon-allen,0.8
josh-johnson,0.7
case-keenum,0.3
bryce-young,0.0
chase-garbers,0.0
brett-ratliff,0.0
ben-dinucci,0.0
reid-sinnett,0.0
sean-clifford,0.0
tanner-morgan,0.0
feleipe-franks,0.0
jake-luton,0.0
holton-ahlers,0.0
dorian-thompson-robinson,0.0
ian-book,0.0
jake-haener,0.0
tanner-mckee,0.0
davis-cheek,0.0
anthony-richardson,0.0
chris-oladokun,0.0
hendon-hooker,0.0
tommy-devito,0.0
clayton-tune,0.0
nathan-rourke,0.0
tyson-bagent,0.0
cephus-johnson-iii,0.0
dresser-winn,0.0
aidan-oconnell,0.0
cj-stroud,0.0
max-duggan,0.0
adrian-martinez,0.0
will-levis,0.0
malik-cunningham,0.0
matt-corral,0.0
stetson-bennett,0.0
jaren-hall,0.0
ej-perry,0.0
kellen-mond,0.0
matt-barkley,0.0
brett-smith,0.0
ben-chappell,0.0
adam-froman,0.0
hunter-cantwell,0.0
erik-ainge,0.0
shane-buechele,0.0
alex-mcgough,0.0
mason-rudolph,0.0
logan-woodside,0.0
jordan-taamu,0.0
jake-fromm,0.0
drew-lock,0.0
will-grier,0.0
easton-stick,0.0
jake-browning,0.0
cj-beathard,0.0
nate-sudfeld,-0.4
chad-henne,-0.5
tim-boyle,-0.9
