name,MISC_FPTS
todd-gurley,342.6
saquon-barkley,340.3
christian-mccaffrey,332.0
alvin-kamara,313.7
ezekiel-elliott,290.6
james-conner,252.2
melvin-gordon,250.5
james-white,233.1
joe-mixon,221.9
david-johnson-rb,221.6
kareem-hunt,217.2
phillip-lindsay,205.3
tarik-cohen,198.4
derrick-henry,193.1
chris-carson,191.4
nick-chubb,184.5
kenyan-drake,179.7
adrian-peterson-min,179.0
tevin-coleman,177.6
jordan-howard,170.0
marlon-mack,169.6
lamar-miller,160.1
aaron-jones,158.4
austin-ekeler,149.3
matt-breida,149.0
tj-yeldon,145.6
peyton-barber,140.3
sony-michel,135.6
mark-ingram,132.0
dalvin-cook,132.0
dion-lewis,131.2
isaiah-crowell,130.2
nyheim-hines,129.4
kerryon-johnson,123.4
jalen-richard,122.6
latavius-murray,120.9
mike-davis-rb,119.8
doug-martin,110.9
lesean-mccoy,110.2
leonard-fournette,109.4
duke-johnson,108.5
wendell-smallwood,103.4
alex-collins,101.1
jamaal-williams,100.8
frank-gore,96.6
royce-freeman,94.3
carlos-hyde,93.4
gus-edwards,88.8
alfred-blue,87.3
damien-williams,87.1
theo-riddick,86.0
ito-smith,84.2
legarrette-blount,81.5
josh-adams,78.4
giovani-bernard,78.4
jaylen-samuels,76.5
elijah-mcguire,76.4
javorius-allen,76.1
marshawn-lynch,71.5
christopher-ivory,71.5
chris-thompson,71.1
corey-clement,70.1
spencer-ware,69.0
devontae-booker,68.8
rashaad-penny,65.9
cj-anderson,64.9
alfred-morris,64.1
jacquizz-rodgers,64.0
ty-montgomery,58.8
bilal-powell,54.8
kapri-bibbs,53.8
justin-jackson-rb,53.6
zach-zenner,53.6
darren-sproles,53.5
chase-edmonds,53.1
kyle-juszczyk,52.4
jordan-wilkins,52.1
kenneth-dixon,51.4
rex-burkhead,42.7
jay-ajayi,40.9
trenton-cannon,40.2
jeffery-wilson,38.4
wayne-gallman,37.5
james-develin,36.9
malcolm-brown,36.9
raheem-mostert,35.6
kalen-ballage,33.2
marcus-murphy,33.1
rod-smith,29.2
brandon-bolden,27.9
andy-janovich,21.7
zach-line,20.0
anthony-sherman,19.8
taquan-mizzell,19.4
ronald-jones-ii,17.2
cameron-artis-payne,15.9
dwayne-washington,15.4
corey-grant,15.2
brian-hill,15.1
cj-ham,14.8
darrel-williams,14.6
alex-armah,14.5
stevan-ridley,13.3
dontrell-hilliard,13.0
devonta-freeman,11.6
keith-ford,11.5
elijhaa-penny,11.5
john-kelly,11.1
deandre-washington,10.9
charcandrick-west,10.6
mark-walton,10.0
donta-foreman,9.7
patrick-dimarco,8.6
kenjon-barner,7.9
detrez-newsome,7.8
tj-logan,7.4
tommy-bohanon,7.1
ryan-hewitt,6.6
roosevelt-nix,6.2
roc-thomas,6.1
byron-marshall,5.9
mike-boone,5.8
samaje-perine,5.2
tyler-ervin,5.0
shaun-wilson,4.9
keith-smith,4.8
tre-madden,4.8
mike-gillislee,3.7
jeremy-hill,3.6
david-williams,3.6
benny-cunningham,3.4
cj-prosise,3.4
delance-turner,3.1
derrick-coleman,3.0
travaris-cadet,2.7
ricky-ortiz,2.6
jeremy-langford,2.5
jamaal-charles,2.4
ameer-abdullah,2.4
jamize-olawale,2.3
justin-davis,1.9
derek-watt,1.8
jonathan-stewart,1.7
darius-jackson,1.6
david-fluellen,1.6
brandon-wilds,1.5
michael-burton,1.1
christine-michael,0.9
jd-mckissic,0.8
robert-kelley,0.8
danny-vitale,0.7
jonathan-williams,0.6
jeremy-mcnichols,0.4
nick-bellore,0.0
taiwan-jones,0.0
cordarrelle-patterson,0.0
patrick-ricard,0.0
shane-smith,0.0
trey-edmunds,0.0
buddy-howell,0.0
boston-scott,0.0
jason-cabinda,0.0
godwin-igwebuike,0.0
lavon-coleman,0.0
dare-ogunbowale,0.0
joe-williams,0.0
matt-dayes,0.0
donnie-ernsberger,0.0
dalyn-dawkins,0.0
senorise-perry,0.0
tra-carson,0.0
thomas-rawls,0.0
deangelo-henderson,-0.1
robert-turbin,-0.2
