name,MISC_FPTS
jonathan-taylor,353.1
austin-ekeler,308.8
joe-mixon,266.9
najee-harris-rb,263.7
james-conner,239.2
ezekiel-elliott,228.6
leonard-fournette,221.1
alvin-kamara,211.2
cordarrelle-patterson,208.6
antonio-gibson,208.1
nick-chubb,205.3
aaron-jones,203.0
damien-harris-rb,201.1
josh-jacobs,199.0
dalvin-cook,189.3
derrick-henry,184.3
javonte-williams,183.4
melvin-gordon,181.2
dandre-swift,177.9
devin-singletary,177.8
david-montgomery,175.0
darrel-williams,172.5
aj-dillon,168.6
james-robinson,158.4
elijah-mitchell-rb,155.5
myles-gaskin,149.1
darrell-henderson,148.9
tony-pollard,143.1
michael-carter-rb,136.4
sony-michel,135.8
devonta-freeman,129.6
saquon-barkley,128.1
chuba-hubbard,125.1
devontae-booker,124.1
chase-edmonds,121.8
rashaad-penny,118.7
mike-davis-rb,116.2
alexander-mattison,109.9
christian-mccaffrey,109.0
rhamondre-stevenson,107.9
clyde-edwards-helaire,107.0
kenneth-gainwell,106.9
jamaal-williams,106.8
jd-mckissic,106.4
miles-sanders,104.2
brandon-bolden,103.6
ty-johnson,100.0
kareem-hunt,99.0
latavius-murray,98.6
mark-ingram,95.1
dernest-johnson,94.6
zack-moss,93.7
nyheim-hines,92.6
boston-scott,92.1
rex-burkhead,91.8
donta-foreman,89.4
kenyan-drake,87.5
justin-jackson-rb,75.2
ronald-jones-ii,74.2
khalil-herbert,71.9
ameer-abdullah,70.5
samaje-perine,69.7
david-johnson-rb,65.3
alex-collins,64.3
dontrell-hilliard,63.2
jordan-howard,61.5
jeremy-mcnichols,59.6
kyle-juszczyk,58.8
duke-johnson,57.1
travis-homer,53.8
damien-williams,52.7
derrick-gore,52.1
jaret-patterson,50.9
deejay-dallas,49.6
jeffery-wilson,48.0
giovani-bernard,47.6
tevin-coleman,46.0
chris-carson,45.1
peyton-barber,44.9
dare-ogunbowale,43.6
phillip-lindsay,43.4
chris-evans,42.3
demetric-felton,41.5
carlos-hyde,39.8
matt-breida,39.2
jamycal-hasty,38.0
tyson-williams,37.4
leveon-bell,35.6
keshawn-vaughn,34.6
salvon-ahmed,32.6
craig-reynolds,31.7
elijhaa-penny,31.4
royce-freeman,29.6
jerick-mckinnon,29.4
trey-sermon,26.8
corey-clement,25.9
james-white,25.2
eno-benjamin,25.0
adrian-peterson-min,24.6
cj-ham,24.4
jermar-jefferson,23.7
ty-montgomery,21.9
malcolm-brown,21.0
kene-nwangwu,21.0
tony-jones,19.6
alec-ingold,19.6
jonathan-williams,18.7
austin-walter,18.0
qadree-ollison,17.7
jalen-richard,17.2
patrick-ricard,16.7
jj-taylor,16.5
patrick-taylor,16.2
godwin-igwebuike,16.0
larry-rountree-iii,15.1
joshua-kelley,14.5
keith-smith,13.2
michael-burton,13.2
wayne-gallman,13.0
benjamin-snell-jr,12.1
marlon-mack,11.9
ryquell-armstead,11.1
andy-janovich,10.4
deon-jackson,9.1
jaquan-hardy,8.9
alex-armah,8.7
jonathan-ward,8.2
johnny-stanton-iv,8.2
rodney-smith-rb,7.3
mike-boone,6.7
wendell-smallwood,6.7
ito-smith,6.4
jakob-johnson,6.3
trayveon-williams,6.0
kalen-ballage,5.4
jason-huntley,5.1
reggie-gilliam,4.1
gabriel-nabers,4.0
dwayne-washington,3.8
jaylen-samuels,3.8
patrick-laird,3.6
adam-prentice,3.6
kylin-hill,3.4
scottie-phillips,3.2
derek-watt,3.1
lamical-perine,3.1
cam-akers,2.8
darrynton-evans,2.8
reggie-bonnafon,2.6
trey-ragas,2.5
nick-bawden,2.5
raheem-mostert,2.0
anthony-mcfarland,1.9
gary-brightwell,1.5
ryan-nall,1.3
john-kelly,1.3
jacques-patrick,1.2
buddy-howell,1.1
mekhi-sargent,1.1
devine-ozigbo,0.9
damarea-crockett,0.7
jake-funk,0.5
nathan-cottrell,0.3
andrew-beck,0.0
sewo-olonilua,0.0
khari-blasingame,0.0
cullen-gillaspia,0.0
sutton-smith,0.0
darwin-thompson,0.0
darius-bradwell,0.0
levante-bellamy,0.0
artavis-pierce,0.0
sandro-platzgummer,0.0
kirk-merritt,0.0
pooka-williams,0.0
jk-dobbins,0.0
chris-myarick,0.0
spencer-brown,0.0
josh-johnson,0.0
bj-emmons,0.0
nick-ralston,0.0
tory-carter,0.0
gerrid-doaks,0.0
avery-williams-cb,0.0
nick-bellore,0.0
taiwan-jones,0.0
kenjon-barner,0.0
elijah-mcguire,0.0
tarik-cohen,0.0
brian-hill,0.0
brandin-bryant,0.0
jp-holtz,0.0
trey-edmunds,0.0
jordan-wilkins,0.0
jason-cabinda,0.0
nate-mccrary,-0.1
trenton-cannon,-1.6
