name,MISC_FPTS
michael-thomas-wr,300.1
chris-godwin,233.1
julio-jones,224.6
cooper-kupp,223.5
deandre-hopkins,217.5
kenny-golladay,215.5
devante-parker,210.2
keenan-allen,209.5
amari-cooper,207.0
julian-edelman,206.3
allen-robinson,205.9
mike-evans,199.2
jarvis-landry,195.9
tyler-lockett,194.2
aj-brown,191.1
dj-chark,189.3
robert-woods,187.9
dj-moore-wr,187.0
courtland-sutton,186.4
john-brown,183.8
stefon-diggs,180.6
michael-gallup,179.7
tyler-boyd,177.9
davante-adams,171.2
calvin-ridley,165.5
odell-beckham,164.3
marvin-jones,162.9
terry-mclaurin,162.9
deebo-samuel,160.6
tyreek-hill,159.3
jamison-crowder,158.7
dk-metcalf,158.1
emmanuel-sanders,157.3
cole-beasley,151.3
darius-slayton,146.0
curtis-samuel,144.7
larry-fitzgerald,139.9
mike-williams-wr,136.8
robbie-robby,136.3
christian-kirk,134.2
diontae-johnson,133.6
chris-conley,133.0
golden-tate,127.7
randall-cobb,127.4
dede-westbrook,123.7
marquise-brown,123.4
tyrell-williams,122.1
breshad-perriman,120.1
zach-pascal,114.8
sterling-shepard,113.3
sammy-watkins,112.5
james-washington,111.5
danny-amendola,109.6
will-fuller,109.5
hunter-renfrow,109.0
mecole-hardman,106.5
ty-hilton,102.6
anthony-miller,101.5
alshon-jeffery,100.7
kenny-stills,100.1
adam-thielen,99.4
brandin-cooks,96.5
mohamed-sanu,94.6
corey-davis,93.6
steven-sims,92.5
juju-smith-schuster,92.2
phillip-dorsett,86.3
allen-lazard,85.3
demarcus-robinson,84.9
kendrick-bourne,82.8
auden-tate,81.5
john-ross,81.0
willie-snead,79.6
taylor-gabriel,75.8
preston-williams,74.8
alex-erickson,74.7
nelson-agholor,74.5
russell-gage,74.3
ted-ginn-jr,70.9
marquez-valdesscantling,70.3
tajae-sharpe,69.4
adam-humphries,68.0
albert-wilson,67.9
allen-hurns,67.6
demaryius-thomas,67.3
keelan-cole,66.7
olabisi-johnson,63.5
trequan-smith,62.4
josh-gordon,61.2
geronimo-allison,58.4
damiere-byrd,55.9
cody-latimer,54.0
kelvin-harmon,51.9
josh-reynolds,51.4
david-moore,51.1
paul-richardson,50.5
isaiah-mckenzie,49.8
daesean-hamilton,49.7
seth-roberts,49.6
jakobi-meyers,48.9
marcus-johnson,48.2
greg-ward,45.9
miles-boykin,44.3
pharoh-cooper,43.0
jarius-wright,42.9
keke-coutee,41.8
tavon-austin,40.9
vyncint-smith,40.2
jaron-brown,40.0
trey-quinn,38.8
malik-turner,38.0
chester-rogers,37.7
isaiah-ford,37.0
jakeem-grant,36.4
marvin-hall,36.3
keesean-johnson,35.5
justin-watson,35.4
zay-jones,35.4
bennie-fowler,34.8
scott-miller,34.1
jake-kumerow,33.9
javon-wims,33.6
nkeal-harry,33.4
desean-jackson,32.4
marquise-goodwin,32.1
damion-ratley,32.0
andy-isabella,30.9
tim-patrick,29.8
parris-campbell,29.1
dante-pettis,29.0
justin-hardy,29.0
byron-pringle,29.0
laquon-treadwell,28.9
duke-williams,28.6
jj-arcega-whiteside,27.9
kalif-raymond,25.0
trevor-davis,24.4
dontrelle-inman,24.1
richie-james,23.4
devin-smith,19.8
deandre-carter,19.7
olamide-zaccheaus,19.0
keelan-doss,18.8
mack-hollins,17.5
deon-cain,16.9
christian-blake,14.6
brandon-zylstra,14.6
antonio-brown,14.1
rashard-higgins,13.5
antonio-callaway,12.9
damion-willis,12.7
braxton-berrios,12.5
deonte-harty,12.5
marcell-ateman,12.1
jj-nelson,11.6
tj-jones,11.3
jamal-agnew,11.2
robert-foster,10.8
chris-hogan,10.7
trent-sherfield,10.0
riley-ridley,9.9
khadarel-hodge,9.6
andre-patton,8.6
tevin-jones,8.1
ventell-bryant,8.0
chad-beebe,8.0
chris-lacy,7.5
cedrick-wilson,7.1
deandrew-white,7.1
ryan-switzer,6.7
travis-benjamin,6.0
deontay-burnett,5.8
alexander-hollins,5.6
jason-moore,5.3
jordan-matthews,5.3
geremy-davis,5.3
steven-mitchell,4.7
devin-funchess,4.7
diontae-spencer,4.7
johnny-holton,4.5
ishmael-hyman,4.4
cody-core,4.3
michael-crabtree,4.2
andre-roberts,4.2
cj-board,4.1
russell-shepard,4.0
donte-moncrief,3.8
damari-scott,3.7
cam-sims,3.7
chris-moore,3.6
marqise-lee,3.4
ryan-grant,3.4
stanley-morgan,3.3
fred-brown,3.1
bobo-wilson,3.0
josh-bellamy,3.0
ashton-dulin,2.7
darius-jennings,2.7
robert-davis,2.7
mike-thomas,2.4
gunner-olszewski,2.4
cody-hollister,2.3
rashard-davis,2.1
jeff-smith,1.7
john-ursua,1.6
deanthony-thomas,1.6
austin-carr,1.4
dwayne-harris,1.2
jaleel-scott,1.1
krishawn-hogan,0.9
cyril-grayson,0.8
tom-kennedy,0.0
spencer-schnell,0.0
jalen-guyton,0.0
liljordan-humphrey,0.0
gary-jennings,0.0
davion-davis,0.0
travis-fulgham,0.0
nsimba-webster,0.0
juwann-winfree,0.0
trenton-irwin,0.0
deonte-thompson,0.0
rod-streater,0.0
andre-holmes,0.0
terrance-williams,0.0
justin-hunter,0.0
markus-wheaton,0.0
doug-baldwin,0.0
kamar-aiken,0.0
jeremy-ross,0.0
brian-quick,0.0
martavis-bryant,0.0
kelvin-benjamin,0.0
jordy-nelson,0.0
james-jones,0.0
matthew-slater,0.0
brandon-tate,0.0
brandon-marshall,0.0
darrius-heyward-bey,0.0
jeremy-kerley,0.0
torrey-smith,0.0
aj-green,0.0
pierre-garcon,0.0
mike-wallace,0.0
brandon-lafell,0.0
riley-mccarron,0.0
justin-hardee,0.0
jojo-natson,0.0
chad-williams,0.0
gehrig-dieter,0.0
victor-bolden,0.0
deante-burton,0.0
marcus-kemp,0.0
josh-malone,0.0
andy-jones,0.0
jaydon-mickens,0.0
max-mccaffrey,0.0
keon-hatcher,0.0
jehu-chesson,0.0
noah-brown,0.0
taywan-taylor,0.0
mose-frazier,0.0
janarion-grant,0.0
saeed-blacknall,0.0
rico-gafford,0.0
keith-kirkwood,0.0
john-franklin-iii,0.0
cam-phillips,0.0
jmon-moore,0.0
jester-weah,0.0
river-cracraft,0.0
lance-lenoir,0.0
equanimeous-st-brown,0.0
jj-jones,0.0
darvin-kidsy,0.0
derrick-willies,0.0
daurice-fountain,0.0
ty-montgomery,0.0
rashad-greene,0.0
kaelin-clay,0.0
freddie-martino,0.0
keenan-reynolds,0.0
alonzo-russell,0.0
charone-peake,0.0
leonte-carroo,0.0
josh-doctson,0.0
corey-coleman,0.0
tony-jones,0.0
bradley-marquez,0.0
eli-rogers,0.0
darrius-shepherd,-1.4
michael-walker,-1.5
quincy-enunwa,-1.9
greg-dortch,-2.0
ray-ray-mccloud-iii,-2.0
