name,MISC_FPTS
saquon-barkley,385.8
christian-mccaffrey,385.5
todd-gurley,372.1
alvin-kamara,354.2
ezekiel-elliott,329.1
james-conner,279.7
james-white,276.6
melvin-gordon,275.5
david-johnson-rb,246.6
joe-mixon,243.4
tarik-cohen,233.9
kareem-hunt,230.2
phillip-lindsay,222.8
kenyan-drake,206.2
chris-carson,201.4
derrick-henry,200.6
nick-chubb,194.5
tevin-coleman,193.6
adrian-peterson-min,189.0
jordan-howard,180.0
marlon-mack,178.1
tj-yeldon,173.1
lamar-miller,172.6
aaron-jones,171.4
austin-ekeler,168.8
matt-breida,162.5
nyheim-hines,160.9
dion-lewis,160.7
jalen-richard,156.6
dalvin-cook,152.0
peyton-barber,150.3
mark-ingram,142.5
isaiah-crowell,140.7
kerryon-johnson,139.4
sony-michel,139.1
mike-davis-rb,136.8
duke-johnson,132.0
latavius-murray,131.9
lesean-mccoy,127.2
leonard-fournette,120.4
doug-martin,119.9
wendell-smallwood,117.4
theo-riddick,116.5
jamaal-williams,114.3
alex-collins,108.6
frank-gore,102.6
royce-freeman,101.3
damien-williams,98.6
carlos-hyde,98.4
ito-smith,97.7
alfred-blue,97.3
giovani-bernard,95.9
javorius-allen,93.6
chris-thompson,91.6
gus-edwards,89.8
jaylen-samuels,89.5
devontae-booker,87.8
legarrette-blount,86.5
elijah-mcguire,85.9
jacquizz-rodgers,83.0
josh-adams,81.9
corey-clement,81.1
marshawn-lynch,79.0
spencer-ware,79.0
christopher-ivory,78.0
ty-montgomery,71.3
rashaad-penny,70.4
alfred-morris,68.1
kyle-juszczyk,67.4
cj-anderson,67.4
chase-edmonds,63.1
kapri-bibbs,61.8
justin-jackson-rb,61.1
darren-sproles,61.0
bilal-powell,60.3
jordan-wilkins,60.1
zach-zenner,57.1
kenneth-dixon,54.4
rex-burkhead,49.7
trenton-cannon,48.7
wayne-gallman,44.5
jeffery-wilson,44.4
jay-ajayi,43.4
james-develin,42.9
malcolm-brown,39.4
marcus-murphy,38.6
raheem-mostert,38.6
kalen-ballage,37.7
rod-smith,33.7
brandon-bolden,29.4
andy-janovich,25.7
anthony-sherman,23.8
taquan-mizzell,23.4
zach-line,22.5
ronald-jones-ii,20.7
cj-ham,20.3
corey-grant,19.7
dontrell-hilliard,17.5
cameron-artis-payne,17.4
darrel-williams,16.1
brian-hill,15.6
elijhaa-penny,15.5
dwayne-washington,15.4
alex-armah,15.0
stevan-ridley,14.8
devonta-freeman,14.1
keith-ford,13.0
mark-walton,12.5
john-kelly,12.1
charcandrick-west,11.6
deandre-washington,11.4
tj-logan,10.9
donta-foreman,10.7
tommy-bohanon,10.1
patrick-dimarco,10.1
detrez-newsome,8.8
kenjon-barner,8.4
roosevelt-nix,8.2
byron-marshall,7.9
keith-smith,7.3
ryan-hewitt,7.1
roc-thomas,7.1
mike-boone,6.8
samaje-perine,6.7
tyler-ervin,6.5
shaun-wilson,6.4
tre-madden,5.8
cj-prosise,4.9
mike-gillislee,4.2
jeremy-hill,4.1
ricky-ortiz,4.1
delance-turner,4.1
derrick-coleman,4.0
benny-cunningham,3.9
ameer-abdullah,3.9
david-williams,3.6
jamaal-charles,3.4
jamize-olawale,3.3
travaris-cadet,3.2
jeremy-langford,2.5
derek-watt,2.3
justin-davis,1.9
jonathan-stewart,1.7
michael-burton,1.6
david-fluellen,1.6
darius-jackson,1.6
brandon-wilds,1.5
danny-vitale,1.2
jonathan-williams,1.1
christine-michael,0.9
jd-mckissic,0.8
robert-kelley,0.8
jeremy-mcnichols,0.4
robert-turbin,0.3
nick-bellore,0.0
taiwan-jones,0.0
cordarrelle-patterson,0.0
patrick-ricard,0.0
shane-smith,0.0
trey-edmunds,0.0
buddy-howell,0.0
boston-scott,0.0
jason-cabinda,0.0
godwin-igwebuike,0.0
lavon-coleman,0.0
joe-williams,0.0
dare-ogunbowale,0.0
matt-dayes,0.0
donnie-ernsberger,0.0
dalyn-dawkins,0.0
senorise-perry,0.0
tra-carson,0.0
thomas-rawls,0.0
deangelo-henderson,-0.1
