name,rf proj,xgb proj,enet proj,svr proj,mean proj,rank,last rank
tyler-lockett,191.249,188.21595458984376,188.38639499024112,195.05497827055456,190.72658196265985,24,13
michael-pittman,153.61700000000002,195.71478271484372,187.3645075357112,194.45176053082997,182.78701269534625,25,20
mike-evans,167.34019999999992,179.0786376953125,188.4663002023672,195.7582523411969,182.66084755971912,26,17
marquise-brown,213.4426,171.6787841796875,177.44790470403754,164.39230954703297,181.7403996076895,27,44
keenan-allen,185.0836,175.2797119140625,183.20546325301564,175.48479396152177,179.76339228215,28,42
mike-williams-wr,218.69340000000005,162.596044921875,171.99097107237074,162.27914826023903,178.8898910636212,29,32
diontae-johnson,193.899,166.16158447265624,164.23162168849694,183.94102575561968,177.05830797919322,30,28
deandre-hopkins,175.5696000000001,171.855126953125,183.0431673627122,165.22024248177618,173.92203419940336,31,47
christian-watson,222.68319999999997,157.53275146484376,161.9171470970494,152.8069526644555,173.73501280658715,32,41
gabriel-davis,156.5784,174.1729248046875,175.8613486229227,180.6912879380682,171.82599034141958,33,36
zay-jones,162.97639999999996,174.82906494140624,171.4300717457087,172.00818900153538,170.31093142216258,34,26
deebo-samuel,283.5004,132.1022705078125,138.500161316589,113.05547302738049,166.7895762129455,35,38
jakobi-meyers,135.72019999999998,171.82967529296874,172.308861601099,177.3045395317162,164.29081910644598,36,29
allen-lazard,152.65219999999994,160.2830810546875,164.5765906455968,164.91849339580372,160.60759127402198,37,35
treylon-burks,185.25200000000004,160.6750732421875,156.47647161560565,133.54884220443344,158.98809676555666,38,77
jahan-dotson,167.99079999999998,160.8182861328125,163.2607214325134,143.00680445429342,158.7691530049048,39,51
george-pickens,174.09779999999995,145.53123779296874,152.16529112353996,162.75525552648642,158.63739611074877,40,40
courtland-sutton,167.9655999999999,147.91412353515625,154.5394828028179,160.39775250563244,157.70423971090162,41,43
brandin-cooks,166.55139999999992,144.1489013671875,154.1700049155729,145.39805713618742,152.56709085473693,42,49
tyler-boyd,150.18499999999992,148.4659423828125,145.29417620064353,146.66035566219662,147.65136856141314,43,34
juju-smith-schuster,109.37699999999998,162.33775634765624,165.5561386794536,150.17621589031367,146.86177772935588,44,27
parris-campbell,119.93799999999996,164.29437255859375,147.64786118482385,151.5565045630623,145.85918457661995,45,48
