name,rf proj,xgb proj,enet proj,svr proj,mean proj,rank,last rank
devin-duvernay,6.074599999999999,7.197948455810547,7.718913866478843,7.603411461804074,7.148718446023366,74,58
josh-reynolds,4.3984000000000005,8.003790283203125,8.515734294043906,7.672555843012463,7.147620105064874,75,66
trent-sherfield,6.497600000000003,7.391672515869141,7.380995955980137,6.9866474114915205,7.064228970835201,76,82
allen-robinson,5.9046,7.281101989746094,8.067655475075535,6.996355539925975,7.062428251186901,77,79
corey-davis,4.391799999999999,7.750242614746094,8.032637688335706,7.309996761237147,6.871169266079736,78,73
kalif-raymond,6.090400000000001,6.587297058105468,7.26306798806367,7.456485464467295,6.849312627659108,79,57
jauan-jennings,5.510000000000001,7.2084716796875,7.061910506464448,7.056838810719472,6.709305249217856,80,85
tyquan-thornton,9.2684,5.397156143188477,6.5716516932006686,5.55447195112767,6.697919946879204,81,89
quez-watkins,6.693799999999999,6.312826538085938,6.761901164136018,6.710331847650667,6.619714887468155,82,80
marvin-jones,4.6288,6.932355499267578,7.196805834149048,7.512498169803751,6.567614875805094,83,56
demarcus-robinson,4.875399999999999,6.710866546630859,7.253935938467964,6.878852391389063,6.429763719121971,84,67
noah-brown,3.4338000000000006,7.180419921875,7.585625993871199,7.302535813514413,6.375595432315153,85,60
nelson-agholor,5.811,6.269124603271484,7.132203148953897,6.07482078456157,6.321787134196738,86,88
randall-cobb,5.633800000000001,6.05218505859375,7.184019029106887,5.64274206252664,6.12818653755682,87,86
nick-westbrook,4.385999999999999,6.274625778198242,6.746496453889749,6.117965076468312,5.881271827139075,88,84
ben-skowronek,5.241199999999998,5.364719390869141,5.551068784392431,5.6630748597905445,5.455015758763029,89,81
