name,rf proj,xgb proj,enet proj,svr proj,mean proj,rank,last rank
raheem-mostert,5.700000000000001,6.93452377319336,7.127283016036297,7.33837733443197,7.187393544108812,48,26
zonovan-bam-knight,8.893599999999996,5.5814460754394535,1.3476208042001545,5.754713858362184,6.74325331126721,51,59
cordarrelle-patterson,5.559600000000001,6.795658874511719,4.884324994369232,7.052314764870597,6.68390523035272,52,30
latavius-murray,8.460599999999996,5.125479125976563,3.4362090291127423,6.003368523508205,6.581529327679477,53,32
michael-carter-rb,7.338599999999997,5.674317932128906,4.780913903053916,4.4000038741669485,6.5806016837913255,54,43
chuba-hubbard,6.8638,5.575682067871094,5.540123398342747,5.428430252051459,6.445047176445208,55,49
jaylen-warren,6.3896,5.400601196289062,6.662152929593117,5.042991627433816,6.301150517997997,56,50
zack-moss,8.3396,4.105085754394532,1.865616312178052,5.338892659410984,6.046098606196339,57,57
gus-edwards,5.5962000000000005,6.190560531616211,3.209391303418305,7.137309726912656,5.911662602678293,58,56
malik-davis,8.814199999999996,3.8814430236816406,0.6788401225329785,5.218210265528583,5.862493808916034,59,65
kenneth-gainwell,4.821000000000002,5.357837677001953,6.7052052456677895,5.1876657252330025,5.792202141426845,60,52
joshua-kelley,8.112199999999998,4.128910827636719,2.8927551126220354,4.417757622200046,5.756037112059554,61,58
kareem-hunt,3.602600000000001,5.737418365478516,5.260499097939462,5.236369953646651,5.584426434282228,62,40
chase-edmonds,8.315999999999999,3.3990997314453124,1.6148552758957848,4.249401422722364,5.414499363632748,64,54
kyren-williams,8.163999999999998,2.795524024963379,0.2862689039439274,4.3829058842719455,5.389047719064042,65,66
jamycal-hasty,7.964600000000002,2.870609664916992,-0.0971254984732077,4.262273832444295,5.128234277915665,66,55
pierre-strong-jr,8.205400000000001,3.396259307861328,1.1346186155191855,5.127357777237116,5.060634815286847,67,67
hassan-haskins,8.5688,1.927695083618164,-0.9056734159178514,4.952647578083088,4.735246526071935,69,68
matt-breida,7.677400000000001,2.0669570922851563,2.445993632465622,3.975705680915469,4.555880998780065,70,61
nyheim-hines,6.8564000000000025,1.7567232131958008,0.6300787636815759,3.905735976653748,4.451508950933915,71,53
sony-michel,8.144400000000001,1.9852970123291016,0.715719868715933,4.364570894649633,4.198955261479482,73,69
travis-homer,7.718799999999999,1.0361293792724608,-0.92445017063549,3.3688565654618152,4.041261981578092,74,63
