name,MISC_FPTS/G
cooper-kupp,25.9
davante-adams,21.5
deebo-samuel,21.2
justin-jefferson,19.4
jamarr-chase,17.9
tyreek-hill,17.4
stefon-diggs,16.8
diontae-johnson,17.2
mike-evans,16.4
hunter-renfrow,15.2
keenan-allen,16.1
mike-williams-wr,15.4
jaylen-waddle,15.4
dk-metcalf,14.4
chris-godwin,17.3
tyler-lockett,15.1
michael-pittman,14.0
dj-moore-wr,14.0
ceedee-lamb,14.6
brandin-cooks,14.5
amonra-stbrown,14.2
marquise-brown,14.1
darnell-mooney,12.9
tee-higgins,15.7
terry-mclaurin,12.6
christian-kirk,12.2
amari-cooper,13.5
adam-thielen,15.4
jakobi-meyers,11.6
devonta-smith,10.9
tyler-boyd,11.5
aj-brown,13.9
kendrick-bourne,10.6
marvin-jones,10.6
brandon-aiyuk,10.0
van-jefferson,9.9
chase-claypool,11.1
russell-gage,12.5
cole-beasley,10.0
kj-osborn,9.3
aj-green,9.8
tim-patrick,9.8
marquez-callaway,8.9
courtland-sutton,8.8
cedrick-wilson,10.6
deandre-hopkins,14.7
allen-lazard,10.2
mecole-hardman,8.3
robby-anderson,8.1
elijah-moore,12.6
robert-woods,15.2
jarvis-landry,11.1
kalif-raymond,8.3
emmanuel-sanders,9.4
odell-beckham,9.2
laviska-shenault,7.9
byron-pringle,7.9
gabriel-davis,8.4
antonio-brown,17.3
braxton-berrios,7.6
quez-watkins,6.8
deonte-harty,8.7
donovan-peoples-jones,7.8
jamison-crowder,9.1
bryan-edwards,6.8
rondale-moore,7.8
nick-westbrook,7.2
zay-jones,7.1
corey-davis,11.7
devante-parker,10.4
rashod-bateman,8.6
nelson-agholor,6.9
jalen-guyton,6.1
zach-pascal,5.9
randall-cobb,8.5
josh-palmer,6.2
michael-gallup,10.2
olamide-zaccheaus,6.0
kenny-golladay,6.4
trequan-smith,8.8
marquez-valdesscantling,7.9
allen-robinson,7.3
deandre-carter,5.1
freddie-swain,5.1
jerry-jeudy,8.5
henry-ruggs,12.1
nico-collins,6.0
laquon-treadwell,6.9
kadarius-toney,9.2
jauan-jennings,6.3
josh-reynolds,7.3
julio-jones,8.0
adam-humphries,4.7
keelan-cole,5.6
jalen-reagor,4.6
sterling-shepard,11.1
devin-duvernay,4.8
jamal-agnew,6.3
desean-jackson,5.4
ty-hilton,7.4
tyler-johnson,4.5
calvin-ridley,14.2
sammy-watkins,6.4
demarcus-robinson,4.6
danny-amendola,8.6
darius-slayton,5.3
ray-ray-mccloud-iii,4.1
james-washington,4.4
chester-rogers,4.1
damiere-byrd,5.9
chris-conley,4.6
mack-hollins,3.8
antoine-wesley,7.2
rashard-higgins,4.8
marquise-goodwin,4.1
chris-moore,5.6
isaiah-mckenzie,3.5
tavon-austin,4.3
liljordan-humphrey,6.2
quintez-cephus,9.9
brandon-zylstra,4.1
cam-sims,4.1
albert-wilson,4.8
tajae-sharpe,3.4
ashton-dulin,2.8
malik-turner,6.4
cyril-grayson,14.9
john-ross,4.6
isaiah-ford,4.5
jakeem-grant,2.6
kendall-hinton,3.5
james-proche-ii,5.2
juju-smith-schuster,7.0
greg-ward,3.5
dj-chark,11.5
noah-brown,3.4
anthony-schwartz,2.6
breshad-perriman,6.7
terrace-marshall,2.7
mohamed-sanu,4.1
parris-campbell,5.4
khadarel-hodge,2.6
ihmir-smith-marsette,4.8
nkeal-harry,2.8
dee-eskridge,3.5
dyami-brown,2.8
dante-pettis,8.4
marcus-johnson,3.5
ben-skowronek,2.0
trent-sherfield,2.0
collin-johnson,2.7
denzel-mims,2.1
trinity-benson,2.9
equanimeous-st-brown,1.7
kristian-wilkerson,20.2
jeff-smith,2.1
scott-miller,3.2
kenny-stills,2.7
tom-kennedy,2.6
phillip-dorsett,3.6
dede-westbrook,1.1
shi-smith,3.2
dez-fitzpatrick,5.3
dax-milne,1.7
anthony-miller,4.8
josh-gordon,1.6
chris-hogan,2.8
preston-williams,2.3
auden-tate,3.2
penny-hart,1.1
kj-hamler,4.1
juwann-winfree,2.4
jaelon-darden,1.3
cameron-batson,2.8
jamarcus-bradley,2.6
mike-thomas,1.5
dezmon-patmon,2.5
curtis-samuel,2.0
cj-board,1.6
amari-rodgers,0.6
will-fuller,4.3
jason-moore,8.6
alex-erickson,0.5
andre-roberts,0.5
cody-white,1.4
willie-snead,1.1
pharoh-cooper,1.0
cody-hollister,2.4
greg-dortch,1.4
dj-montgomery,3.3
christian-blake,0.7
trent-taylor,1.5
kj-hill,1.0
gunner-olszewski,0.4
brandon-powell,1.0
jj-arcega-whiteside,0.8
trenton-irwin,1.1
kevin-white,1.2
jake-kumerow,0.7
keith-kirkwood,1.6
mike-strachan,2.3
seth-williams,4.4
marcus-kemp,0.4
dazz-newsome,1.4
tylan-wallace,0.4
david-sills-v,0.9
tyron-johnson,0.5
stanley-morgan,0.3
tyrell-williams,3.4
cj-saunders,3.1
jaydon-mickens,0.3
davion-davis,1.4
frank-darby,0.6
andy-isabella,0.8
kirk-merritt,2.3
tarik-black,2.0
marvin-hall,2.0
tommylee-lewis,0.9
miles-boykin,0.8
keke-coutee,1.5
easop-winston,0.5
malik-taylor,0.2
racey-mcmath,0.1
maurice-ffrench,0.2
matt-cole,0.0
nsimba-webster,0.0
john-hightower,0.0
cody-thompson,0.0
quinton-bell,0.0
antonio-gandy-golden,0.0
marquez-stevenson,0.0
tutu-atwell,0.0
demetric-felton,0.0
pooka-williams,0.0
dan-chisena,0.0
josh-hammond,0.0
mason-kinsey,0.0
tyrie-cleveland,0.0
isaiah-coulter,0.0
michael-bandy,0.0
landen-akers,0.0
dillon-stoner,0.0
brandon-smith,0.0
jacob-harris,0.0
jalen-camp,0.0
kawaan-baker,0.0
osirus-mitchell,0.0
john-brown,0.0
matthew-slater,0.0
david-moore,0.0
ryan-switzer,0.0
rodney-adams,0.0
justin-hardee,0.0
jojo-natson,0.0
vyncint-smith,0.0
jordan-veasy,0.0
damion-ratley,0.0
daurice-fountain,0.0
river-cracraft,0.0
ty-montgomery,0.0
devin-smith,0.0
allen-hurns,0.0
geronimo-allison,0.0
alex-bachman,-0.2
jj-koski,-0.7
travis-benjamin,-0.4
diontae-spencer,-0.2
