name,MISC_FPTS/G
cooper-kupp,21.6
deebo-samuel,18.8
davante-adams,17.7
justin-jefferson,16.3
jamarr-chase,15.5
tyreek-hill,14.2
stefon-diggs,13.8
mike-evans,14.1
diontae-johnson,13.8
mike-williams-wr,13.0
hunter-renfrow,12.2
dk-metcalf,12.2
tyler-lockett,12.8
keenan-allen,12.8
michael-pittman,11.4
jaylen-waddle,12.1
chris-godwin,13.8
ceedee-lamb,12.1
dj-moore-wr,11.2
brandin-cooks,11.7
amonra-stbrown,11.4
tee-higgins,13.0
marquise-brown,11.3
darnell-mooney,10.5
terry-mclaurin,10.3
christian-kirk,9.9
amari-cooper,11.2
adam-thielen,12.8
devonta-smith,9.0
kendrick-bourne,9.0
tyler-boyd,9.4
aj-brown,11.5
jakobi-meyers,9.1
marvin-jones,8.5
van-jefferson,8.4
brandon-aiyuk,8.4
chase-claypool,9.1
kj-osborn,7.9
russell-gage,10.0
tim-patrick,8.1
aj-green,8.1
marquez-callaway,7.6
deandre-hopkins,12.6
cedrick-wilson,9.0
allen-lazard,8.8
courtland-sutton,7.1
cole-beasley,7.4
elijah-moore,10.6
robert-woods,12.7
robby-anderson,6.6
mecole-hardman,6.6
emmanuel-sanders,7.9
gabriel-davis,7.2
kalif-raymond,6.8
odell-beckham,7.7
jarvis-landry,8.9
byron-pringle,6.6
antonio-brown,14.3
braxton-berrios,6.1
laviska-shenault,6.0
deonte-harty,7.3
quez-watkins,5.6
donovan-peoples-jones,6.6
bryan-edwards,5.8
nick-westbrook,5.9
corey-davis,9.8
nelson-agholor,5.7
jamison-crowder,7.0
devante-parker,8.4
zay-jones,5.5
rondale-moore,5.9
jalen-guyton,5.1
rashod-bateman,6.7
randall-cobb,7.2
josh-palmer,5.1
zach-pascal,4.7
deandre-carter,4.4
olamide-zaccheaus,5.0
michael-gallup,8.2
marquez-valdesscantling,6.7
freddie-swain,4.4
henry-ruggs,10.4
trequan-smith,7.2
kenny-golladay,5.0
jauan-jennings,5.4
allen-robinson,5.7
nico-collins,4.8
josh-reynolds,6.0
jerry-jeudy,6.6
laquon-treadwell,5.5
desean-jackson,4.7
julio-jones,6.5
keelan-cole,4.6
jamal-agnew,5.3
kadarius-toney,7.0
ty-hilton,6.3
