name,MISC_FPTS/G
saquon-barkley,24.1
christian-mccaffrey,24.1
todd-gurley,26.6
alvin-kamara,23.6
ezekiel-elliott,21.9
james-conner,21.5
james-white,17.3
melvin-gordon,23.0
david-johnson-rb,15.4
joe-mixon,17.4
tarik-cohen,14.6
kareem-hunt,20.9
phillip-lindsay,14.9
kenyan-drake,12.9
chris-carson,14.4
derrick-henry,12.5
nick-chubb,12.2
tevin-coleman,12.1
adrian-peterson-min,11.8
jordan-howard,11.3
marlon-mack,14.8
tj-yeldon,12.4
lamar-miller,12.3
aaron-jones,14.3
austin-ekeler,12.1
matt-breida,11.6
nyheim-hines,10.1
dion-lewis,10.0
jalen-richard,9.8
dalvin-cook,13.8
peyton-barber,9.4
mark-ingram,11.9
isaiah-crowell,10.8
kerryon-johnson,13.9
sony-michel,10.7
mike-davis-rb,9.1
duke-johnson,8.3
latavius-murray,8.2
lesean-mccoy,9.1
leonard-fournette,15.1
doug-martin,7.5
wendell-smallwood,7.3
theo-riddick,8.3
jamaal-williams,7.1
alex-collins,10.9
frank-gore,7.3
royce-freeman,7.2
damien-williams,6.2
carlos-hyde,7.0
ito-smith,7.0
alfred-blue,6.1
giovani-bernard,8.0
javorius-allen,6.7
chris-thompson,9.2
gus-edwards,8.2
jaylen-samuels,6.4
devontae-booker,5.5
legarrette-blount,5.4
elijah-mcguire,10.7
jacquizz-rodgers,5.2
josh-adams,5.1
corey-clement,7.4
marshawn-lynch,13.2
spencer-ware,6.1
christopher-ivory,6.0
ty-montgomery,5.5
rashaad-penny,5.0
alfred-morris,5.7
cj-anderson,6.1
kyle-juszczyk,4.2
chase-edmonds,3.9
kapri-bibbs,5.2
justin-jackson-rb,4.7
darren-sproles,10.2
bilal-powell,8.6
jordan-wilkins,3.8
zach-zenner,7.1
kenneth-dixon,9.1
rex-burkhead,6.2
trenton-cannon,3.0
wayne-gallman,3.0
jeffery-wilson,7.4
jay-ajayi,10.9
james-develin,2.7
malcolm-brown,3.3
marcus-murphy,3.5
raheem-mostert,4.3
kalen-ballage,3.1
rod-smith,2.1
brandon-bolden,1.8
andy-janovich,1.6
anthony-sherman,1.5
taquan-mizzell,2.6
zach-line,1.4
ronald-jones-ii,2.3
cj-ham,1.4
corey-grant,3.9
dontrell-hilliard,1.6
cameron-artis-payne,1.9
darrel-williams,2.7
brian-hill,1.6
elijhaa-penny,1.1
dwayne-washington,1.2
alex-armah,0.9
stevan-ridley,1.5
devonta-freeman,7.1
keith-ford,6.5
mark-walton,0.9
john-kelly,3.0
charcandrick-west,3.9
deandre-washington,1.1
tj-logan,1.1
donta-foreman,10.7
patrick-dimarco,0.6
tommy-bohanon,0.6
detrez-newsome,1.0
kenjon-barner,0.9
roosevelt-nix,0.5
byron-marshall,1.3
keith-smith,0.5
roc-thomas,1.4
ryan-hewitt,0.6
mike-boone,0.9
samaje-perine,1.3
tyler-ervin,0.7
shaun-wilson,1.3
tre-madden,0.4
cj-prosise,1.0
mike-gillislee,1.1
jeremy-hill,4.1
delance-turner,1.0
ricky-ortiz,0.3
derrick-coleman,0.3
benny-cunningham,0.3
ameer-abdullah,0.4
david-williams,0.6
jamaal-charles,1.7
jamize-olawale,0.2
travaris-cadet,3.2
jeremy-langford,2.5
derek-watt,0.1
justin-davis,0.2
jonathan-stewart,0.6
michael-burton,0.2
darius-jackson,0.4
david-fluellen,0.2
brandon-wilds,0.5
danny-vitale,0.2
jonathan-williams,0.4
christine-michael,0.9
robert-kelley,0.4
jd-mckissic,0.2
jeremy-mcnichols,0.4
robert-turbin,0.2
nick-bellore,0.0
taiwan-jones,0.0
cordarrelle-patterson,0.0
patrick-ricard,0.0
shane-smith,0.0
trey-edmunds,0.0
buddy-howell,0.0
boston-scott,0.0
jason-cabinda,0.0
godwin-igwebuike,0.0
lavon-coleman,0.0
dare-ogunbowale,0.0
joe-williams,0.0
matt-dayes,0.0
donnie-ernsberger,0.0
dalyn-dawkins,0.0
senorise-perry,0.0
tra-carson,0.0
thomas-rawls,0.0
deangelo-henderson,0.0
