name,MISC_FPTS/G
alvin-kamara,22.4
derrick-henry,20.2
dalvin-cook,22.6
david-montgomery,15.9
aaron-jones,16.8
jonathan-taylor,15.7
james-robinson,16.1
josh-jacobs,14.3
nick-chubb,16.6
kareem-hunt,12.5
ezekiel-elliott,13.2
antonio-gibson,13.2
melvin-gordon,12.2
kenyan-drake,12.0
mike-davis-rb,11.8
ronald-jones-ii,12.3
chris-carson,14.1
dandre-swift,12.8
david-johnson-rb,13.6
nyheim-hines,10.1
jk-dobbins,10.6
clyde-edwards-helaire,12.2
miles-sanders,13.0
jd-mckissic,9.5
todd-gurley,10.0
james-conner,11.3
myles-gaskin,14.4
chase-edmonds,8.8
austin-ekeler,13.8
jeffery-wilson,11.3
giovani-bernard,8.4
wayne-gallman,8.4
latavius-murray,8.3
devin-singletary,7.8
gus-edwards,7.7
darrell-henderson,8.2
adrian-peterson-min,7.4
leonard-fournette,8.8
jamaal-williams,8.0
jerick-mckinnon,6.9
tony-pollard,6.7
malcolm-brown,6.1
cam-akers,8.0
rex-burkhead,9.5
zack-moss,7.3
frank-gore,6.1
james-white,6.6
raheem-mostert,11.5
joe-mixon,14.9
damien-harris-rb,8.9
boston-scott,5.2
brian-hill,5.2
christian-mccaffrey,27.3
alexander-mattison,6.2
kalen-ballage,7.2
devontae-booker,4.8
carlos-hyde,7.7
kyle-juszczyk,4.5
sony-michel,8.0
duke-johnson,6.4
benjamin-snell-jr,4.4
joshua-kelley,5.0
leveon-bell,6.1
salvon-ahmed,10.6
phillip-lindsay,5.7
kerryon-johnson,3.9
samaje-perine,3.8
justin-jackson-rb,6.2
ty-johnson,4.3
jordan-wilkins,3.7
peyton-barber,3.3
mark-ingram,4.5
ito-smith,3.5
deejay-dallas,4.0
dion-lewis,3.0
lamical-perine,4.7
darrel-williams,2.8
jalen-richard,3.2
aj-dillon,3.6
alfred-morris,4.4
jeremy-mcnichols,2.4
matt-breida,3.1
josh-adams,4.2
chris-thompson,4.1
devonta-freeman,6.5
rodney-smith-rb,4.6
royce-freeman,1.9
jordan-howard,4.3
darwin-thompson,2.3
travis-homer,3.1
jamycal-hasty,3.5
ameer-abdullah,1.6
dare-ogunbowale,1.8
alec-ingold,1.5
cj-ham,1.4
keshawn-vaughn,2.1
antonio-williams,20.8
lesean-mccoy,2.1
tyler-ervin,2.6
alex-collins,6.9
anthony-mcfarland,1.8
dernest-johnson,1.2
trayveon-williams,1.9
corey-clement,1.2
gabriel-nabers,1.1
patrick-laird,1.1
ryan-nall,1.1
donta-foreman,2.8
troymaine-pope,2.6
tj-yeldon,5.2
reggie-bonnafon,7.9
darrynton-evans,3.0
deandre-washington,3.7
tarik-cohen,4.8
ty-montgomery,2.4
mike-boone,0.9
jakob-johnson,0.8
patrick-ricard,0.9
saquon-barkley,6.2
keith-smith,0.8
jj-taylor,2.0
jaylen-samuels,0.9
tevin-coleman,1.3
justice-hill,0.9
cj-prosise,1.0
artavis-pierce,1.9
devine-ozigbo,1.1
reggie-gilliam,0.6
theo-riddick,1.6
anthony-sherman,0.7
jonathan-ward,0.5
buddy-howell,0.5
marlon-mack,7.1
michael-burton,0.4
trenton-cannon,0.5
khari-blasingame,0.4
dontrell-hilliard,0.8
alex-armah,0.3
elijhaa-penny,0.3
austin-walter,0.9
rashaad-penny,1.1
bo-scarbrough,3.1
andy-janovich,0.2
jonathan-williams,0.5
rico-dowdle,0.2
jason-huntley,0.5
levante-bellamy,0.4
scottie-phillips,0.3
chandler-cox,0.2
lamar-miller,1.6
dwayne-washington,0.1
dj-foster,0.1
tony-jones,1.3
craig-reynolds,0.6
cullen-gillaspia,0.2
senorise-perry,0.1
dexter-williams,0.3
tony-brooks-james,0.4
qadree-ollison,0.1
xavier-jones,0.0
darius-bradwell,0.0
raymond-calais,0.0
sewo-olonilua,0.0
javon-leake,0.0
michael-warren-ii,0.0
john-lovett,0.0
andrew-beck,0.0
chris-myarick,0.0
jeremy-cox,0.0
jake-bargas,0.0
nathan-cottrell,0.0
nick-bellore,0.0
bruce-miller,0.0
taiwan-jones,0.0
cordarrelle-patterson,0.0
kenjon-barner,0.0
brandin-bryant,0.0
derek-watt,0.0
jp-holtz,0.0
johnny-stanton-iv,0.0
elijah-holyfield,0.0
trey-edmunds,0.0
jason-cabinda,0.0
wendell-smallwood,0.0
adrian-killins,-0.5
