name,MISC_FPTS/G
jonathan-taylor,21.9
austin-ekeler,21.5
najee-harris-rb,17.7
joe-mixon,18.0
james-conner,17.2
leonard-fournette,18.3
ezekiel-elliott,14.8
alvin-kamara,18.1
cordarrelle-patterson,14.7
antonio-gibson,14.3
aaron-jones,15.3
josh-jacobs,15.1
nick-chubb,15.4
damien-harris-rb,14.0
dandre-swift,16.1
dalvin-cook,15.9
javonte-williams,12.1
devin-singletary,11.6
darrel-williams,11.5
david-montgomery,14.0
melvin-gordon,12.2
derrick-henry,24.2
aj-dillon,10.9
james-robinson,12.4
myles-gaskin,10.2
elijah-mitchell-rb,13.8
darrell-henderson,13.6
tony-pollard,10.8
michael-carter-rb,11.0
saquon-barkley,10.6
devonta-freeman,9.2
sony-michel,8.6
devontae-booker,9.0
chase-edmonds,11.9
mike-davis-rb,8.1
chuba-hubbard,8.6
jd-mckissic,11.6
christian-mccaffrey,18.2
alexander-mattison,7.9
brandon-bolden,7.8
kenneth-gainwell,7.7
rashaad-penny,12.2
jamaal-williams,9.2
miles-sanders,9.8
ty-johnson,7.8
clyde-edwards-helaire,11.7
rhamondre-stevenson,9.6
nyheim-hines,6.6
kareem-hunt,13.8
mark-ingram,7.8
zack-moss,8.1
rex-burkhead,7.0
dernest-johnson,8.0
latavius-murray,7.4
kenyan-drake,8.5
boston-scott,9.0
donta-foreman,10.4
ameer-abdullah,5.3
justin-jackson-rb,6.2
samaje-perine,5.5
david-johnson-rb,6.3
ronald-jones-ii,5.3
khalil-herbert,4.9
kyle-juszczyk,4.9
jeremy-mcnichols,5.7
dontrell-hilliard,9.1
alex-collins,6.3
jordan-howard,8.9
travis-homer,4.4
damien-williams,5.1
deejay-dallas,3.5
duke-johnson,11.8
giovani-bernard,5.9
derrick-gore,7.0
jaret-patterson,4.0
tevin-coleman,4.7
jeffery-wilson,5.7
demetric-felton,3.4
dare-ogunbowale,3.9
peyton-barber,5.0
chris-evans,5.5
jamycal-hasty,4.5
chris-carson,12.0
carlos-hyde,3.8
phillip-lindsay,3.2
matt-breida,6.1
tyson-williams,5.2
salvon-ahmed,3.5
leveon-bell,4.8
keshawn-vaughn,6.1
jerick-mckinnon,4.0
elijhaa-penny,2.8
craig-reynolds,7.0
royce-freeman,2.9
cj-ham,2.2
james-white,10.4
ty-montgomery,2.1
corey-clement,2.6
trey-sermon,4.7
eno-benjamin,3.5
adrian-peterson-min,6.7
jermar-jefferson,5.1
alec-ingold,3.5
jalen-richard,2.6
kene-nwangwu,2.6
malcolm-brown,3.8
tony-jones,2.2
patrick-ricard,2.6
jonathan-williams,4.1
qadree-ollison,3.3
austin-walter,4.8
jj-taylor,3.7
godwin-igwebuike,1.2
keith-smith,1.4
patrick-taylor,3.4
joshua-kelley,2.1
larry-rountree-iii,1.6
michael-burton,1.5
wayne-gallman,1.5
benjamin-snell-jr,0.8
marlon-mack,2.2
ryquell-armstead,6.3
andy-janovich,2.0
rodney-smith-rb,9.8
jonathan-ward,1.1
alex-armah,0.9
johnny-stanton-iv,3.1
deon-jackson,1.8
jaquan-hardy,4.5
wendell-smallwood,4.4
jakob-johnson,1.2
mike-boone,2.6
trayveon-williams,1.6
ito-smith,6.4
kalen-ballage,0.7
reggie-gilliam,0.7
gabriel-nabers,0.8
jaylen-samuels,1.8
jason-huntley,5.1
adam-prentice,1.0
patrick-laird,1.7
dwayne-washington,0.6
derek-watt,0.4
cam-akers,2.2
scottie-phillips,1.4
kylin-hill,0.5
darrynton-evans,1.9
reggie-bonnafon,3.6
trey-ragas,3.5
lamical-perine,1.6
nick-bawden,3.0
anthony-mcfarland,0.8
gary-brightwell,0.3
raheem-mostert,2.0
ryan-nall,0.4
devine-ozigbo,0.7
john-kelly,1.3
jacques-patrick,1.2
mekhi-sargent,0.2
buddy-howell,0.2
khari-blasingame,0.2
damarea-crockett,0.7
jake-funk,0.1
nathan-cottrell,0.1
darius-bradwell,0.0
artavis-pierce,0.0
levante-bellamy,0.0
sewo-olonilua,0.0
jk-dobbins,0.0
cullen-gillaspia,0.0
sutton-smith,0.0
andrew-beck,0.0
darwin-thompson,0.0
chris-myarick,0.0
pooka-williams,0.0
sandro-platzgummer,0.0
josh-johnson,0.0
bj-emmons,0.0
nick-ralston,0.0
tory-carter,0.0
gerrid-doaks,0.0
avery-williams-cb,0.0
spencer-brown,0.0
nick-bellore,0.0
taiwan-jones,0.0
kenjon-barner,0.0
elijah-mcguire,0.0
tarik-cohen,0.0
brian-hill,0.0
brandin-bryant,0.0
jp-holtz,0.0
trey-edmunds,0.0
jordan-wilkins,0.0
jason-cabinda,0.0
nate-mccrary,-0.1
trenton-cannon,-0.2
