name,MISC_FPTS/G
travis-kelce,18.6
tj-hockenson,12.7
george-kittle,13.4
mark-andrews,12.7
evan-engram,10.4
tyler-higbee,9.5
pat-freiermuth,9.9
cole-kmet,8.7
taysom-hill,9.1
dalton-schultz,9.5
david-njoku,10.1
dallas-goedert,11.8
gerald-everett,9.3
dawson-knox,9.0
juwan-johnson,8.4
tyler-conklin,7.7
noah-fant,7.2
jordan-akins,7.8
zach-ertz,11.6
robert-tonyan,6.6
hayden-hurst,7.9
hunter-henry,6.5
mike-gesicki,5.8
austin-hooper,5.7
chigoziem-okonkwo,6.1
cade-otton,5.8
isaiah-likely,6.5
will-dissly,5.8
greg-dulcich,8.6
foster-moreau,6.1
darren-waller,9.4
logan-thomas,5.9
kyle-pitts,7.6
daniel-bellinger,6.8
jelani-woods,6.2
noah-gray,4.1
colby-parkinson,4.9
brock-wright,4.5
harrison-bryant,4.4
trey-mcbride,5.1
kylen-granson,4.7
cj-uzomah,4.0
irv-smith-jr,6.9
mycole-pruitt,5.5
mo-alie-cox,3.9
tommy-tremble,3.5
jonnu-smith,4.3
jake-ferguson,4.4
adam-trautman,3.4
shane-zylstra,4.6
josh-oliver,3.4
ian-thomas,2.9
durham-smythe,3.1
peyton-hendershot,3.3
johnny-mundt,3.0
cameron-brate,4.2
mitchell-wilcox,4.1
oj-howard,3.3
eric-saubert,2.6
connor-heyward,2.4
zach-gentry,2.3
john-bates,3.1
teagan-quitoriano,4.3
jody-fortson,3.0
donald-parham,4.8
eric-tomlinson,3.2
james-mitchell,3.5
brevin-jordan,3.0
marcedes-lewis,4.4
albert-okwuegbunam,4.3
josiah-deguara,2.7
geoff-swaim,2.0
pharaoh-brown,2.6
jack-stoll,2.3
tanner-hudson,3.9
dan-arnold,2.0
ko-kieft,1.5
quintin-morris,2.3
ross-dwelley,3.9
chris-myarick,2.0
anthony-firkser,2.4
giovanni-ricci,1.6
brycen-hopkins,2.6
parker-hesse,1.5
tre-mckitty,1.3
armani-rogers,1.6
grant-calcaterra,2.2
andrew-beck,1.3
kyle-rudolph,2.4
nick-vannett,1.6
chris-manhertz,1.3
blake-bell,5.0
tyler-kroft,1.6
charlie-kolar,8.9
luke-farrell,2.0
tyler-mabry,7.7
tyler-davis,0.6
ryan-griffin,0.7
stephen-sullivan,0.8
trevon-wesco,1.1
stone-smartt,1.9
ben-ellefson,2.8
kendall-blanton,2.8
jesper-horsted,1.0
maxx-williams,1.6
cole-turner,0.6
stephen-anderson,0.4
sean-mckeon,1.0
mason-schreck,1.3
devin-asiasi,0.5
drew-sample,0.9
jeremy-ruckert,0.9
tommy-sweeney,0.9
jacob-harris,0.5
richard-rodgers,0.5
reggie-gilliam,0.0
stephen-carlson,0.0
mitchell-fraboni,0.0
matt-sokol,0.0
matthew-orzech,0.0
hakeem-butler,0.0
jj-arcega-whiteside,0.0
kaden-smith,0.0
brandon-dillon,0.0
tyree-jackson,0.0
alize-mack,0.0
tommy-hudson,0.0
nick-bowers,0.0
jake-bargas,0.0
feleipe-franks,0.0
scotty-washington,0.0
jared-pinkney,0.0
chase-allen,0.0
dalton-keene,0.0
rashod-berry,0.0
charlie-woerner,0.0
noah-togiai,0.0
lawrence-cager,0.0
rodney-williams,0.0
chris-pierce,0.0
leroy-watson,0.0
jake-tonges,0.0
justin-rigg,0.0
zaire-mitchell-paden,0.0
cole-fotheringham,0.0
tucker-fisk,0.0
curtis-hodges,0.0
nikola-kalinic,0.0
john-fitzpatrick,0.0
tanner-conner,0.0
gerrit-prince,0.0
nick-muse,0.0
lucas-krull,0.0
cameron-latu,0.0
noah-gindorff,0.0
andrew-ogletree,0.0
seth-green,0.0
ej-jenkins,0.0
thomas-greaney,0.0
travis-vokolek,0.0
julian-hill,0.0
johnny-lumpkin,0.0
ryan-miller,0.0
tanner-taula,0.0
nate-adkins,0.0
john-samuel-shenker,0.0
princeton-fant,0.0
izaiah-gathings,0.0
brady-russell,0.0
thomas-odukoya,0.0
dalton-kincaid,0.0
luke-schoonmaker,0.0
luke-musgrave,0.0
tucker-kraft,0.0
brenton-strange,0.0
payne-durham,0.0
zack-kuntz,0.0
ben-sims,0.0
ryan-jones,0.0
leonard-taylor,0.0
christian-trahan,0.0
brayden-willis,0.0
joel-wilson,0.0
michael-ezeike,0.0
christian-sims,0.0
joel-honigford,0.0
blake-whiteheart,0.0
henry-pearson,0.0
camren-mcdonald,0.0
griffin-hebert,0.0
derrick-deese,0.0
dominique-dafney,0.0
hunter-thedford,0.0
hunter-long,0.0
kenny-yeboah,0.0
miller-forristall,0.0
matt-bushman,0.0
will-mallory,0.0
hunter-kampmoyer,0.0
zach-davidson,0.0
bernhard-seikovits,0.0
nick-guggemos,0.0
davis-allen,0.0
austin-allen,0.0
ben-mason,0.0
josh-whyle,0.0
darnell-washington,0.0
sam-laporta,0.0
michael-mayer,0.0
sammis-reyes,0.0
elijah-higgins,0.0
dominique-curry,0.0
james-dearth,0.0
drake-dunsmore,0.0
darnell-dinkins,0.0
derek-fine,0.0
jp-foschi,0.0
brad-cottam,0.0
marquez-branson,0.0
joey-haynos,0.0
justin-snow,0.0
keith-zinger,0.0
jp-holtz,0.0
zach-wood,0.0
troy-fumagalli,0.0
jordan-thomas,0.0
david-wells,0.0
kevin-rader,0.0
beau-brinkley,0.0
james-winchester,0.0
patrick-scales,0.0
andrew-depaola,0.0
jesse-james,0.0
nick-boyle,0.0
