name,MISC_FPTS/G
todd-gurley,24.5
saquon-barkley,21.3
christian-mccaffrey,20.8
alvin-kamara,20.9
ezekiel-elliott,19.4
james-conner,19.4
melvin-gordon,20.9
james-white,14.6
joe-mixon,15.9
david-johnson-rb,13.9
kareem-hunt,19.7
phillip-lindsay,13.7
tarik-cohen,12.4
derrick-henry,12.1
chris-carson,13.7
nick-chubb,11.5
kenyan-drake,11.2
adrian-peterson-min,11.2
tevin-coleman,11.1
jordan-howard,10.6
marlon-mack,14.1
lamar-miller,11.4
aaron-jones,13.2
austin-ekeler,10.7
matt-breida,10.6
tj-yeldon,10.4
peyton-barber,8.8
sony-michel,10.4
dalvin-cook,12.0
mark-ingram,11.0
dion-lewis,8.2
isaiah-crowell,10.0
nyheim-hines,8.1
kerryon-johnson,12.3
jalen-richard,7.7
latavius-murray,7.6
mike-davis-rb,8.0
doug-martin,6.9
lesean-mccoy,7.9
leonard-fournette,13.7
duke-johnson,6.8
wendell-smallwood,6.5
alex-collins,10.1
jamaal-williams,6.3
frank-gore,6.9
royce-freeman,6.7
carlos-hyde,6.7
gus-edwards,8.1
alfred-blue,5.5
damien-williams,5.4
theo-riddick,6.1
ito-smith,6.0
legarrette-blount,5.1
josh-adams,4.9
giovani-bernard,6.5
jaylen-samuels,5.5
elijah-mcguire,9.6
javorius-allen,5.4
christopher-ivory,5.5
marshawn-lynch,11.9
chris-thompson,7.1
corey-clement,6.4
spencer-ware,5.3
devontae-booker,4.3
rashaad-penny,4.7
cj-anderson,5.9
alfred-morris,5.3
jacquizz-rodgers,4.0
ty-montgomery,4.5
bilal-powell,7.8
kapri-bibbs,4.5
justin-jackson-rb,4.1
zach-zenner,6.7
darren-sproles,8.9
chase-edmonds,3.3
kyle-juszczyk,3.3
jordan-wilkins,3.3
kenneth-dixon,8.6
rex-burkhead,5.3
jay-ajayi,10.2
trenton-cannon,2.5
jeffery-wilson,6.4
wayne-gallman,2.5
james-develin,2.3
malcolm-brown,3.1
raheem-mostert,4.0
kalen-ballage,2.8
marcus-murphy,3.0
rod-smith,1.8
brandon-bolden,1.7
andy-janovich,1.4
zach-line,1.3
anthony-sherman,1.2
taquan-mizzell,2.2
ronald-jones-ii,1.9
cameron-artis-payne,1.8
dwayne-washington,1.2
corey-grant,3.0
brian-hill,1.5
cj-ham,1.0
darrel-williams,2.4
alex-armah,0.9
stevan-ridley,1.3
dontrell-hilliard,1.2
devonta-freeman,5.8
keith-ford,5.8
elijhaa-penny,0.8
john-kelly,2.8
deandre-washington,1.1
charcandrick-west,3.5
mark-walton,0.7
donta-foreman,9.7
patrick-dimarco,0.5
kenjon-barner,0.9
detrez-newsome,0.9
tj-logan,0.7
tommy-bohanon,0.4
ryan-hewitt,0.6
roosevelt-nix,0.4
roc-thomas,1.2
byron-marshall,1.0
mike-boone,0.7
samaje-perine,1.0
tyler-ervin,0.6
shaun-wilson,1.0
keith-smith,0.3
tre-madden,0.3
mike-gillislee,0.9
jeremy-hill,3.6
david-williams,0.6
cj-prosise,0.7
benny-cunningham,0.2
delance-turner,0.8
derrick-coleman,0.2
travaris-cadet,2.7
ricky-ortiz,0.2
jeremy-langford,2.5
ameer-abdullah,0.2
jamaal-charles,1.2
jamize-olawale,0.1
justin-davis,0.2
derek-watt,0.1
jonathan-stewart,0.6
darius-jackson,0.4
david-fluellen,0.2
brandon-wilds,0.5
michael-burton,0.1
christine-michael,0.9
robert-kelley,0.4
jd-mckissic,0.2
danny-vitale,0.1
jonathan-williams,0.2
jeremy-mcnichols,0.4
nick-bellore,0.0
taiwan-jones,0.0
cordarrelle-patterson,0.0
shane-smith,0.0
patrick-ricard,0.0
dare-ogunbowale,0.0
jason-cabinda,0.0
buddy-howell,0.0
boston-scott,0.0
trey-edmunds,0.0
godwin-igwebuike,0.0
lavon-coleman,0.0
joe-williams,0.0
matt-dayes,0.0
donnie-ernsberger,0.0
dalyn-dawkins,0.0
senorise-perry,0.0
tra-carson,0.0
thomas-rawls,0.0
deangelo-henderson,0.0
robert-turbin,-0.1
