name,MISC_FPTS/G
michael-thomas-wr,23.4
chris-godwin,19.7
julio-jones,18.3
cooper-kupp,16.9
deandre-hopkins,18.0
keenan-allen,16.3
julian-edelman,16.0
allen-robinson,15.9
kenny-golladay,15.5
amari-cooper,15.4
devante-parker,15.4
jarvis-landry,14.8
tyler-lockett,14.7
robert-woods,15.5
mike-evans,17.9
dj-moore-wr,15.4
dj-chark,15.1
tyler-boyd,13.9
courtland-sutton,13.9
john-brown,14.7
aj-brown,13.6
michael-gallup,15.2
davante-adams,17.7
stefon-diggs,14.1
odell-beckham,12.6
jamison-crowder,12.4
calvin-ridley,15.2
marvin-jones,14.9
terry-mclaurin,13.7
emmanuel-sanders,11.2
deebo-samuel,12.6
tyreek-hill,15.7
dk-metcalf,11.7
cole-beasley,12.3
larry-fitzgerald,11.1
curtis-samuel,10.7
darius-slayton,12.1
christian-kirk,12.9
diontae-johnson,10.2
robby-anderson,10.1
mike-williams-wr,10.8
dede-westbrook,10.4
chris-conley,9.8
randall-cobb,10.3
golden-tate,13.8
marquise-brown,10.5
tyrell-williams,10.2
sterling-shepard,14.2
danny-amendola,9.4
sammy-watkins,9.9
breshad-perriman,9.9
zach-pascal,8.5
will-fuller,12.2
james-washington,8.9
hunter-renfrow,10.3
anthony-miller,8.0
ty-hilton,12.5
mohamed-sanu,8.3
alshon-jeffery,12.2
kenny-stills,9.2
mecole-hardman,7.5
brandin-cooks,8.4
corey-davis,7.7
adam-thielen,11.4
juju-smith-schuster,9.4
steven-sims,6.8
allen-lazard,6.4
auden-tate,7.8
demarcus-robinson,6.3
phillip-dorsett,7.2
russell-gage,6.2
kendrick-bourne,6.1
alex-erickson,6.0
willie-snead,5.9
john-ross,11.9
nelson-agholor,8.5
preston-williams,11.4
taylor-gabriel,10.0
albert-wilson,6.9
adam-humphries,7.2
ted-ginn-jr,5.4
demaryius-thomas,7.8
allen-hurns,6.0
marquez-valdesscantling,5.2
tajae-sharpe,5.5
olabisi-johnson,4.9
keelan-cole,4.9
geronimo-allison,4.7
josh-gordon,6.8
damiere-byrd,6.5
trequan-smith,6.5
kelvin-harmon,4.2
cody-latimer,4.4
paul-richardson,6.5
daesean-hamilton,4.0
isaiah-mckenzie,4.2
josh-reynolds,3.9
jakobi-meyers,4.1
seth-roberts,3.8
greg-ward,8.6
david-moore,4.0
jarius-wright,3.6
marcus-johnson,6.3
pharoh-cooper,4.3
keke-coutee,5.3
trey-quinn,4.3
miles-boykin,3.2
zay-jones,3.3
vyncint-smith,3.5
isaiah-ford,5.4
jaron-brown,3.4
tavon-austin,3.4
bennie-fowler,5.8
keesean-johnson,4.6
jakeem-grant,4.6
chester-rogers,3.8
malik-turner,3.0
justin-watson,2.7
javon-wims,2.7
scott-miller,4.1
jake-kumerow,2.9
marvin-hall,4.4
nkeal-harry,5.6
justin-hardy,2.4
marquise-goodwin,4.2
parris-campbell,5.4
damion-ratley,2.9
tim-patrick,4.7
desean-jackson,12.3
andy-isabella,2.4
byron-pringle,2.2
duke-williams,8.7
dante-pettis,3.1
laquon-treadwell,2.4
jj-arcega-whiteside,2.1
dontrelle-inman,4.3
kalif-raymond,3.7
trevor-davis,2.0
richie-james,1.7
deandre-carter,1.6
keelan-doss,3.0
mack-hollins,1.4
devin-smith,5.6
deon-cain,1.6
olamide-zaccheaus,2.1
christian-blake,2.2
brandon-zylstra,2.3
damion-willis,1.7
antonio-callaway,3.4
antonio-brown,16.1
deonte-harty,1.1
braxton-berrios,1.0
rashard-higgins,1.6
chris-hogan,2.1
marcell-ateman,1.2
jj-nelson,6.8
riley-ridley,2.6
tj-jones,4.3
robert-foster,0.9
trent-sherfield,0.8
jamal-agnew,0.9
andre-patton,0.9
khadarel-hodge,0.7
ryan-switzer,1.2
tevin-jones,2.0
cedrick-wilson,1.6
deandrew-white,0.9
chad-beebe,3.0
chris-lacy,1.3
travis-benjamin,1.8
ventell-bryant,0.7
diontae-spencer,0.5
jordan-matthews,2.4
geremy-davis,0.9
deontay-burnett,3.4
alexander-hollins,1.3
jason-moore,0.6
michael-crabtree,2.1
devin-funchess,6.2
johnny-holton,0.4
donte-moncrief,0.7
cody-core,0.4
andre-roberts,0.4
steven-mitchell,1.4
russell-shepard,1.8
ishmael-hyman,2.7
ryan-grant,2.7
cj-board,1.3
chris-moore,0.4
marqise-lee,0.8
stanley-morgan,0.4
damari-scott,0.9
cam-sims,0.6
bobo-wilson,0.8
fred-brown,0.3
josh-bellamy,0.6
robert-davis,0.6
darius-jennings,0.5
ashton-dulin,0.3
gunner-olszewski,0.4
mike-thomas,0.2
cody-hollister,0.7
rashard-davis,2.6
jeff-smith,2.2
john-ursua,0.7
deanthony-thomas,0.2
austin-carr,0.3
dwayne-harris,0.6
jaleel-scott,0.5
krishawn-hogan,0.2
cyril-grayson,0.7
tom-kennedy,0.0
spencer-schnell,0.0
jalen-guyton,0.0
liljordan-humphrey,0.0
gary-jennings,0.0
davion-davis,0.0
travis-fulgham,0.0
nsimba-webster,0.0
juwann-winfree,0.0
trenton-irwin,0.0
deonte-thompson,0.0
rod-streater,0.0
andre-holmes,0.0
terrance-williams,0.0
justin-hunter,0.0
markus-wheaton,0.0
doug-baldwin,0.0
kamar-aiken,0.0
jeremy-ross,0.0
brian-quick,0.0
martavis-bryant,0.0
kelvin-benjamin,0.0
jordy-nelson,0.0
james-jones,0.0
matthew-slater,0.0
brandon-tate,0.0
brandon-marshall,0.0
darrius-heyward-bey,0.0
jeremy-kerley,0.0
torrey-smith,0.0
aj-green,0.0
pierre-garcon,0.0
mike-wallace,0.0
brandon-lafell,0.0
riley-mccarron,0.0
justin-hardee,0.0
jojo-natson,0.0
chad-williams,0.0
gehrig-dieter,0.0
victor-bolden,0.0
deante-burton,0.0
marcus-kemp,0.0
josh-malone,0.0
andy-jones,0.0
jaydon-mickens,0.0
max-mccaffrey,0.0
keon-hatcher,0.0
jehu-chesson,0.0
noah-brown,0.0
taywan-taylor,0.0
