name,MISC_FPTS/G
travis-kelce,15.9
george-kittle,15.9
darren-waller,13.8
zach-ertz,14.4
mark-andrews,13.8
austin-hooper,14.7
jared-cook,12.0
tyler-higbee,10.7
hunter-henry,12.5
dallas-goedert,9.6
jason-witten,8.7
mike-gesicki,8.5
greg-olsen,8.8
kyle-rudolph,7.1
jack-doyle,7.0
noah-fant,6.9
darren-fells,6.9
evan-engram,13.7
tyler-eifert,6.7
jonnu-smith,6.5
jimmy-graham,6.3
ryan-griffin,7.5
jacob-hollister,8.5
cameron-brate,5.7
gerald-everett,6.9
jordan-akins,5.6
eric-ebron,7.9
blake-jarwin,5.3
oj-howard,6.0
vance-mcdonald,6.0
tj-hockenson,6.7
dawson-knox,5.3
irv-smith-jr,4.9
hayden-hurst,4.8
kaden-smith,8.4
nick-boyle,4.7
will-dissly,12.3
foster-moreau,5.3
josh-hill-te,4.1
cj-uzomah,4.0
ricky-seals-jones,4.2
jeremy-sprinkle,3.5
delanie-walker,7.8
demetrius-harris,3.3
charles-clay,3.2
james-oshaughnessy,8.3
maxx-williams,2.6
rhett-ellison,4.1
anthony-firkser,2.7
logan-thomas,2.5
marcedes-lewis,2.3
ross-dwelley,2.3
ian-thomas,2.2
benjamin-watson,3.4
nick-vannett,2.1
dan-arnold,5.5
derek-carrier,2.0
matt-lacosse,2.7
jeff-heuerman,2.2
jesse-james,1.9
nick-oleary,2.5
jaeden-graham,1.9
vernon-davis,7.1
robert-tonyan,2.4
seth-devalve,2.2
andrew-beck,1.5
hale-hentges,2.2
joshua-perkins,4.7
ryan-izzo,3.9
virgil-green,1.5
trey-burton,2.5
mycole-pruitt,1.3
jesper-horsted,3.5
daniel-brown,1.3
geoff-swaim,3.3
tommy-sweeney,3.2
tyler-kroft,1.6
ben-braunecker,1.6
mo-alie-cox,1.1
adam-shaheen,2.1
jp-holtz,1.1
stephen-carlson,1.8
luke-willson,1.8
troy-fumagalli,1.4
david-njoku,3.8
blake-bell,1.0
tyler-conklin,0.9
durham-smythe,0.8
luke-stocker,0.9
lee-smith,0.8
clive-walford,1.3
cethan-carter,0.6
drew-sample,0.9
lance-kendricks,0.7
deon-yelder,0.8
ross-travis,2.4
trevon-wesco,0.4
johnny-mundt,0.5
pharaoh-brown,0.5
tanner-hudson,0.5
josh-oliver,1.1
eric-saubert,2.1
codey-mcelroy,4.0
isaac-nauta,0.6
scott-simonson,0.5
levine-toilolo,0.2
sean-culkin,0.6
chris-manhertz,0.1
antony-auclair,0.3
ben-koyack,0.2
jordan-thomas,0.3
chris-herndon-iv,0.9
dalton-schultz,0.1
tyrone-swoopes,0.3
charles-jones,0.4
zach-gentry,0.4
darrell-daniels,0.1
xavier-grimble,0.4
eric-tomlinson,0.1
jace-sternberger,0.0
matthew-orzech,0.0
carson-meier,0.0
kendall-blanton,0.0
logan-paulsen,0.0
kelvin-benjamin,0.0
jordan-matthews,0.0
richard-rodgers,0.0
erik-swoope,0.0
garrett-celek,0.0
jordan-reed,0.0
dion-sims,0.0
antonio-gates,0.0
clark-harris,0.0
jermaine-gresham,0.0
ed-dickson,0.0
rob-gronkowski,0.0
brandon-dillon,0.0
jason-vander-laan,0.0
jake-butt,0.0
mason-schreck,0.0
jason-croom,0.0
evan-baylis,0.0
alex-ellis,0.0
zach-wood,0.0
cole-wick,0.0
alan-cross,0.0
mitchell-loewen,0.0
donnie-ernsberger,0.0
garrett-dickerson,0.0
jj-arcega-whiteside,0.0
taysom-hill,0.0
jordan-franks,0.0
james-looney,0.0
david-morgan-ii,0.0
jerome-cunningham,0.0
kyle-nelson,0.0
devin-funchess,0.0
david-grinnage,0.0
patrick-scales,0.0
beau-brinkley,0.0
james-winchester,0.0
tyler-ott,0.0
kevin-mcdermott,0.0
andrew-depaola,0.0
bronson-kaufusi,0.0
stephen-anderson,0.0
jerell-adams,0.0
matt-lengel,0.0
neal-sterling,0.0
khari-lee,0.0
brian-parker,0.0
